person_id,person_youth_group_record_id,youth_join_year,youth_group_id,archived,yg_approval_status,yg_approved_by,yg_approval_date,yg_approval_notes,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
88,PRYG000078,2008,YG007,False,,,,,2025-01-31 11:14:19,,True,admin
89,PRYG000079,2012,YG019,False,,,,,2025-01-31 11:14:22,,True,admin
92,PRYG000080,2024,YG002,False,,,,,2025-01-31 11:14:26,,True,admin
93,PRYG000081,2010,YG012,False,,,,,2025-01-31 11:14:26,,True,admin
94,PRYG000082,2005,YG027,False,,,,,2025-01-31 11:14:27,,True,admin
95,PRYG000083,2023,YG006,False,,,,,2025-01-31 11:14:27,,True,admin
96,PRYG000084,2015,YG007,False,,,,,2025-01-31 11:14:27,,True,admin
97,PRYG000085,2011,YG002,False,,,,,2025-01-31 11:14:27,,True,admin
99,PRYG000086,2009,YG012,False,,,,,2025-01-31 11:14:29,,True,admin
100,PRYG000087,2023,YG007,False,,,,,2025-01-31 11:14:30,,True,admin
103,PRYG000089,2013,YG003,False,,,,,2025-01-31 11:14:33,,True,admin
104,PRYG000090,2004,YG009,False,,,,,2025-01-31 11:14:34,,True,admin
106,PRYG000091,2013,YG002,False,,,,,2025-01-31 11:14:36,,True,admin
107,PRYG000092,2023,YG017,False,,,,,2025-01-31 11:14:37,,True,admin
108,PRYG000093,2021,YG016,False,,,,,2025-01-31 11:14:38,,True,admin
109,PRYG000094,2007,YG003,False,,,,,2025-01-31 11:14:39,,True,admin
111,PRYG000095,2009,YG010,False,,,,,2025-01-31 11:14:40,,True,admin
113,PRYG000096,2024,YG027,False,,,,,2025-01-31 11:14:41,,True,admin
114,PRYG000097,2019,YG027,False,,,,,2025-01-31 11:14:41,,True,admin
115,PRYG000098,2012,YG003,False,,,,,2025-01-31 11:14:42,,True,admin
116,PRYG000099,2006,YG012,False,,,,,2025-01-31 11:14:42,,True,admin
117,PRYG000100,2022,YG019,False,,,,,2025-01-31 11:14:44,,True,admin
118,PRYG000101,2008,YG013,False,,,,,2025-01-31 11:14:45,,True,admin
119,PRYG000102,2012,YG002,False,,,,,2025-01-31 11:14:45,,True,admin
120,PRYG000103,2021,YG016,False,,,,,2025-01-31 11:14:45,,True,admin
121,PRYG000104,2024,YG017,False,,,,,2025-01-31 11:14:45,,True,admin
122,PRYG000105,2006,YG012,False,,,,,2025-01-31 11:14:45,,True,admin
123,PRYG000106,2012,YG026,False,,,,,2025-01-31 11:14:47,,True,admin
125,PRYG000107,2015,YG022,False,,,,,2025-01-31 11:14:47,,True,admin
126,PRYG000108,2014,YG016,False,,,,,2025-01-31 11:14:47,,True,admin
127,PRYG000109,2016,YG006,False,,,,,2025-01-31 11:14:50,,True,admin
129,PRYG000110,2021,YG016,False,,,,,2025-01-31 11:14:51,,True,admin
130,PRYG000111,2004,YG003,False,,,,,2025-01-31 11:14:51,,True,admin
131,PRYG000112,2010,YG024,False,,,,,2025-01-31 11:14:52,,True,admin
132,PRYG000113,2023,YG007,False,,,,,2025-01-31 11:14:53,,True,admin
133,PRYG000114,2023,YG003,False,,,,,2025-01-31 11:14:53,,True,admin
134,PRYG000115,2021,YG003,False,,,,,2025-01-31 11:14:54,,True,admin
135,PRYG000116,2013,YG009,False,,,,,2025-01-31 11:14:54,,True,admin
136,PRYG000117,2011,YG022,False,,,,,2025-01-31 11:14:57,,True,admin
139,PRYG000118,2015,YG009,False,,,,,2025-01-31 11:14:58,,True,admin
140,PRYG000119,2025,YG004,False,,,,,2025-01-31 11:14:58,,True,admin
142,PRYG000120,2008,YG010,False,,,,,2025-01-31 11:14:59,,True,admin
143,PRYG000121,2017,YG026,False,,,,,2025-01-31 11:14:00,,True,admin
144,PRYG000122,2015,YG010,False,,,,,2025-01-31 11:15:00,,True,admin
146,PRYG000123,2014,YG012,False,,,,,2025-01-31 11:15:02,,True,admin
147,PRYG000124,2024,YG002,False,,,,,2025-01-31 11:15:04,,True,admin
148,PRYG000125,2023,YG009,False,,,,,2025-01-31 11:15:06,,True,admin
149,PRYG000126,2012,YG015,False,,,,,2025-01-31 11:15:06,,True,admin
150,PRYG000127,2007,YG003,False,,,,,2025-01-31 11:15:07,,True,admin
152,PRYG000128,2012,YG007,False,,,,,2025-01-31 11:15:07,,True,admin
153,PRYG000129,2017,YG024,False,,,,,2025-01-31 11:15:09,,True,admin
154,PRYG000130,2023,YG017,False,,,,,2025-01-31 11:15:11,,True,admin
155,PRYG000131,2010,YG015,False,,,,,2025-01-31 11:15:12,,True,admin
156,PRYG000132,2016,YG023,False,,,,,2025-01-31 11:15:14,,True,admin
157,PRYG000133,2021,YG002,False,,,,,2025-01-31 11:15:15,,True,admin
158,PRYG000134,2017,YG007,False,,,,,2025-01-31 11:15:16,,True,admin
159,PRYG000135,2015,YG005,False,,,,,2025-01-31 11:15:16,,True,admin
160,PRYG000136,2022,YG022,False,,,,,2025-01-31 11:15:17,,True,admin
161,PRYG000137,2022,YG016,False,,,,,2025-01-31 11:15:18,,True,admin
162,PRYG000138,2022,YG016,False,,,,,2025-01-31 11:15:18,,True,admin
164,PRYG000139,2010,YG009,False,,,,,2025-01-31 11:15:20,,True,admin
165,PRYG000140,2008,YG024,False,,,,,2025-01-31 11:15:22,,True,admin
166,PRYG000141,2005,YG013,False,,,,,2025-01-31 11:15:27,,True,admin
168,PRYG000142,2006,YG016,False,,,,,2025-01-31 11:15:28,,True,admin
170,PRYG000143,2023,YG011,False,,,,,2025-01-31 11:15:33,,True,admin
171,PRYG000144,2016,YG016,False,,,,,2025-01-31 11:15:33,,True,admin
172,PRYG000145,2009,YG023,False,,,,,2025-01-31 11:15:33,,True,admin
173,PRYG000146,2024,YG002,False,,,,,2025-01-31 11:15:33,,True,admin
174,PRYG000147,2022,YG008,False,,,,,2025-01-31 11:15:34,,True,admin
174,PRYG000148,2023,YG003,False,,,,,2026-01-26 16:20:28,,True,admin
175,PRYG000149,2015,YG026,False,,,,,2025-01-31 11:15:34,,True,admin
176,PRYG000150,2017,YG003,False,,,,,2025-01-31 11:15:36,,True,admin
178,PRYG000152,2014,YG016,False,,,,,2025-01-31 11:15:38,,True,admin
179,PRYG000153,2020,YG006,False,,,,,2025-01-31 11:15:39,,True,admin
180,PRYG000154,2023,YG019,False,,,,,2025-01-31 11:15:39,,True,admin
181,PRYG000155,2022,YG009,False,,,,,2025-01-31 11:15:40,,True,admin
182,PRYG000156,2005,YG022,False,,,,,2025-01-31 11:15:41,,True,admin
183,PRYG000157,2017,YG012,False,,,,,2025-01-31 11:15:41,,True,admin
184,PRYG000158,2024,YG005,False,,,,,2025-01-31 11:15:41,,True,admin
185,PRYG000159,2019,YG007,False,,,,,2025-01-31 11:15:44,,True,admin
188,PRYG000161,2017,YG003,False,,,,,2025-01-31 11:15:44,,True,admin
189,PRYG000162,2017,YG024,False,,,,,2025-01-31 11:15:45,,True,admin
190,PRYG000163,2010,YG024,False,,,,,2025-01-31 11:15:45,,True,admin
191,PRYG000164,2008,YG023,False,,,,,2025-01-31 11:15:45,,True,admin
192,PRYG000165,2018,YG003,False,,,,,2025-01-31 11:15:45,,True,admin
193,PRYG000166,2022,YG026,False,,,,,2025-01-31 11:15:46,,True,admin
196,PRYG000167,2023,YG016,False,,,,,2025-01-31 11:15:48,,True,admin
198,PRYG000168,2025,YG017,False,,,,,2025-01-31 11:15:50,,True,admin
199,PRYG000169,2012,YG026,False,,,,,2025-01-31 11:15:53,,True,admin
200,PRYG000170,2022,YG030,False,,,,,2025-01-31 11:15:53,,True,admin
201,PRYG000171,2017,YG024,False,,,,,2025-01-31 11:15:55,,True,admin
201,PRYG000172,2017,YG021,False,,,,,2026-01-23 15:21:14,,True,admin
202,PRYG000173,2007,YG003,False,,,,,2025-01-31 11:15:55,,True,admin
207,PRYG000177,2025,YG003,False,,,,,2025-01-31 11:15:57,,True,admin
208,PRYG000178,2010,YG010,False,,,,,2025-01-31 11:15:57,,True,admin
209,PRYG000179,2023,YG003,False,,,,,2025-01-31 11:16:02,,True,admin
210,PRYG000180,2013,YG026,False,,,,,2025-01-31 11:16:02,,True,admin
212,PRYG000182,2020,YG023,False,,,,,2025-01-31 11:16:03,,True,admin
213,PRYG000183,2017,YG018,False,,,,,2025-01-31 11:16:05,,True,admin
214,PRYG000184,2021,YG009,False,,,,,2025-01-31 11:16:08,,True,admin
215,PRYG000185,2011,YG002,False,,,,,2025-01-31 11:16:10,,True,admin
216,PRYG000186,2023,YG014,False,,,,,2025-01-31 11:16:12,,True,admin
217,PRYG000187,2009,YG007,False,,,,,2025-01-31 11:16:12,,True,admin
218,PRYG000188,2022,YG003,False,,,,,2025-01-31 11:16:13,,True,admin
219,PRYG000189,2024,YG012,False,,,,,2025-01-31 11:16:13,,True,admin
220,PRYG000190,2016,YG005,False,,,,,2025-01-31 11:16:14,,True,admin
222,PRYG000191,2015,YG007,False,,,,,2025-01-31 11:16:15,,True,admin
224,PRYG000193,2012,YG015,False,,,,,2025-01-31 11:16:17,,True,admin
225,PRYG000194,2024,YG006,False,,,,,2025-01-31 11:16:17,,True,admin
226,PRYG000195,2013,YG026,False,,,,,2025-01-31 11:16:18,,True,admin
227,PRYG000196,2024,YG006,False,,,,,2025-01-31 11:16:19,,True,admin
228,PRYG000197,2013,YG022,False,,,,,2025-01-31 11:16:21,,True,admin
229,PRYG000198,2024,YG022,False,,,,,2025-01-31 11:16:24,,True,admin
230,PRYG000199,2012,YG022,False,,,,,2025-01-31 11:16:24,,True,admin
231,PRYG000200,2010,YG030,False,,,,,2025-01-31 11:16:25,,True,admin
234,PRYG000203,2023,YG004,False,,,,,2025-01-31 11:16:29,,True,admin
235,PRYG000204,2014,YG002,False,,,,,2025-01-31 11:16:29,,True,admin
236,PRYG000205,2015,YG003,False,,,,,2025-01-31 11:16:35,,True,admin
237,PRYG000206,2025,YG016,False,,,,,2025-01-31 11:16:37,,True,admin
238,PRYG000207,2014,YG010,False,,,,,2025-01-31 11:16:40,,True,admin
239,PRYG000208,2016,YG010,False,,,,,2025-01-31 11:16:41,,True,admin
240,PRYG000209,2021,YG022,False,,,,,2025-01-31 11:16:42,,True,admin
242,PRYG000211,2008,YG023,False,,,,,2025-01-31 11:16:44,,True,admin
243,PRYG000212,2015,YG015,False,,,,,2025-01-31 11:16:45,,True,admin
244,PRYG000213,2019,YG023,False,,,,,2025-01-31 11:16:46,,True,admin
246,PRYG000214,2011,YG002,False,,,,,2025-01-31 11:16:50,,True,admin
247,PRYG000215,2020,YG003,False,,,,,2025-01-31 11:16:51,,True,admin
248,PRYG000216,2023,YG005,False,,,,,2025-01-31 11:16:52,,True,admin
249,PRYG000217,2022,YG030,False,,,,,2025-01-31 11:16:52,,True,admin
250,PRYG000218,2024,YG010,False,,,,,2025-01-31 11:16:58,,True,admin
251,PRYG000219,1996,YG024,False,,,,,2025-01-31 11:16:59,,True,admin
252,PRYG000220,2020,YG004,False,,,,,2025-01-31 11:16:59,,True,admin
255,PRYG000222,2006,YG005,False,,,,,2025-01-31 11:17:06,,True,admin
256,PRYG000223,2017,YG003,False,,,,,2025-01-31 11:17:07,,True,admin
257,PRYG000224,2017,YG026,False,,,,,2025-01-31 11:17:09,,True,admin
259,PRYG000225,2022,YG019,False,,,,,2025-01-31 11:17:11,,True,admin
260,PRYG000226,2011,YG024,False,,,,,2025-01-31 11:17:12,,True,admin
261,PRYG000227,2014,YG015,False,,,,,2025-01-31 11:17:13,,True,admin
262,PRYG000228,2022,YG003,False,,,,,2025-01-31 11:17:15,,True,admin
265,PRYG000229,2023,YG006,False,,,,,2025-01-31 11:17:18,,True,admin
266,PRYG000230,2019,YG004,False,,,,,2025-01-31 11:17:20,,True,admin
268,PRYG000231,2024,YG005,False,,,,,2025-01-31 11:17:25,,True,admin
270,PRYG000233,2015,YG002,False,,,,,2025-01-31 11:17:38,,True,admin
273,PRYG000234,2008,YG003,False,,,,,2025-01-31 11:17:45,,True,admin
274,PRYG000235,2010,YG002,False,,,,,2025-01-31 11:17:49,,True,admin
275,PRYG000236,2024,YG021,False,,,,,2025-01-31 11:17:50,,True,admin
276,PRYG000237,2015,YG017,False,,,,,2025-01-31 11:18:01,,True,admin
277,PRYG000238,2009,YG007,False,,,,,2025-01-31 11:18:02,,True,admin
279,PRYG000240,2018,YG008,False,,,,,2025-01-31 11:18:03,,True,admin
281,PRYG000242,2023,YG004,False,,,,,2025-01-31 11:18:07,,True,admin
282,PRYG000243,2010,YG002,False,,,,,2025-01-31 11:18:08,,True,admin
282,PRYG000244,2025,YG017,False,,,,,2025-11-03 19:02:04,,True,admin
283,PRYG000245,2017,YG002,False,,,,,2025-01-31 11:18:11,,True,admin
284,PRYG000246,2014,YG015,False,,,,,2025-01-31 11:18:12,,True,admin
285,PRYG000247,2022,YG030,False,,,,,2025-01-31 11:18:16,,True,admin
286,PRYG000248,2010,YG011,False,,,,,2025-01-31 11:18:19,,True,admin
287,PRYG000249,2005,YG019,False,,,,,2025-01-31 11:18:21,,True,admin
288,PRYG000250,2017,YG002,False,,,,,2025-01-31 11:18:21,,True,admin
289,PRYG000251,2014,YG002,False,,,,,2025-01-31 11:18:21,,True,admin
290,PRYG000252,2023,YG003,False,,,,,2025-01-31 11:18:21,,True,admin
291,PRYG000253,2022,YG011,False,,,,,2025-01-31 11:18:24,,True,admin
292,PRYG000254,2017,YG007,False,,,,,2025-01-31 11:18:27,,True,admin
294,PRYG000256,2015,YG015,False,,,,,2025-01-31 11:18:39,,True,admin
295,PRYG000257,2024,YG017,False,,,,,2025-01-31 11:18:39,,True,admin
296,PRYG000258,2013,YG003,False,,,,,2025-01-31 11:18:43,,True,admin
297,PRYG000259,2008,YG003,False,,,,,2025-01-31 11:18:44,,True,admin
299,PRYG000260,2018,YG009,False,,,,,2025-01-31 11:18:00,,True,admin
300,PRYG000261,2024,YG003,False,,,,,2025-01-31 11:19:01,,True,admin
301,PRYG000262,2013,YG003,False,,,,,2025-01-31 11:19:04,,True,admin
302,PRYG000263,2010,YG024,False,,,,,2025-01-31 11:19:10,,True,admin
303,PRYG000264,2024,YG022,False,,,,,2025-01-31 11:19:11,,True,admin
304,PRYG000265,2007,YG019,False,,,,,2025-01-31 11:19:17,,True,admin
305,PRYG000266,2024,YG030,False,,,,,2025-01-31 11:19:18,,True,admin
306,PRYG000267,2021,YG022,False,,,,,2025-01-31 11:19:40,,True,admin
307,PRYG000268,2024,YG014,False,,,,,2025-01-31 11:19:43,,True,admin
307,PRYG000269,2025,YG017,False,,,,,2025-06-27 03:48:35,,True,admin
308,PRYG000270,2019,YG002,False,,,,,2025-01-31 11:20:06,,True,admin
309,PRYG000271,2009,YG010,False,,,,,2025-01-31 11:20:08,,True,admin
311,PRYG000272,2022,YG003,False,,,,,2025-01-31 11:20:10,,True,admin
312,PRYG000273,2022,YG019,False,,,,,2025-01-31 11:20:18,,True,admin
314,PRYG000275,2023,YG003,False,,,,,2025-01-31 11:21:51,,True,admin
316,PRYG000276,2015,YG016,False,,,,,2025-01-31 11:22:46,,True,admin
317,PRYG000277,2019,YG003,False,,,,,2025-01-31 11:23:09,,True,admin
319,PRYG000279,2023,YG030,False,,,,,2025-01-31 11:24:08,,True,admin
320,PRYG000280,2023,YG003,False,,,,,2025-01-31 11:24:54,,True,admin
321,PRYG000281,2018,YG030,False,,,,,2025-01-31 11:25:23,,True,admin
322,PRYG000282,2010,YG005,False,,,,,2025-01-31 11:26:59,,True,admin
324,PRYG000284,2008,YG017,False,,,,,2025-01-31 11:33:32,,True,admin
325,PRYG000285,2013,YG030,False,,,,,2025-01-31 11:37:13,,True,admin
326,PRYG000286,2023,YG003,False,,,,,2025-01-31 11:38:46,,True,admin
327,PRYG000287,2024,YG030,False,,,,,2025-01-31 11:42:11,,True,admin
328,PRYG000288,2010,YG002,False,,,,,2025-01-31 11:52:23,,True,admin
329,PRYG000289,2012,YG016,False,,,,,2025-01-31 11:58:47,,True,admin
330,PRYG000290,2011,YG003,False,,,,,2025-01-31 12:24:41,,True,admin
331,PRYG000291,2015,YG003,False,,,,,2025-01-31 12:32:23,,True,admin
332,PRYG000292,2024,YG002,False,,,,,2025-01-31 13:30:38,,True,admin
333,PRYG000293,2000,YG003,False,,,,,2025-01-31 13:33:50,,True,admin
334,PRYG000294,2018,YG022,False,,,,,2025-01-31 13:43:41,,True,admin
335,PRYG000295,2020,YG016,False,,,,,2025-01-31 13:51:54,,True,admin
336,PRYG000296,2020,YG002,False,,,,,2025-01-31 14:53:31,,True,admin
337,PRYG000297,2021,YG003,False,,,,,2025-01-31 15:08:17,,True,admin
338,PRYG000298,2008,YG016,False,,,,,2025-01-31 16:01:13,,True,admin
339,PRYG000299,2015,YG002,False,,,,,2025-01-31 16:17:26,,True,admin
340,PRYG000300,2024,YG002,False,,,,,2025-01-31 16:37:22,,True,admin
341,PRYG000301,2019,YG028,False,,,,,2025-01-31 17:12:27,,True,admin
342,PRYG000302,2018,YG028,False,,,,,2025-01-31 17:22:22,,True,admin
343,PRYG000303,2018,YG028,False,,,,,2025-01-31 17:27:30,,True,admin
344,PRYG000304,2018,YG028,False,,,,,2025-01-31 17:27:34,,True,admin
345,PRYG000305,2020,YG002,False,,,,,2025-01-31 17:30:15,,True,admin
346,PRYG000306,2011,YG016,False,,,,,2025-01-31 17:41:04,,True,admin
347,PRYG000307,2023,YG024,False,,,,,2025-01-31 19:11:47,,True,admin
348,PRYG000308,2015,YG024,False,,,,,2025-01-31 19:11:54,,True,admin
349,PRYG000309,2011,YG024,False,,,,,2025-01-31 19:11:58,,True,admin
350,PRYG000310,2013,YG024,False,,,,,2025-01-31 19:13:52,,True,admin
351,PRYG000311,2013,YG024,False,,,,,2025-01-31 19:15:56,,True,admin
352,PRYG000312,2010,YG024,False,,,,,2025-01-31 19:17:34,,True,admin
353,PRYG000313,2015,YG024,False,,,,,2025-01-31 19:18:25,,True,admin
354,PRYG000314,2014,YG024,False,,,,,2025-01-31 19:19:10,,True,admin
355,PRYG000315,2005,YG027,False,,,,,2025-01-31 19:39:59,,True,admin
356,PRYG000316,2024,YG027,False,,,,,2025-01-31 19:40:14,,True,admin
357,PRYG000317,2007,YG027,False,,,,,2025-01-31 19:40:50,,True,admin
358,PRYG000318,2019,YG024,False,,,,,2025-01-31 19:50:29,,True,admin
359,PRYG000319,2013,YG027,False,,,,,2025-01-31 19:50:31,,True,admin
360,PRYG000320,2014,YG027,False,,,,,2025-01-31 19:51:11,,True,admin
361,PRYG000321,2021,YG027,False,,,,,2025-01-31 19:51:53,,True,admin
362,PRYG000322,2022,YG027,False,,,,,2025-01-31 19:52:29,,True,admin
363,PRYG000323,2016,YG027,False,,,,,2025-01-31 19:53:05,,True,admin
365,PRYG000324,2015,YG027,False,,,,,2025-01-31 19:58:29,,True,admin
366,PRYG000325,2022,YG027,False,,,,,2025-01-31 19:59:07,,True,admin
367,PRYG000326,2020,YG027,False,,,,,2025-01-31 20:07:14,,True,admin
368,PRYG000327,2021,YG027,False,,,,,2025-01-31 20:10:48,,True,admin
369,PRYG000328,2018,YG024,False,,,,,2025-01-31 20:22:58,,True,admin
370,PRYG000329,2015,YG027,False,,,,,2025-01-31 20:28:49,,True,admin
371,PRYG000330,2021,YG027,False,,,,,2025-01-31 20:34:13,,True,admin
372,PRYG000331,2014,YG027,False,,,,,2025-01-31 20:45:50,,True,admin
373,PRYG000332,2008,YG028,False,,,,,2025-01-31 20:53:11,,True,admin
374,PRYG000333,2013,YG005,False,,,,,2025-01-31 20:55:47,,True,admin
376,PRYG000335,2016,YG012,False,,,,,2025-01-31 22:08:49,,True,admin
377,PRYG000336,2011,YG012,False,,,,,2025-01-31 22:08:55,,True,admin
378,PRYG000337,1999,YG012,False,,,,,2025-01-31 22:12:10,,True,admin
379,PRYG000338,2010,YG012,False,,,,,2025-01-31 22:13:50,,True,admin
380,PRYG000339,2012,YG024,False,,,,,2025-01-31 22:15:40,,True,admin
381,PRYG000340,2016,YG012,False,,,,,2025-01-31 22:19:07,,True,admin
382,PRYG000341,2016,YG012,False,,,,,2025-01-31 22:31:32,,True,admin
383,PRYG000342,2004,YG012,False,,,,,2025-01-31 22:37:46,,True,admin
384,PRYG000343,2010,YG012,False,,,,,2025-01-31 22:41:24,,True,admin
385,PRYG000344,2019,YG028,False,,,,,2025-01-31 22:45:19,,True,admin
386,PRYG000345,1995,YG012,False,,,,,2025-01-31 22:46:40,,True,admin
387,PRYG000346,2018,YG012,False,,,,,2025-01-31 22:49:13,,True,admin
388,PRYG000347,2017,YG012,False,,,,,2025-01-31 22:56:59,,True,admin
389,PRYG000348,2014,YG012,False,,,,,2025-01-31 23:15:38,,True,admin
390,PRYG000349,2012,YG012,False,,,,,2025-02-01 01:42:53,,True,admin
392,PRYG000350,2024,YG005,False,,,,,2025-02-01 09:51:14,,True,admin
393,PRYG000351,2024,YG005,False,,,,,2025-02-01 09:52:53,,True,admin
394,PRYG000352,2010,YG024,False,,,,,2025-02-01 10:06:30,,True,admin
395,PRYG000353,2024,YG005,False,,,,,2025-02-01 10:26:32,,True,admin
396,PRYG000354,2024,YG005,False,,,,,2025-02-01 10:27:32,,True,admin
397,PRYG000355,2012,YG013,False,,,,,2025-02-01 11:35:37,,True,admin
398,PRYG000356,2012,YG013,False,,,,,2025-02-01 11:50:03,,True,admin
399,PRYG000357,2023,YG005,False,,,,,2025-02-01 11:51:25,,True,admin
