mobile_number_record_id,is_primary,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
MB000146,True,2025-01-31 11:15:06,,True,admin
MB000147,True,2025-01-31 11:15:07,,True,admin
MB000149,True,2025-01-31 11:15:07,,True,admin
MB000150,True,2025-01-31 11:15:09,,True,admin
MB000151,True,2025-01-31 11:15:11,,True,admin
MB000152,True,2025-01-31 11:15:12,,True,admin
MB000153,True,2025-01-31 11:15:14,,True,admin
MB000154,True,2025-01-31 11:15:15,,True,admin
MB000155,True,2025-01-31 11:15:16,,True,admin
MB000156,True,2025-01-31 11:15:16,,True,admin
MB000157,True,2025-01-31 11:15:17,,True,admin
MB000158,True,2025-01-31 11:15:18,,True,admin
MB000159,True,2025-01-31 11:15:18,,True,admin
MB000161,True,2025-01-31 11:15:20,,True,admin
MB000162,True,2025-01-31 11:15:22,,True,admin
MB000163,True,2025-01-31 11:15:27,,True,admin
MB000165,True,2025-01-31 11:15:28,,True,admin
MB000167,True,2025-01-31 11:15:33,,True,admin
MB000168,True,2025-01-31 11:15:33,,True,admin
MB000169,True,2025-01-31 11:15:33,,True,admin
MB000170,True,2025-01-31 11:15:33,,True,admin
MB000171,True,2025-01-31 11:15:34,,True,admin
MB000172,True,2025-01-31 11:15:34,,True,admin
MB000173,True,2025-01-31 11:15:36,,True,admin
MB000174,True,2025-01-31 11:15:37,,True,admin
MB000175,True,2025-01-31 11:15:38,,True,admin
MB000176,True,2025-01-31 11:15:39,,True,admin
MB000177,True,2025-01-31 11:15:39,,True,admin
MB000178,True,2025-01-31 11:15:40,,True,admin
MB000179,True,2025-01-31 11:15:41,,True,admin
MB000180,True,2025-01-31 11:15:41,,True,admin
MB000181,True,2025-01-31 11:15:41,,True,admin
MB000182,True,2025-01-31 11:15:44,,True,admin
MB000185,True,2025-01-31 11:15:44,,True,admin
MB000186,True,2025-01-31 11:15:45,,True,admin
MB000187,True,2025-01-31 11:15:45,,True,admin
MB000188,True,2025-01-31 11:15:45,,True,admin
MB000189,True,2025-01-31 11:15:45,,True,admin
MB000190,True,2025-01-31 11:15:46,,True,admin
MB000193,True,2025-01-31 11:15:48,,True,admin
MB000195,True,2025-01-31 11:15:50,,True,admin
MB000196,True,2025-01-31 11:15:53,,True,admin
MB000197,True,2025-01-31 11:15:53,,True,admin
MB000198,True,2025-01-31 11:15:55,,True,admin
MB000199,True,2025-01-31 11:15:55,,True,admin
MB000204,True,2025-01-31 11:15:57,,True,admin
MB000205,True,2025-01-31 11:15:57,,True,admin
MB000206,True,2025-01-31 11:16:02,,True,admin
MB000207,True,2025-01-31 11:16:02,,True,admin
MB000209,True,2025-01-31 11:16:03,,True,admin
MB000210,True,2025-01-31 11:16:05,,True,admin
MB000211,True,2025-01-31 11:16:08,,True,admin
MB000212,True,2025-01-31 11:16:10,,True,admin
MB000213,True,2025-01-31 11:16:12,,True,admin
MB000214,True,2025-01-31 11:16:12,,True,admin
MB000215,True,2025-01-31 11:16:13,,True,admin
MB000216,True,2025-01-31 11:16:13,,True,admin
MB000217,True,2025-01-31 11:16:14,,True,admin
MB000219,True,2025-01-31 11:16:15,,True,admin
MB000221,True,2025-01-31 11:16:17,,True,admin
MB000222,True,2025-01-31 11:16:17,,True,admin
MB000223,True,2025-01-31 11:16:18,,True,admin
MB000224,True,2025-01-31 11:16:19,,True,admin
MB000225,True,2025-01-31 11:16:21,,True,admin
MB000226,True,2025-01-31 11:16:24,,True,admin
MB000227,True,2025-01-31 11:16:24,,True,admin
MB000228,True,2025-01-31 11:16:25,,True,admin
MB000231,True,2025-01-31 11:16:29,,True,admin
MB000232,True,2025-01-31 11:16:29,,True,admin
MB000233,True,2025-01-31 11:16:35,,True,admin
MB000234,True,2025-01-31 11:16:37,,True,admin
MB000235,True,2025-01-31 11:16:40,,True,admin
MB000236,True,2025-01-31 11:16:41,,True,admin
MB000237,True,2025-01-31 11:16:42,,True,admin
MB000239,True,2025-01-31 11:16:44,,True,admin
MB000240,True,2025-01-31 11:16:45,,True,admin
MB000241,True,2025-01-31 11:16:46,,True,admin
MB000242,True,2025-01-31 11:16:50,,True,admin
MB000243,True,2025-01-31 11:16:51,,True,admin
MB000244,True,2025-01-31 11:16:52,,True,admin
MB000245,True,2025-01-31 11:16:52,,True,admin
MB000246,True,2025-01-31 11:16:58,,True,admin
MB000247,True,2025-01-31 11:16:59,,True,admin
MB000248,True,2025-01-31 11:16:59,,True,admin
MB000250,True,2025-01-31 11:17:06,,True,admin
MB000251,True,2025-01-31 11:17:07,,True,admin
MB000252,True,2025-01-31 11:17:09,,True,admin
MB000254,True,2025-01-31 11:17:11,,True,admin
MB000255,True,2025-01-31 11:17:12,,True,admin
MB000256,True,2025-01-31 11:17:13,,True,admin
MB000257,True,2025-01-31 11:17:15,,True,admin
MB000260,True,2025-01-31 11:17:18,,True,admin
MB000261,True,2025-01-31 11:17:20,,True,admin
MB000263,True,2025-01-31 11:17:25,,True,admin
MB000266,True,2025-01-31 11:17:45,,True,admin
MB000267,True,2025-01-31 11:17:49,,True,admin
MB000268,True,2025-01-31 11:17:50,,True,admin
MB000269,True,2025-01-31 11:18:01,,True,admin
MB000270,True,2025-01-31 11:18:02,,True,admin
MB000272,True,2025-01-31 11:18:03,,True,admin
MB000274,True,2025-01-31 11:18:07,,True,admin
MB000275,True,2025-01-31 11:18:08,,True,admin
MB000276,True,2025-01-31 11:18:11,,True,admin
MB000277,True,2025-01-31 11:18:12,,True,admin
MB000278,True,2025-01-31 11:18:16,,True,admin
MB000279,True,2025-01-31 11:18:19,,True,admin
MB000280,True,2025-01-31 11:18:21,,True,admin
MB000281,True,2025-01-31 11:18:21,,True,admin
MB000282,True,2025-01-31 11:18:21,,True,admin
MB000283,True,2025-01-31 11:18:21,,True,admin
MB000284,True,2025-01-31 11:18:24,,True,admin
MB000285,True,2025-01-31 11:18:27,,True,admin
MB000287,True,2025-01-31 11:18:39,,True,admin
MB000288,True,2025-01-31 11:18:39,,True,admin
MB000289,True,2025-01-31 11:18:43,,True,admin
MB000290,True,2025-01-31 11:18:44,,True,admin
MB000292,True,2025-01-31 11:18:00,,True,admin
MB000293,True,2025-01-31 11:19:01,,True,admin
MB000294,True,2025-01-31 11:19:04,,True,admin
MB000295,True,2025-01-31 11:19:10,,True,admin
MB000296,True,2025-01-31 11:19:11,,True,admin
MB000297,True,2025-01-31 11:19:17,,True,admin
MB000298,True,2025-01-31 11:19:18,,True,admin
MB000299,True,2025-01-31 11:19:40,,True,admin
MB000300,True,2025-01-31 11:19:43,,True,admin
MB000301,True,2025-01-31 11:20:06,,True,admin
MB000302,True,2025-01-31 11:20:08,,True,admin
MB000304,True,2025-01-31 11:20:10,,True,admin
MB000305,True,2025-01-31 11:20:18,,True,admin
MB000307,True,2025-01-31 11:21:51,,True,admin
MB000309,True,2025-01-31 11:22:46,,True,admin
MB000310,True,2025-01-31 11:23:09,,True,admin
MB000312,True,2025-01-31 11:24:08,,True,admin
MB000313,True,2025-01-31 11:24:54,,True,admin
MB000314,True,2025-01-31 11:25:23,,True,admin
MB000315,True,2025-01-31 11:26:59,,True,admin
MB000317,True,2025-01-31 11:33:32,,True,admin
MB000318,True,2025-01-31 11:37:13,,True,admin
MB000319,True,2025-01-31 11:38:46,,True,admin
MB000320,True,2025-01-31 11:42:11,,True,admin
MB000321,True,2025-01-31 11:52:23,,True,admin
MB000322,True,2025-01-31 11:58:47,,True,admin
MB000323,True,2025-01-31 12:24:41,,True,admin
MB000324,True,2025-01-31 12:32:23,,True,admin
MB000325,True,2025-01-31 13:30:38,,True,admin
MB000326,True,2025-01-31 13:33:50,,True,admin
MB000327,True,2025-01-31 13:43:41,,True,admin
MB000328,True,2025-01-31 13:51:54,,True,admin
MB000329,True,2025-01-31 14:53:31,,True,admin
MB000330,True,2025-01-31 15:08:17,,True,admin
MB000331,True,2025-01-31 16:01:13,,True,admin
MB000332,True,2025-01-31 16:17:26,,True,admin
MB000333,True,2025-01-31 16:37:22,,True,admin
MB000334,True,2025-01-31 17:12:27,,True,admin
MB000335,True,2025-01-31 17:22:22,,True,admin
MB000336,True,2025-01-31 17:27:30,,True,admin
MB000337,True,2025-01-31 17:27:34,,True,admin
MB000338,True,2025-01-31 17:30:15,,True,admin
MB000339,True,2025-01-31 17:41:04,,True,admin
MB000340,True,2025-01-31 19:11:47,,True,admin
MB000341,True,2025-01-31 19:11:54,,True,admin
MB000342,True,2025-01-31 19:11:58,,True,admin
MB000343,True,2025-01-31 19:13:52,,True,admin
MB000344,True,2025-01-31 19:15:56,,True,admin
MB000345,True,2025-01-31 19:17:34,,True,admin
MB000346,True,2025-01-31 19:18:25,,True,admin
MB000347,True,2025-01-31 19:19:10,,True,admin
MB000348,True,2025-01-31 19:39:59,,True,admin
MB000349,True,2025-01-31 19:40:14,,True,admin
MB000350,True,2025-01-31 19:40:50,,True,admin
MB000351,True,2025-01-31 19:50:29,,True,admin
MB000352,True,2025-01-31 19:50:31,,True,admin
MB000353,True,2025-01-31 19:51:11,,True,admin
MB000354,True,2025-01-31 19:51:53,,True,admin
MB000355,True,2025-01-31 19:52:29,,True,admin
MB000356,False,2025-01-31 19:52:29,,True,admin
MB000357,True,2025-01-31 19:53:05,,True,admin
MB000358,True,2025-01-31 19:58:29,,True,admin
MB000359,True,2025-01-31 19:59:07,,True,admin
MB000360,True,2025-01-31 20:07:14,,True,admin
MB000361,True,2025-01-31 20:10:48,,True,admin
MB000362,True,2025-01-31 20:22:58,,True,admin
MB000363,True,2025-01-31 20:28:49,,True,admin
MB000364,True,2025-01-31 20:34:13,,True,admin
MB000365,True,2025-01-31 20:45:50,,True,admin
MB000366,True,2025-01-31 20:53:11,,True,admin
MB000367,True,2025-01-31 20:55:47,,True,admin
MB000369,True,2025-01-31 22:08:49,,True,admin
MB000370,True,2025-01-31 22:08:55,,True,admin
MB000371,True,2025-01-31 22:12:10,,True,admin
MB000372,True,2025-01-31 22:13:50,,True,admin
MB000373,True,2025-01-31 22:15:40,,True,admin
MB000374,True,2025-01-31 22:19:07,,True,admin
MB000375,True,2025-01-31 22:31:32,,True,admin
MB000376,True,2025-01-31 22:37:46,,True,admin
MB000377,True,2025-01-31 22:41:24,,True,admin
MB000378,True,2025-01-31 22:45:19,,True,admin
MB000379,True,2025-01-31 22:46:40,,True,admin
MB000380,True,2025-01-31 22:49:13,,True,admin
MB000381,True,2025-01-31 22:56:59,,True,admin
MB000382,True,2025-01-31 23:15:38,,True,admin
MB000383,True,2025-02-01 01:42:53,,True,admin
MB000385,True,2025-02-01 09:51:14,,True,admin
MB000386,True,2025-02-01 09:52:53,,True,admin
MB000387,True,2025-02-01 10:06:30,,True,admin
MB000388,True,2025-02-01 10:26:32,,True,admin
MB000389,True,2025-02-01 10:27:32,,True,admin
MB000390,True,2025-02-01 11:35:37,,True,admin
MB000391,True,2025-02-01 11:50:03,,True,admin
MB000392,True,2025-02-01 11:51:25,,True,admin
MB000395,True,2025-02-01 12:20:45,,True,admin
MB000396,True,2025-02-01 12:21:18,,True,admin
MB000397,False,2025-02-01 12:21:18,,True,admin
MB000399,True,2025-02-01 12:29:45,,True,admin
MB000401,True,2025-02-01 12:42:41,,True,admin
MB000402,True,2025-02-01 12:45:12,,True,admin
MB000403,True,2025-02-01 12:57:29,,True,admin
MB000404,True,2025-02-01 13:07:19,,True,admin
MB000405,True,2025-02-01 13:14:36,,True,admin
MB000407,True,2025-02-01 13:23:12,,True,admin
MB000408,True,2025-02-01 13:27:37,,True,admin
MB000409,True,2025-02-01 13:32:37,,True,admin
MB000410,True,2025-02-01 13:38:13,,True,admin
MB000411,True,2025-02-01 13:47:43,,True,admin
MB000412,True,2025-02-01 13:49:04,,True,admin
MB000413,True,2025-02-01 13:51:21,,True,admin
MB000414,True,2025-02-01 13:54:41,,True,admin
MB000415,True,2025-02-01 13:55:00,,True,admin
MB000416,True,2025-02-01 13:57:44,,True,admin
MB000417,True,2025-02-01 13:59:10,,True,admin
MB000418,True,2025-02-01 14:11:35,,True,admin
MB000419,True,2025-02-01 14:11:48,,True,admin
MB000420,True,2025-02-01 14:11:59,,True,admin
MB000421,True,2025-02-01 14:12:54,,True,admin
MB000422,True,2025-02-01 14:12:57,,True,admin
MB000423,True,2025-02-01 14:13:18,,True,admin
MB000424,True,2025-02-01 14:13:58,,True,admin
MB000425,True,2025-02-01 14:15:09,,True,admin
MB000426,True,2025-02-01 14:15:29,,True,admin
MB000427,True,2025-02-01 14:17:47,,True,admin
MB000428,True,2025-02-01 14:18:23,,True,admin
MB000429,True,2025-02-01 14:18:44,,True,admin
MB000430,True,2025-02-01 14:20:11,,True,admin
MB000431,True,2025-02-01 14:21:00,,True,admin
MB000432,True,2025-02-01 14:23:52,,True,admin
MB000433,True,2025-02-01 14:25:33,,True,admin
MB000434,True,2025-02-01 14:30:36,,True,admin
MB000435,True,2025-02-01 14:30:43,,True,admin
MB000436,True,2025-02-01 14:30:48,,True,admin
MB000437,True,2025-02-01 14:30:52,,True,admin
MB000438,True,2025-02-01 14:30:58,,True,admin
MB000439,True,2025-02-01 14:32:43,,True,admin
MB000440,True,2025-02-01 14:32:46,,True,admin
MB000441,True,2025-02-01 14:33:36,,True,admin
MB000442,True,2025-02-01 14:35:15,,True,admin
MB000443,True,2025-02-01 14:41:58,,True,admin
MB000444,True,2025-02-01 14:42:41,,True,admin
MB000445,True,2025-02-01 14:43:19,,True,admin
MB000446,True,2025-02-01 14:44:58,,True,admin
MB000447,True,2025-02-01 14:46:16,,True,admin
MB000448,True,2025-02-01 14:47:30,,True,admin
MB000449,True,2025-02-01 14:48:05,,True,admin
MB000450,True,2025-02-01 14:48:16,,True,admin
MB000451,True,2025-02-01 14:48:00,,True,admin
MB000452,True,2025-02-01 14:49:21,,True,admin
MB000453,True,2025-02-01 14:50:27,,True,admin
MB000454,True,2025-02-01 14:50:41,,True,admin
MB000455,True,2025-02-01 14:51:39,,True,admin
MB000456,True,2025-02-01 14:53:03,,True,admin
MB000457,True,2025-02-01 14:53:11,,True,admin
MB000458,True,2025-02-01 14:58:42,,True,admin
MB000460,True,2025-02-01 15:04:02,,True,admin
MB000461,True,2025-02-01 15:05:23,,True,admin
MB000462,True,2025-02-01 15:05:53,,True,admin
MB000463,True,2025-02-01 15:07:01,,True,admin
MB000464,True,2025-02-01 15:07:17,,True,admin
MB000465,True,2025-02-01 15:08:56,,True,admin
MB000466,True,2025-02-01 15:09:24,,True,admin
MB000467,True,2025-02-01 15:09:52,,True,admin
MB000468,True,2025-02-01 15:09:55,,True,admin
MB000469,True,2025-02-01 15:14:04,,True,admin
MB000470,True,2025-02-01 15:16:26,,True,admin
MB000471,True,2025-02-01 15:17:11,,True,admin
MB000472,True,2025-02-01 15:18:22,,True,admin
MB000473,True,2025-02-01 15:19:28,,True,admin
MB000475,True,2025-02-01 15:26:13,,True,admin
MB000476,True,2025-02-01 15:26:29,,True,admin
MB000478,True,2025-02-01 15:41:12,,True,admin
MB000479,True,2025-02-01 15:42:55,,True,admin
MB000480,True,2025-02-01 15:46:03,,True,admin
MB000481,True,2025-02-01 15:46:18,,True,admin
MB000482,True,2025-02-01 15:47:30,,True,admin
MB000483,True,2025-02-01 15:49:55,,True,admin
MB000484,True,2025-02-01 15:52:51,,True,admin
MB000485,True,2025-02-01 15:54:37,,True,admin
MB000486,True,2025-02-01 15:56:31,,True,admin
MB000487,True,2025-02-01 16:01:06,,True,admin
MB000488,True,2025-02-01 16:01:42,,True,admin
MB000489,True,2025-02-01 16:03:44,,True,admin
MB000490,True,2025-02-01 16:04:41,,True,admin
MB000491,True,2025-02-01 16:04:52,,True,admin
MB000493,True,2025-02-01 16:05:41,,True,admin
MB000494,True,2025-02-01 16:15:29,,True,admin
MB000495,True,2025-02-01 16:20:00,,True,admin
MB000496,True,2025-02-01 16:22:19,,True,admin
MB000497,True,2025-02-01 16:22:56,,True,admin
MB000498,True,2025-02-01 16:23:32,,True,admin
MB000499,True,2025-02-01 16:23:59,,True,admin
MB000500,True,2025-02-01 16:24:02,,True,admin
MB000501,True,2025-02-01 16:43:48,,True,admin
MB000502,True,2025-02-01 16:45:55,,True,admin
MB000503,True,2025-02-01 16:59:38,,True,admin
MB000504,True,2025-02-01 17:01:04,,True,admin
MB000505,True,2025-02-01 17:04:00,,True,admin
MB000506,True,2025-02-01 17:06:02,,True,admin
MB000507,True,2025-02-01 17:33:17,,True,admin
MB000508,True,2025-02-01 17:33:50,,True,admin
MB000509,True,2025-02-01 17:35:02,,True,admin
MB000510,True,2025-02-01 18:09:32,,True,admin
MB000511,True,2025-02-01 19:08:41,,True,admin
MB000512,True,2025-02-01 19:11:43,,True,admin
MB000513,True,2025-02-01 19:14:56,,True,admin
MB000514,True,2025-02-01 19:17:13,,True,admin
MB000515,True,2025-02-01 19:20:59,,True,admin
MB000516,False,2025-02-01 19:20:59,,True,admin
MB000517,True,2025-02-01 20:41:09,,True,admin
MB000518,True,2025-02-01 20:42:02,,True,admin
MB000519,True,2025-02-01 20:42:42,,True,admin
MB000522,True,2025-02-01 20:43:35,,True,admin
MB000523,True,2025-02-01 20:43:36,,True,admin
MB000525,True,2025-02-01 20:43:00,,True,admin
MB000526,True,2025-02-01 20:45:02,,True,admin
MB000527,True,2025-02-01 20:45:17,,True,admin
MB000529,True,2025-02-01 20:46:42,,True,admin
MB000531,True,2025-02-01 20:47:48,,True,admin
MB000532,False,2025-02-01 20:47:48,,True,admin
MB000533,True,2025-02-01 20:48:54,,True,admin
MB000535,True,2025-02-01 20:50:28,,True,admin
MB000539,True,2025-02-01 20:57:44,,True,admin
MB000540,True,2025-02-01 20:57:58,,True,admin
MB000541,True,2025-02-01 20:58:50,,True,admin
MB000542,True,2025-02-01 21:00:47,,True,admin
MB000543,True,2025-02-01 21:02:27,,True,admin
MB000544,True,2025-02-01 21:05:33,,True,admin
MB000545,True,2025-02-01 21:06:06,,True,admin
MB000546,True,2025-02-01 21:06:11,,True,admin
MB000547,True,2025-02-01 21:06:53,,True,admin
MB000548,True,2025-02-01 21:08:56,,True,admin
MB000549,True,2025-02-01 21:10:05,,True,admin
MB000550,True,2025-02-01 21:10:48,,True,admin
MB000551,True,2025-02-01 21:12:05,,True,admin
MB000552,True,2025-02-01 21:13:32,,True,admin
MB000553,True,2025-02-01 21:13:52,,True,admin
MB000554,True,2025-02-01 21:14:44,,True,admin
MB000555,True,2025-02-01 21:14:45,,True,admin
MB000556,True,2025-02-01 21:14:54,,True,admin
MB000557,True,2025-02-01 21:15:14,,True,admin
MB000558,True,2025-02-01 21:16:36,,True,admin
MB000559,True,2025-02-01 21:16:49,,True,admin
MB000560,True,2025-02-01 21:21:06,,True,admin
MB000562,True,2025-02-01 21:33:54,,True,admin
MB000563,True,2025-02-01 21:42:00,,True,admin
MB000565,True,2025-02-01 21:44:07,,True,admin
MB000566,True,2025-02-01 21:44:51,,True,admin
MB000567,True,2025-02-01 21:45:20,,True,admin
MB000568,True,2025-02-01 21:46:43,,True,admin
MB000569,True,2025-02-01 21:49:07,,True,admin
MB000570,True,2025-02-01 21:49:58,,True,admin
MB000571,True,2025-02-01 21:55:58,,True,admin
MB000572,True,2025-02-01 21:59:15,,True,admin
MB000573,True,2025-02-01 22:03:08,,True,admin
MB000574,True,2025-02-01 22:07:55,,True,admin
MB000575,True,2025-02-01 22:09:36,,True,admin
MB000578,True,2025-02-01 22:28:44,,True,admin
MB000579,True,2025-02-01 22:38:12,,True,admin
MB000580,True,2025-02-01 22:39:57,,True,admin
MB000581,True,2025-02-01 22:40:07,,True,admin
MB000582,True,2025-02-01 22:40:12,,True,admin
MB000584,True,2025-02-01 22:40:31,,True,admin
MB000585,True,2025-02-01 22:42:56,,True,admin
MB000587,True,2025-02-01 22:48:27,,True,admin
MB000589,True,2025-02-01 22:58:55,,True,admin
MB000590,True,2025-02-01 23:03:48,,True,admin
MB000591,True,2025-02-01 23:12:18,,True,admin
MB000592,False,2025-02-01 23:12:18,,True,admin
MB000593,True,2025-02-01 23:18:24,,True,admin
MB000594,True,2025-02-01 23:23:27,,True,admin
MB000595,True,2025-02-01 23:26:20,,True,admin
MB000597,True,2025-02-01 23:45:03,,True,admin
MB000599,True,2025-02-02 00:16:32,,True,admin
MB000600,True,2025-02-02 01:27:58,,True,admin
MB000601,True,2025-02-02 06:33:07,,True,admin
MB000602,True,2025-02-02 08:11:00,,True,admin
MB000603,True,2025-02-02 08:35:34,,True,admin
MB000604,True,2025-02-02 10:15:37,,True,admin
MB000607,True,2025-02-02 10:24:42,,True,admin
MB000608,True,2025-02-02 10:27:30,,True,admin
MB000609,True,2025-02-02 10:29:17,,True,admin
MB000610,True,2025-02-02 10:29:38,,True,admin
MB000611,True,2025-02-02 10:30:54,,True,admin
MB000612,True,2025-02-02 10:32:34,,True,admin
MB000613,True,2025-02-02 10:35:12,,True,admin
MB000614,True,2025-02-02 10:36:39,,True,admin
MB000615,True,2025-02-02 10:37:53,,True,admin
MB000616,True,2025-02-02 10:38:12,,True,admin
MB000617,True,2025-02-02 10:39:15,,True,admin
MB000618,True,2025-02-02 10:56:05,,True,admin
MB000619,True,2025-02-02 10:59:22,,True,admin
MB000620,True,2025-02-02 11:00:53,,True,admin
MB000621,True,2025-02-02 11:01:33,,True,admin
