person_id,timestamp,youth_group_id,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
33,2025-01-31 11:13:20,YG019,2025-01-31 11:13:20,,True,admin
34,2025-01-31 11:13:20,YG005,2025-01-31 11:13:20,,True,admin
35,2025-01-31 11:13:21,YG003,2025-01-31 11:13:21,,True,admin
36,2025-01-31 11:13:22,YG005,2025-01-31 11:13:22,,True,admin
37,2025-01-31 11:13:23,YG005,2025-01-31 11:13:23,,True,admin
38,2025-01-31 11:13:24,YG003,2025-01-31 11:13:24,,True,admin
39,2025-01-31 11:13:25,YG005,2025-01-31 11:13:25,,True,admin
40,2025-01-31 11:13:25,YG007,2025-01-31 11:13:25,,True,admin
41,2025-01-31 11:13:26,YG006,2025-01-31 11:13:26,,True,admin
42,2025-01-31 11:13:27,YG002,2025-01-31 11:13:27,,True,admin
43,2025-01-31 11:13:28,YG023,2025-01-31 11:13:28,,True,admin
44,2025-01-31 11:13:29,YG016,2025-01-31 11:13:29,,True,admin
45,2025-01-31 11:13:29,YG009,2025-01-31 11:13:29,,True,admin
46,2025-01-31 11:13:32,YG026,2025-01-31 11:13:32,,True,admin
47,2025-01-31 11:13:32,YG002,2025-01-31 11:13:32,,True,admin
48,2025-01-31 11:13:33,YG029,2025-01-31 11:13:33,,True,admin
49,2025-01-31 11:13:35,YG016,2025-01-31 11:13:35,,True,admin
50,2025-01-31 11:13:36,YG006,2025-01-31 11:13:36,,True,admin
51,2025-01-31 11:13:36,YG010,2025-01-31 11:13:36,,True,admin
52,2025-01-31 11:13:40,YG009,2025-01-31 11:13:40,,True,admin
53,2025-01-31 11:13:41,YG003,2025-01-31 11:13:41,,True,admin
54,2025-01-31 11:13:42,YG007,2025-01-31 11:13:42,,True,admin
55,2025-01-31 11:13:42,YG009,2025-01-31 11:13:42,,True,admin
56,2025-01-31 11:13:44,YG028,2025-01-31 11:13:44,,True,admin
57,2025-01-31 11:13:45,YG010,2025-01-31 11:13:45,,True,admin
58,2025-01-31 11:13:45,YG027,2025-01-31 11:13:45,,True,admin
59,2025-01-31 11:13:46,YG004,2025-01-31 11:13:46,,True,admin
60,2025-01-31 11:13:46,YG015,2025-01-31 11:13:46,,True,admin
61,2025-01-31 11:13:46,YG027,2025-01-31 11:13:46,,True,admin
62,2025-01-31 11:13:48,YG016,2025-01-31 11:13:48,,True,admin
63,2025-01-31 11:13:49,YG016,2025-01-31 11:13:49,,True,admin
64,2025-01-31 11:13:49,YG020,2025-01-31 11:13:49,,True,admin
65,2025-01-31 11:13:49,YG009,2025-01-31 11:13:49,,True,admin
66,2025-01-31 11:13:50,YG016,2025-01-31 11:13:50,,True,admin
67,2025-01-31 11:13:51,YG013,2025-01-31 11:13:51,,True,admin
68,2025-01-31 11:13:52,YG010,2025-01-31 11:13:52,,True,admin
69,2025-01-31 11:13:53,YG022,2025-01-31 11:13:53,,True,admin
70,2025-01-31 11:13:55,YG022,2025-01-31 11:13:55,,True,admin
71,2025-01-31 11:13:56,YG002,2025-01-31 11:13:56,,True,admin
71,2025-03-20 12:24:29,YG023,2025-03-20 12:24:29,,True,admin
72,2025-01-31 11:14:00,YG016,2025-01-31 11:14:00,,True,admin
73,2025-01-31 11:14:01,YG016,2025-01-31 11:14:01,,True,admin
74,2025-01-31 11:14:02,YG016,2025-01-31 11:14:02,,True,admin
75,2025-01-31 11:14:03,YG019,2025-01-31 11:14:03,,True,admin
76,2025-01-31 11:14:05,YG017,2025-01-31 11:14:05,,True,admin
77,2025-01-31 11:14:09,YG019,2025-01-31 11:14:09,,True,admin
78,2025-01-31 11:14:11,YG026,2025-01-31 11:14:11,,True,admin
79,2025-01-31 11:14:11,YG010,2025-01-31 11:14:11,,True,admin
80,2025-01-31 11:14:12,YG003,2025-01-31 11:14:12,,True,admin
81,2025-01-31 11:14:13,YG016,2025-01-31 11:14:13,,True,admin
82,2025-01-31 11:14:14,YG023,2025-01-31 11:14:14,,True,admin
83,2025-01-31 11:14:15,YG016,2025-01-31 11:14:15,,True,admin
84,2025-01-31 11:14:16,YG011,2025-01-31 11:14:16,,True,admin
85,2025-01-31 11:14:17,YG003,2025-01-31 11:14:17,,True,admin
86,2025-01-31 11:14:17,YG015,2025-01-31 11:14:17,,True,admin
87,2025-01-31 11:14:19,YG024,2025-01-31 11:14:19,,True,admin
88,2025-01-31 11:14:19,YG007,2025-01-31 11:14:19,,True,admin
89,2025-01-31 11:14:22,YG019,2025-01-31 11:14:22,,True,admin
90,2025-01-31 11:14:24,YG024,2025-01-31 11:14:24,,True,admin
90,2025-09-10 23:28:12,YG005,2025-09-10 23:28:12,,True,admin
90,2025-11-04 18:10:48,YG011,2025-11-04 18:10:48,,True,admin
91,2025-01-31 11:14:25,YG017,2025-01-31 11:14:25,,True,admin
92,2025-01-31 11:14:26,YG002,2025-01-31 11:14:26,,True,admin
93,2025-01-31 11:14:26,YG012,2025-01-31 11:14:26,,True,admin
94,2025-01-31 11:14:27,YG027,2025-01-31 11:14:27,,True,admin
95,2025-01-31 11:14:27,YG006,2025-01-31 11:14:27,,True,admin
96,2025-01-31 11:14:27,YG007,2025-01-31 11:14:27,,True,admin
97,2025-01-31 11:14:27,YG002,2025-01-31 11:14:27,,True,admin
98,2025-01-31 11:14:28,YG005,2025-01-31 11:14:28,,True,admin
99,2025-01-31 11:14:29,YG012,2025-01-31 11:14:29,,True,admin
100,2025-01-31 11:14:30,YG007,2025-01-31 11:14:30,,True,admin
101,2025-01-31 11:14:32,YG003,2025-01-31 11:14:32,,True,admin
102,2025-01-31 11:14:32,YG016,2025-01-31 11:14:32,,True,admin
103,2025-01-31 11:14:33,YG003,2025-01-31 11:14:33,,True,admin
104,2025-01-31 11:14:34,YG009,2025-01-31 11:14:34,,True,admin
105,2025-01-31 11:14:35,YG005,2025-01-31 11:14:35,,True,admin
106,2025-01-31 11:14:36,YG002,2025-01-31 11:14:36,,True,admin
107,2025-01-31 11:14:37,YG017,2025-01-31 11:14:37,,True,admin
108,2025-01-31 11:14:38,YG016,2025-01-31 11:14:38,,True,admin
109,2025-01-31 11:14:39,YG003,2025-01-31 11:14:39,,True,admin
110,2025-01-31 11:14:39,YG016,2025-01-31 11:14:39,,True,admin
111,2025-01-31 11:14:40,YG010,2025-01-31 11:14:40,,True,admin
112,2025-01-31 11:14:40,YG017,2025-01-31 11:14:40,,True,admin
113,2025-01-31 11:14:41,YG027,2025-01-31 11:14:41,,True,admin
114,2025-01-31 11:14:41,YG027,2025-01-31 11:14:41,,True,admin
115,2025-01-31 11:14:42,YG003,2025-01-31 11:14:42,,True,admin
116,2025-01-31 11:14:42,YG012,2025-01-31 11:14:42,,True,admin
117,2025-01-31 11:14:44,YG019,2025-01-31 11:14:44,,True,admin
118,2025-01-31 11:14:45,YG013,2025-01-31 11:14:45,,True,admin
119,2025-01-31 11:14:45,YG002,2025-01-31 11:14:45,,True,admin
120,2025-01-31 11:14:45,YG016,2025-01-31 11:14:45,,True,admin
121,2025-01-31 11:14:45,YG017,2025-01-31 11:14:45,,True,admin
122,2025-01-31 11:14:45,YG012,2025-01-31 11:14:45,,True,admin
123,2025-01-31 11:14:47,YG026,2025-01-31 11:14:47,,True,admin
124,2025-01-31 11:14:47,YG005,2025-01-31 11:14:47,,True,admin
125,2025-01-31 11:14:47,YG022,2025-01-31 11:14:47,,True,admin
126,2025-01-31 11:14:47,YG016,2025-01-31 11:14:47,,True,admin
127,2025-01-31 11:14:50,YG006,2025-01-31 11:14:50,,True,admin
128,2025-01-31 11:14:50,YG005,2025-01-31 11:14:50,,True,admin
129,2025-01-31 11:14:51,YG016,2025-01-31 11:14:51,,True,admin
130,2025-01-31 11:14:51,YG003,2025-01-31 11:14:51,,True,admin
131,2025-01-31 11:14:52,YG024,2025-01-31 11:14:52,,True,admin
132,2025-01-31 11:14:53,YG007,2025-01-31 11:14:53,,True,admin
133,2025-01-31 11:14:53,YG003,2025-01-31 11:14:53,,True,admin
134,2025-01-31 11:14:54,YG003,2025-01-31 11:14:54,,True,admin
135,2025-01-31 11:14:54,YG009,2025-01-31 11:14:54,,True,admin
136,2025-01-31 11:14:57,YG022,2025-01-31 11:14:57,,True,admin
137,2025-01-31 11:14:57,YG005,2025-01-31 11:14:57,,True,admin
138,2025-01-31 11:14:58,YG019,2025-01-31 11:14:58,,True,admin
139,2025-01-31 11:14:58,YG009,2025-01-31 11:14:58,,True,admin
140,2025-01-31 11:14:58,YG004,2025-01-31 11:14:58,,True,admin
141,2025-01-31 11:14:59,YG012,2025-01-31 11:14:59,,True,admin
142,2025-01-31 11:14:59,YG010,2025-01-31 11:14:59,,True,admin
143,2025-01-31 11:14:00,YG026,2025-01-31 11:14:00,,True,admin
144,2025-01-31 11:15:00,YG010,2025-01-31 11:15:00,,True,admin
145,2025-01-31 11:15:01,YG006,2025-01-31 11:15:01,,True,admin
146,2025-01-31 11:15:02,YG012,2025-01-31 11:15:02,,True,admin
147,2025-01-31 11:15:04,YG002,2025-01-31 11:15:04,,True,admin
148,2025-01-31 11:15:06,YG009,2025-01-31 11:15:06,,True,admin
149,2025-01-31 11:15:06,YG015,2025-01-31 11:15:06,,True,admin
150,2025-01-31 11:15:07,YG003,2025-01-31 11:15:07,,True,admin
151,2025-01-31 11:15:07,YG003,2025-01-31 11:15:07,,True,admin
152,2025-01-31 11:15:07,YG007,2025-01-31 11:15:07,,True,admin
153,2025-01-31 11:15:09,YG024,2025-01-31 11:15:09,,True,admin
154,2025-01-31 11:15:11,YG017,2025-01-31 11:15:11,,True,admin
155,2025-01-31 11:15:12,YG015,2025-01-31 11:15:12,,True,admin
156,2025-01-31 11:15:14,YG023,2025-01-31 11:15:14,,True,admin
157,2025-01-31 11:15:15,YG002,2025-01-31 11:15:15,,True,admin
158,2025-01-31 11:15:16,YG007,2025-01-31 11:15:16,,True,admin
159,2025-01-31 11:15:16,YG005,2025-01-31 11:15:16,,True,admin
160,2025-01-31 11:15:17,YG022,2025-01-31 11:15:17,,True,admin
161,2025-01-31 11:15:18,YG016,2025-01-31 11:15:18,,True,admin
162,2025-01-31 11:15:18,YG016,2025-01-31 11:15:18,,True,admin
163,2025-01-31 11:15:20,YG010,2025-01-31 11:15:20,,True,admin
164,2025-01-31 11:15:20,YG009,2025-01-31 11:15:20,,True,admin
165,2025-01-31 11:15:22,YG024,2025-01-31 11:15:22,,True,admin
166,2025-01-31 11:15:27,YG013,2025-01-31 11:15:27,,True,admin
167,2025-01-31 11:15:27,YG011,2025-01-31 11:15:27,,True,admin
168,2025-01-31 11:15:28,YG016,2025-01-31 11:15:28,,True,admin
169,2025-01-31 11:15:32,YG006,2025-01-31 11:15:32,,True,admin
170,2025-01-31 11:15:33,YG011,2025-01-31 11:15:33,,True,admin
171,2025-01-31 11:15:33,YG016,2025-01-31 11:15:33,,True,admin
172,2025-01-31 11:15:33,YG023,2025-01-31 11:15:33,,True,admin
173,2025-01-31 11:15:33,YG002,2025-01-31 11:15:33,,True,admin
174,2025-01-31 11:15:34,YG008,2025-01-31 11:15:34,,True,admin
174,2026-01-26 16:20:28,YG003,2026-01-26 16:20:28,,True,admin
175,2025-01-31 11:15:34,YG026,2025-01-31 11:15:34,,True,admin
176,2025-01-31 11:15:36,YG003,2025-01-31 11:15:36,,True,admin
177,2025-01-31 11:15:37,YG002,2025-01-31 11:15:37,,True,admin
178,2025-01-31 11:15:38,YG016,2025-01-31 11:15:38,,True,admin
179,2025-01-31 11:15:39,YG006,2025-01-31 11:15:39,,True,admin
180,2025-01-31 11:15:39,YG019,2025-01-31 11:15:39,,True,admin
181,2025-01-31 11:15:40,YG009,2025-01-31 11:15:40,,True,admin
182,2025-01-31 11:15:41,YG022,2025-01-31 11:15:41,,True,admin
183,2025-01-31 11:15:41,YG012,2025-01-31 11:15:41,,True,admin
184,2025-01-31 11:15:41,YG005,2025-01-31 11:15:41,,True,admin
185,2025-01-31 11:15:44,YG007,2025-01-31 11:15:44,,True,admin
186,2025-01-31 11:15:44,YG007,2025-01-31 11:15:44,,True,admin
187,2025-01-31 11:15:44,YG012,2025-01-31 11:15:44,,True,admin
188,2025-01-31 11:15:44,YG003,2025-01-31 11:15:44,,True,admin
189,2025-01-31 11:15:45,YG024,2025-01-31 11:15:45,,True,admin
190,2025-01-31 11:15:45,YG024,2025-01-31 11:15:45,,True,admin
191,2025-01-31 11:15:45,YG023,2025-01-31 11:15:45,,True,admin
192,2025-01-31 11:15:45,YG003,2025-01-31 11:15:45,,True,admin
193,2025-01-31 11:15:46,YG026,2025-01-31 11:15:46,,True,admin
194,2025-01-31 11:15:47,YG014,2025-01-31 11:15:47,,True,admin
195,2025-01-31 11:15:47,YG023,2025-01-31 11:15:47,,True,admin
196,2025-01-31 11:15:48,YG016,2025-01-31 11:15:48,,True,admin
197,2025-01-31 11:15:50,YG011,2025-01-31 11:15:50,,True,admin
198,2025-01-31 11:15:50,YG017,2025-01-31 11:15:50,,True,admin
199,2025-01-31 11:15:53,YG026,2025-01-31 11:15:53,,True,admin
200,2025-01-31 11:15:53,YG030,2025-01-31 11:15:53,,True,admin
201,2025-01-31 11:15:55,YG024,2025-01-31 11:15:55,,True,admin
201,2026-01-23 15:21:14,YG021,2026-01-23 15:21:14,,True,admin
202,2025-01-31 11:15:55,YG003,2025-01-31 11:15:55,,True,admin
203,2025-01-31 11:15:55,YG022,2025-01-31 11:15:55,,True,admin
204,2025-01-31 11:15:55,YG027,2025-01-31 11:15:55,,True,admin
205,2025-01-31 11:15:57,YG024,2025-01-31 11:15:57,,True,admin
206,2025-01-31 11:15:57,YG007,2025-01-31 11:15:57,,True,admin
207,2025-01-31 11:15:57,YG003,2025-01-31 11:15:57,,True,admin
208,2025-01-31 11:15:57,YG010,2025-01-31 11:15:57,,True,admin
209,2025-01-31 11:16:02,YG003,2025-01-31 11:16:02,,True,admin
210,2025-01-31 11:16:02,YG026,2025-01-31 11:16:02,,True,admin
211,2025-01-31 11:16:02,YG003,2025-01-31 11:16:02,,True,admin
212,2025-01-31 11:16:03,YG023,2025-01-31 11:16:03,,True,admin
213,2025-01-31 11:16:05,YG018,2025-01-31 11:16:05,,True,admin
214,2025-01-31 11:16:08,YG009,2025-01-31 11:16:08,,True,admin
215,2025-01-31 11:16:10,YG002,2025-01-31 11:16:10,,True,admin
216,2025-01-31 11:16:12,YG014,2025-01-31 11:16:12,,True,admin
217,2025-01-31 11:16:12,YG007,2025-01-31 11:16:12,,True,admin
218,2025-01-31 11:16:13,YG003,2025-01-31 11:16:13,,True,admin
219,2025-01-31 11:16:13,YG012,2025-01-31 11:16:13,,True,admin
220,2025-01-31 11:16:14,YG005,2025-01-31 11:16:14,,True,admin
221,2025-01-31 11:16:14,YG023,2025-01-31 11:16:14,,True,admin
222,2025-01-31 11:16:15,YG007,2025-01-31 11:16:15,,True,admin
223,2025-01-31 11:16:16,YG022,2025-01-31 11:16:16,,True,admin
224,2025-01-31 11:16:17,YG015,2025-01-31 11:16:17,,True,admin
225,2025-01-31 11:16:17,YG006,2025-01-31 11:16:17,,True,admin
226,2025-01-31 11:16:18,YG026,2025-01-31 11:16:18,,True,admin
227,2025-01-31 11:16:19,YG006,2025-01-31 11:16:19,,True,admin
228,2025-01-31 11:16:21,YG022,2025-01-31 11:16:21,,True,admin
229,2025-01-31 11:16:24,YG022,2025-01-31 11:16:24,,True,admin
230,2025-01-31 11:16:24,YG022,2025-01-31 11:16:24,,True,admin
231,2025-01-31 11:16:25,YG030,2025-01-31 11:16:25,,True,admin
232,2025-01-31 11:16:27,YG022,2025-01-31 11:16:27,,True,admin
233,2025-01-31 11:16:28,YG022,2025-01-31 11:16:28,,True,admin
234,2025-01-31 11:16:29,YG004,2025-01-31 11:16:29,,True,admin
235,2025-01-31 11:16:29,YG002,2025-01-31 11:16:29,,True,admin
236,2025-01-31 11:16:35,YG003,2025-01-31 11:16:35,,True,admin
237,2025-01-31 11:16:37,YG016,2025-01-31 11:16:37,,True,admin
238,2025-01-31 11:16:40,YG010,2025-01-31 11:16:40,,True,admin
239,2025-01-31 11:16:41,YG010,2025-01-31 11:16:41,,True,admin
240,2025-01-31 11:16:42,YG022,2025-01-31 11:16:42,,True,admin
241,2025-01-31 11:16:43,YG022,2025-01-31 11:16:43,,True,admin
242,2025-01-31 11:16:44,YG023,2025-01-31 11:16:44,,True,admin
243,2025-01-31 11:16:45,YG015,2025-01-31 11:16:45,,True,admin
244,2025-01-31 11:16:46,YG023,2025-01-31 11:16:46,,True,admin
245,2025-01-31 11:16:48,YG015,2025-01-31 11:16:48,,True,admin
246,2025-01-31 11:16:50,YG002,2025-01-31 11:16:50,,True,admin
247,2025-01-31 11:16:51,YG003,2025-01-31 11:16:51,,True,admin
248,2025-01-31 11:16:52,YG005,2025-01-31 11:16:52,,True,admin
249,2025-01-31 11:16:52,YG030,2025-01-31 11:16:52,,True,admin
250,2025-01-31 11:16:58,YG010,2025-01-31 11:16:58,,True,admin
251,2025-01-31 11:16:59,YG024,2025-01-31 11:16:59,,True,admin
252,2025-01-31 11:16:59,YG004,2025-01-31 11:16:59,,True,admin
253,2025-01-31 11:17:01,YG030,2025-01-31 11:17:01,,True,admin
254,2025-01-31 11:17:01,YG006,2025-01-31 11:17:01,,True,admin
255,2025-01-31 11:17:06,YG005,2025-01-31 11:17:06,,True,admin
256,2025-01-31 11:17:07,YG003,2025-01-31 11:17:07,,True,admin
257,2025-01-31 11:17:09,YG026,2025-01-31 11:17:09,,True,admin
258,2025-01-31 11:17:10,YG003,2025-01-31 11:17:10,,True,admin
259,2025-01-31 11:17:11,YG019,2025-01-31 11:17:11,,True,admin
260,2025-01-31 11:17:12,YG024,2025-01-31 11:17:12,,True,admin
261,2025-01-31 11:17:13,YG015,2025-01-31 11:17:13,,True,admin
262,2025-01-31 11:17:15,YG003,2025-01-31 11:17:15,,True,admin
263,2025-01-31 11:17:16,YG005,2025-01-31 11:17:16,,True,admin
264,2025-01-31 11:17:17,YG003,2025-01-31 11:17:17,,True,admin
265,2025-01-31 11:17:18,YG006,2025-01-31 11:17:18,,True,admin
266,2025-01-31 11:17:20,YG004,2025-01-31 11:17:20,,True,admin
267,2025-01-31 11:17:21,YG003,2025-01-31 11:17:21,,True,admin
268,2025-01-31 11:17:25,YG005,2025-01-31 11:17:25,,True,admin
269,2025-01-31 11:17:34,YG027,2025-01-31 11:17:34,,True,admin
270,2025-01-31 11:17:38,YG002,2025-01-31 11:17:38,,True,admin
271,2025-01-31 11:17:40,YG015,2025-01-31 11:17:40,,True,admin
272,2025-01-31 11:17:41,YG014,2025-01-31 11:17:41,,True,admin
273,2025-01-31 11:17:45,YG003,2025-01-31 11:17:45,,True,admin
274,2025-01-31 11:17:49,YG002,2025-01-31 11:17:49,,True,admin
275,2025-01-31 11:17:50,YG021,2025-01-31 11:17:50,,True,admin
276,2025-01-31 11:18:01,YG017,2025-01-31 11:18:01,,True,admin
277,2025-01-31 11:18:02,YG007,2025-01-31 11:18:02,,True,admin
278,2025-01-31 11:18:02,YG003,2025-01-31 11:18:02,,True,admin
279,2025-01-31 11:18:03,YG008,2025-01-31 11:18:03,,True,admin
280,2025-01-31 11:18:06,YG009,2025-01-31 11:18:06,,True,admin
281,2025-01-31 11:18:07,YG004,2025-01-31 11:18:07,,True,admin
282,2025-01-31 11:18:08,YG002,2025-01-31 11:18:08,,True,admin
282,2025-11-03 19:02:04,YG017,2025-11-03 19:02:04,,True,admin
283,2025-01-31 11:18:11,YG002,2025-01-31 11:18:11,,True,admin
284,2025-01-31 11:18:12,YG015,2025-01-31 11:18:12,,True,admin
285,2025-01-31 11:18:16,YG030,2025-01-31 11:18:16,,True,admin
286,2025-01-31 11:18:19,YG011,2025-01-31 11:18:19,,True,admin
287,2025-01-31 11:18:21,YG019,2025-01-31 11:18:21,,True,admin
288,2025-01-31 11:18:21,YG002,2025-01-31 11:18:21,,True,admin
289,2025-01-31 11:18:21,YG002,2025-01-31 11:18:21,,True,admin
290,2025-01-31 11:18:21,YG003,2025-01-31 11:18:21,,True,admin
291,2025-01-31 11:18:24,YG011,2025-01-31 11:18:24,,True,admin
292,2025-01-31 11:18:27,YG007,2025-01-31 11:18:27,,True,admin
293,2025-01-31 11:18:33,YG003,2025-01-31 11:18:33,,True,admin
294,2025-01-31 11:18:39,YG015,2025-01-31 11:18:39,,True,admin
295,2025-01-31 11:18:39,YG017,2025-01-31 11:18:39,,True,admin
296,2025-01-31 11:18:43,YG003,2025-01-31 11:18:43,,True,admin
297,2025-01-31 11:18:44,YG003,2025-01-31 11:18:44,,True,admin
298,2025-01-31 11:18:44,YG011,2025-01-31 11:18:44,,True,admin
299,2025-01-31 11:18:00,YG009,2025-01-31 11:18:00,,True,admin
300,2025-01-31 11:19:01,YG003,2025-01-31 11:19:01,,True,admin
301,2025-01-31 11:19:04,YG003,2025-01-31 11:19:04,,True,admin
302,2025-01-31 11:19:10,YG024,2025-01-31 11:19:10,,True,admin
303,2025-01-31 11:19:11,YG022,2025-01-31 11:19:11,,True,admin
304,2025-01-31 11:19:17,YG019,2025-01-31 11:19:17,,True,admin
305,2025-01-31 11:19:18,YG030,2025-01-31 11:19:18,,True,admin
306,2025-01-31 11:19:40,YG022,2025-01-31 11:19:40,,True,admin
307,2025-01-31 11:19:43,YG014,2025-01-31 11:19:43,,True,admin
307,2025-06-27 03:48:35,YG017,2025-06-27 03:48:35,,True,admin
308,2025-01-31 11:20:06,YG002,2025-01-31 11:20:06,,True,admin
309,2025-01-31 11:20:08,YG010,2025-01-31 11:20:08,,True,admin
310,2025-01-31 11:20:08,YG014,2025-01-31 11:20:08,,True,admin
311,2025-01-31 11:20:10,YG003,2025-01-31 11:20:10,,True,admin
312,2025-01-31 11:20:18,YG019,2025-01-31 11:20:18,,True,admin
313,2025-01-31 11:21:26,YG011,2025-01-31 11:21:26,,True,admin
314,2025-01-31 11:21:51,YG003,2025-01-31 11:21:51,,True,admin
315,2025-01-31 11:22:37,YG003,2025-01-31 11:22:37,,True,admin
316,2025-01-31 11:22:46,YG016,2025-01-31 11:22:46,,True,admin
317,2025-01-31 11:23:09,YG003,2025-01-31 11:23:09,,True,admin
318,2025-01-31 11:23:15,YG030,2025-01-31 11:23:15,,True,admin
319,2025-01-31 11:24:08,YG030,2025-01-31 11:24:08,,True,admin
320,2025-01-31 11:24:54,YG003,2025-01-31 11:24:54,,True,admin
321,2025-01-31 11:25:23,YG030,2025-01-31 11:25:23,,True,admin
322,2025-01-31 11:26:59,YG005,2025-01-31 11:26:59,,True,admin
323,2025-01-31 11:29:09,YG003,2025-01-31 11:29:09,,True,admin
324,2025-01-31 11:33:32,YG017,2025-01-31 11:33:32,,True,admin
325,2025-01-31 11:37:13,YG030,2025-01-31 11:37:13,,True,admin
326,2025-01-31 11:38:46,YG003,2025-01-31 11:38:46,,True,admin
327,2025-01-31 11:42:11,YG030,2025-01-31 11:42:11,,True,admin
328,2025-01-31 11:52:23,YG002,2025-01-31 11:52:23,,True,admin
329,2025-01-31 11:58:47,YG016,2025-01-31 11:58:47,,True,admin
330,2025-01-31 12:24:41,YG003,2025-01-31 12:24:41,,True,admin
331,2025-01-31 12:32:23,YG003,2025-01-31 12:32:23,,True,admin
332,2025-01-31 13:30:38,YG002,2025-01-31 13:30:38,,True,admin
333,2025-01-31 13:33:50,YG003,2025-01-31 13:33:50,,True,admin
334,2025-01-31 13:43:41,YG022,2025-01-31 13:43:41,,True,admin
335,2025-01-31 13:51:54,YG016,2025-01-31 13:51:54,,True,admin
336,2025-01-31 14:53:31,YG002,2025-01-31 14:53:31,,True,admin
337,2025-01-31 15:08:17,YG003,2025-01-31 15:08:17,,True,admin
338,2025-01-31 16:01:13,YG016,2025-01-31 16:01:13,,True,admin
339,2025-01-31 16:17:26,YG002,2025-01-31 16:17:26,,True,admin
340,2025-01-31 16:37:22,YG002,2025-01-31 16:37:22,,True,admin
341,2025-01-31 17:12:27,YG028,2025-01-31 17:12:27,,True,admin
342,2025-01-31 17:22:22,YG028,2025-01-31 17:22:22,,True,admin
343,2025-01-31 17:27:30,YG028,2025-01-31 17:27:30,,True,admin
344,2025-01-31 17:27:34,YG028,2025-01-31 17:27:34,,True,admin
345,2025-01-31 17:30:15,YG002,2025-01-31 17:30:15,,True,admin
346,2025-01-31 17:41:04,YG016,2025-01-31 17:41:04,,True,admin
347,2025-01-31 19:11:47,YG024,2025-01-31 19:11:47,,True,admin
348,2025-01-31 19:11:54,YG024,2025-01-31 19:11:54,,True,admin
349,2025-01-31 19:11:58,YG024,2025-01-31 19:11:58,,True,admin
350,2025-01-31 19:13:52,YG024,2025-01-31 19:13:52,,True,admin
351,2025-01-31 19:15:56,YG024,2025-01-31 19:15:56,,True,admin
352,2025-01-31 19:17:34,YG024,2025-01-31 19:17:34,,True,admin
353,2025-01-31 19:18:25,YG024,2025-01-31 19:18:25,,True,admin
354,2025-01-31 19:19:10,YG024,2025-01-31 19:19:10,,True,admin
355,2025-01-31 19:39:59,YG027,2025-01-31 19:39:59,,True,admin
356,2025-01-31 19:40:14,YG027,2025-01-31 19:40:14,,True,admin
357,2025-01-31 19:40:50,YG027,2025-01-31 19:40:50,,True,admin
