node_id,hull,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
OTND00000021,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000021,لجنة المساندة العامة,2026-05-26 19:41:04,,True,admin
OTND00000022,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000022,لجنة المساندة العامة,2026-05-26 19:41:04,,True,admin
OTND00000023,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000023,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000024,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000025,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000026,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000027,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000027,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000028,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000029,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000030,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000030,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000031,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000032,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000033,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000033,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000034,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000034,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000035,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000036,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000037,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000038,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000039,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000040,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000041,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000041,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000042,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000043,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000044,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000045,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000046,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000046,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000047,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000048,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000049,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000050,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000051,اللجنة الاجتماعيّة و لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000052,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000052,اللجنة الفنيّة,2026-05-26 19:41:04,,True,admin
OTND00000053,اللجنة الفنيّة,2026-05-26 19:41:04,,True,admin
OTND00000054,اللجنة الفنيّة,2026-05-26 19:41:04,,True,admin
OTND00000055,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000056,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000057,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000058,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000059,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000060,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000060,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000061,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000061,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000062,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000062,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000063,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000063,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000064,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000065,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000065,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000066,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000066,مجلس فئتيّ الإعدادي والثانوي,2026-05-26 19:41:04,,True,admin
OTND00000067,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000067,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000068,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000068,اللجنة اللوجستية,2026-05-26 19:41:04,,True,admin
OTND00000069,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000070,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000070,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000071,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000072,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000073,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000073,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000074,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000075,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000076,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000077,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000078,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000078,مجلس فئة العاملة,2026-05-26 19:41:04,,True,admin
OTND00000079,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000079,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000080,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000080,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000081,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000081,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000082,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000082,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000083,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000083,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000084,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000085,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000086,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000086,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000087,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000087,اللجنة الترفيهيّة و لجنة المساندة العامة,2026-05-26 19:41:04,,True,admin
OTND00000088,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000089,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000090,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000090,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000091,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000091,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000092,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000092,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000093,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000093,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000094,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000094,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000095,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000095,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000096,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000096,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000097,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000097,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000098,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000098,اللجنة الفنيّة,2026-05-26 19:41:04,,True,admin
OTND00000099,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000099,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000100,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000101,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000102,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000103,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000103,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000104,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000105,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000105,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000106,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000107,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000107,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000108,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000108,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000109,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000110,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000111,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000111,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000112,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000112,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000113,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000114,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000115,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000116,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000117,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000118,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000119,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000120,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000121,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000122,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000123,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000123,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000124,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000125,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000126,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000127,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000127,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000128,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000129,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000130,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000132,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000132,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000133,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000134,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000135,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000136,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000137,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000138,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000138,اللجنة الترفيهيّة,2026-05-26 19:41:04,,True,admin
OTND00000139,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000140,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000141,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000141,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000142,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000142,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000143,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000143,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000144,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000144,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000145,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000145,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000146,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000146,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000147,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000147,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000148,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000148,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000149,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000149,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000150,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000150,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000151,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000151,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000152,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000152,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000153,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000153,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000154,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000154,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000155,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000155,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000156,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000157,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000158,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000159,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000159,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000160,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000160,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000161,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000162,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000163,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000163,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000164,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000165,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000166,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000167,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000168,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000169,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000169,مجلس فئة العاملة,2026-05-26 19:41:04,,True,admin
OTND00000170,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000170,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000171,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000172,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000173,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000174,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000174,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000175,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000176,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000176,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000177,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000178,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000179,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000179,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000180,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000181,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000182,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000183,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000184,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000184,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000185,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000186,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000187,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000188,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000188,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000189,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000190,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000191,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000192,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000193,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000193,الفرقة الموسيقيّة,2026-05-26 19:41:04,,True,admin
OTND00000194,الفرقة الموسيقيّة,2026-05-26 19:41:04,,True,admin
OTND00000195,الفرقة الموسيقيّة,2026-05-26 19:41:04,,True,admin
OTND00000196,الفرقة الموسيقيّة,2026-05-26 19:41:04,,True,admin
OTND00000197,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000198,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000199,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000200,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000201,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000201,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000202,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000202,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000203,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000203,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000204,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000204,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000205,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000205,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000206,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000206,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000207,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000207,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000208,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000208,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000209,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000209,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000210,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000210,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000211,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000211,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000212,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000212,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000213,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000214,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000215,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000215,مجلس فئتيّ الإعدادي والثانوي,2026-05-26 19:41:04,,True,admin
OTND00000216,مجلس فئتيّ الإعدادي والثانوي,2026-05-26 19:41:04,,True,admin
OTND00000217,مجلس فئتيّ الإعدادي والثانوي,2026-05-26 19:41:04,,True,admin
OTND00000218,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000218,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000219,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000219,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000401,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000402,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000402,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000403,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000403,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000404,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000404,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000405,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000406,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000406,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000407,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000407,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000408,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000409,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000410,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000411,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000412,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000413,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000414,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000415,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000416,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000417,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000418,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000419,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000420,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000421,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000422,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000423,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000424,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000425,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000426,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000427,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000427,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000428,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000429,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000430,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000220,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000221,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000221,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000222,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000222,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000223,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
