period_id,from_node_id,to_node_id,edge_type
OTPD000005,OTND00000076,OTND00000080,hierarchy
OTPD000005,OTND00000076,OTND00000081,hierarchy
OTPD000005,OTND00000076,OTND00000082,hierarchy
OTPD000005,OTND00000076,OTND00000083,hierarchy
OTPD000005,OTND00000076,OTND00000084,hierarchy
OTPD000005,OTND00000076,OTND00000085,hierarchy
OTPD000005,OTND00000076,OTND00000086,hierarchy
OTPD000005,OTND00000076,OTND00000087,hierarchy
OTPD000006,OTND00000088,OTND00000089,peer
OTPD000006,OTND00000088,OTND00000090,hierarchy
OTPD000006,OTND00000088,OTND00000091,hierarchy
OTPD000006,OTND00000088,OTND00000092,hierarchy
OTPD000006,OTND00000088,OTND00000093,hierarchy
OTPD000006,OTND00000088,OTND00000094,hierarchy
OTPD000006,OTND00000088,OTND00000095,hierarchy
OTPD000006,OTND00000088,OTND00000096,hierarchy
OTPD000006,OTND00000088,OTND00000097,hierarchy
OTPD000006,OTND00000088,OTND00000098,hierarchy
OTPD000006,OTND00000088,OTND00000099,hierarchy
OTPD000007,OTND00000101,OTND00000100,peer
OTPD000007,OTND00000100,OTND00000102,hierarchy
OTPD000007,OTND00000101,OTND00000103,hierarchy
OTPD000007,OTND00000101,OTND00000105,hierarchy
OTPD000007,OTND00000101,OTND00000107,hierarchy
OTPD000007,OTND00000101,OTND00000108,hierarchy
OTPD000007,OTND00000101,OTND00000111,hierarchy
OTPD000007,OTND00000101,OTND00000112,hierarchy
OTPD000007,OTND00000101,OTND00000122,hierarchy
OTPD000007,OTND00000101,OTND00000123,hierarchy
OTPD000007,OTND00000101,OTND00000127,hierarchy
OTPD000007,OTND00000101,OTND00000129,hierarchy
OTPD000007,OTND00000101,OTND00000130,hierarchy
OTPD000007,OTND00000101,OTND00000132,hierarchy
OTPD000007,OTND00000101,OTND00000138,hierarchy
OTPD000007,OTND00000130,OTND00000131,hierarchy
OTPD000007,OTND00000123,OTND00000124,hierarchy
OTPD000007,OTND00000123,OTND00000125,hierarchy
OTPD000007,OTND00000123,OTND00000126,hierarchy
OTPD000007,OTND00000127,OTND00000128,hierarchy
OTPD000007,OTND00000132,OTND00000133,hierarchy
OTPD000007,OTND00000132,OTND00000134,hierarchy
OTPD000007,OTND00000132,OTND00000135,hierarchy
OTPD000007,OTND00000132,OTND00000136,hierarchy
OTPD000007,OTND00000132,OTND00000137,hierarchy
OTPD000007,OTND00000103,OTND00000104,hierarchy
OTPD000007,OTND00000105,OTND00000106,hierarchy
OTPD000007,OTND00000107,OTND00000109,hierarchy
OTPD000007,OTND00000108,OTND00000109,hierarchy
OTPD000007,OTND00000107,OTND00000110,hierarchy
OTPD000007,OTND00000108,OTND00000110,hierarchy
OTPD000007,OTND00000111,OTND00000113,hierarchy
OTPD000007,OTND00000112,OTND00000113,hierarchy
OTPD000007,OTND00000111,OTND00000114,hierarchy
OTPD000007,OTND00000112,OTND00000114,hierarchy
OTPD000007,OTND00000111,OTND00000115,hierarchy
OTPD000007,OTND00000112,OTND00000115,hierarchy
OTPD000007,OTND00000111,OTND00000116,hierarchy
OTPD000007,OTND00000112,OTND00000116,hierarchy
OTPD000007,OTND00000111,OTND00000117,hierarchy
OTPD000007,OTND00000112,OTND00000117,hierarchy
OTPD000007,OTND00000111,OTND00000118,hierarchy
OTPD000007,OTND00000112,OTND00000118,hierarchy
OTPD000007,OTND00000111,OTND00000119,hierarchy
OTPD000007,OTND00000112,OTND00000119,hierarchy
OTPD000007,OTND00000111,OTND00000120,hierarchy
OTPD000007,OTND00000112,OTND00000120,hierarchy
OTPD000007,OTND00000111,OTND00000121,hierarchy
OTPD000007,OTND00000112,OTND00000121,hierarchy
OTPD000008,OTND00000140,OTND00000139,peer
OTPD000008,OTND00000140,OTND00000141,hierarchy
OTPD000008,OTND00000140,OTND00000142,hierarchy
OTPD000008,OTND00000140,OTND00000143,hierarchy
OTPD000008,OTND00000140,OTND00000144,hierarchy
OTPD000008,OTND00000140,OTND00000145,hierarchy
OTPD000008,OTND00000140,OTND00000146,hierarchy
OTPD000008,OTND00000140,OTND00000147,hierarchy
OTPD000008,OTND00000140,OTND00000148,hierarchy
OTPD000008,OTND00000140,OTND00000149,hierarchy
OTPD000008,OTND00000140,OTND00000150,hierarchy
OTPD000008,OTND00000140,OTND00000151,hierarchy
OTPD000008,OTND00000140,OTND00000152,hierarchy
OTPD000008,OTND00000140,OTND00000153,hierarchy
OTPD000008,OTND00000140,OTND00000154,hierarchy
OTPD000008,OTND00000140,OTND00000155,hierarchy
OTPD000008,OTND00000140,OTND00000156,hierarchy
OTPD000009,OTND00000158,OTND00000157,peer
OTPD000009,OTND00000158,OTND00000159,hierarchy
OTPD000009,OTND00000158,OTND00000160,hierarchy
OTPD000009,OTND00000158,OTND00000163,hierarchy
OTPD000009,OTND00000158,OTND00000164,hierarchy
OTPD000009,OTND00000158,OTND00000165,hierarchy
OTPD000009,OTND00000158,OTND00000166,hierarchy
OTPD000009,OTND00000160,OTND00000161,hierarchy
OTPD000009,OTND00000160,OTND00000162,hierarchy
OTPD000010,OTND00000167,OTND00000197,peer
OTPD000010,OTND00000197,OTND00000198,hierarchy
OTPD000010,OTND00000167,OTND00000168,hierarchy
OTPD000010,OTND00000167,OTND00000169,hierarchy
OTPD000010,OTND00000167,OTND00000170,hierarchy
OTPD000010,OTND00000167,OTND00000174,hierarchy
OTPD000010,OTND00000167,OTND00000176,hierarchy
OTPD000010,OTND00000167,OTND00000179,hierarchy
OTPD000010,OTND00000167,OTND00000184,hierarchy
OTPD000010,OTND00000167,OTND00000188,hierarchy
OTPD000010,OTND00000167,OTND00000191,hierarchy
OTPD000010,OTND00000167,OTND00000192,hierarchy
OTPD000010,OTND00000167,OTND00000193,hierarchy
OTPD000010,OTND00000184,OTND00000185,hierarchy
OTPD000010,OTND00000184,OTND00000186,hierarchy
OTPD000010,OTND00000184,OTND00000187,hierarchy
OTPD000010,OTND00000188,OTND00000189,hierarchy
OTPD000010,OTND00000188,OTND00000190,hierarchy
OTPD000010,OTND00000193,OTND00000194,hierarchy
OTPD000010,OTND00000193,OTND00000195,hierarchy
OTPD000010,OTND00000193,OTND00000196,hierarchy
OTPD000010,OTND00000169,OTND00000171,hierarchy
OTPD000010,OTND00000170,OTND00000171,hierarchy
OTPD000010,OTND00000169,OTND00000172,hierarchy
OTPD000010,OTND00000170,OTND00000172,hierarchy
OTPD000010,OTND00000169,OTND00000173,hierarchy
OTPD000010,OTND00000170,OTND00000173,hierarchy
OTPD000010,OTND00000174,OTND00000175,hierarchy
OTPD000010,OTND00000176,OTND00000177,hierarchy
OTPD000010,OTND00000176,OTND00000178,hierarchy
OTPD000010,OTND00000179,OTND00000180,hierarchy
OTPD000010,OTND00000179,OTND00000181,hierarchy
OTPD000010,OTND00000179,OTND00000182,hierarchy
OTPD000010,OTND00000179,OTND00000183,hierarchy
OTPD000011,OTND00000200,OTND00000199,peer
OTPD000011,OTND00000200,OTND00000201,hierarchy
OTPD000011,OTND00000200,OTND00000202,hierarchy
OTPD000011,OTND00000200,OTND00000205,hierarchy
OTPD000011,OTND00000200,OTND00000206,hierarchy
OTPD000011,OTND00000200,OTND00000207,hierarchy
OTPD000011,OTND00000200,OTND00000208,hierarchy
OTPD000011,OTND00000200,OTND00000209,hierarchy
OTPD000011,OTND00000200,OTND00000212,hierarchy
OTPD000011,OTND00000200,OTND00000213,hierarchy
OTPD000011,OTND00000203,OTND00000201,peer
OTPD000011,OTND00000204,OTND00000202,peer
OTPD000011,OTND00000210,OTND00000205,peer
OTPD000011,OTND00000210,OTND00000206,peer
OTPD000011,OTND00000211,OTND00000207,peer
OTPD000011,OTND00000211,OTND00000208,peer
OTPD000011,OTND00000211,OTND00000209,peer
OTPD000012,OTND00000214,OTND00000215,hierarchy
OTPD000012,OTND00000214,OTND00000218,hierarchy
OTPD000012,OTND00000214,OTND00000219,hierarchy
OTPD000012,OTND00000215,OTND00000216,hierarchy
OTPD000012,OTND00000215,OTND00000217,hierarchy
OTPD000019,OTND00000430,OTND00000429,peer
OTPD000019,OTND00000430,OTND00000401,hierarchy
OTPD000019,OTND00000430,OTND00000402,hierarchy
OTPD000019,OTND00000430,OTND00000403,hierarchy
OTPD000019,OTND00000430,OTND00000404,hierarchy
OTPD000019,OTND00000430,OTND00000406,hierarchy
OTPD000019,OTND00000430,OTND00000407,hierarchy
OTPD000019,OTND00000430,OTND00000408,hierarchy
OTPD000019,OTND00000430,OTND00000409,hierarchy
OTPD000019,OTND00000430,OTND00000427,hierarchy
OTPD000019,OTND00000427,OTND00000405,hierarchy
OTPD000019,OTND00000427,OTND00000421,hierarchy
OTPD000019,OTND00000427,OTND00000422,hierarchy
OTPD000019,OTND00000427,OTND00000428,hierarchy
OTPD000013,OTND00000250,OTND00000251,peer
OTPD000013,OTND00000250,OTND00000220,hierarchy
OTPD000013,OTND00000250,OTND00000221,hierarchy
OTPD000013,OTND00000250,OTND00000222,hierarchy
OTPD000013,OTND00000250,OTND00000223,hierarchy
OTPD000013,OTND00000250,OTND00000224,hierarchy
OTPD000013,OTND00000250,OTND00000225,hierarchy
OTPD000013,OTND00000250,OTND00000226,hierarchy
OTPD000013,OTND00000250,OTND00000227,hierarchy
OTPD000013,OTND00000250,OTND00000228,hierarchy
OTPD000013,OTND00000250,OTND00000229,hierarchy
OTPD000013,OTND00000250,OTND00000230,hierarchy
OTPD000020,OTND00000458,OTND00000457,peer
OTPD000020,OTND00000458,OTND00000431,hierarchy
OTPD000020,OTND00000458,OTND00000432,hierarchy
OTPD000020,OTND00000458,OTND00000433,hierarchy
OTPD000020,OTND00000458,OTND00000434,hierarchy
OTPD000020,OTND00000458,OTND00000435,hierarchy
OTPD000020,OTND00000458,OTND00000439,hierarchy
OTPD000020,OTND00000439,OTND00000440,hierarchy
OTPD000020,OTND00000439,OTND00000441,hierarchy
OTPD000020,OTND00000431,OTND00000454,hierarchy
OTPD000020,OTND00000439,OTND00000455,hierarchy
OTPD000020,OTND00000439,OTND00000456,hierarchy
OTPD000018,OTND00000397,OTND00000396,peer
OTPD000018,OTND00000397,OTND00000373,hierarchy
OTPD000018,OTND00000397,OTND00000374,hierarchy
OTPD000018,OTND00000397,OTND00000375,hierarchy
OTPD000018,OTND00000397,OTND00000376,hierarchy
OTPD000018,OTND00000397,OTND00000377,hierarchy
OTPD000018,OTND00000397,OTND00000381,hierarchy
OTPD000018,OTND00000381,OTND00000382,hierarchy
OTPD000018,OTND00000381,OTND00000383,hierarchy
OTPD000018,OTND00000373,OTND00000398,hierarchy
OTPD000018,OTND00000381,OTND00000399,hierarchy
OTPD000018,OTND00000381,OTND00000400,hierarchy
OTPD000017,OTND00000344,OTND00000372,peer
OTPD000017,OTND00000344,OTND00000345,hierarchy
OTPD000017,OTND00000344,OTND00000346,hierarchy
OTPD000017,OTND00000344,OTND00000347,hierarchy
OTPD000017,OTND00000344,OTND00000348,hierarchy
OTPD000017,OTND00000344,OTND00000349,hierarchy
OTPD000017,OTND00000344,OTND00000350,hierarchy
OTPD000017,OTND00000344,OTND00000351,hierarchy
OTPD000017,OTND00000344,OTND00000352,hierarchy
OTPD000017,OTND00000344,OTND00000353,hierarchy
OTPD000017,OTND00000344,OTND00000357,hierarchy
OTPD000017,OTND00000344,OTND00000358,hierarchy
OTPD000017,OTND00000344,OTND00000359,hierarchy
OTPD000016,OTND00000313,OTND00000343,peer
OTPD000016,OTND00000313,OTND00000314,hierarchy
OTPD000016,OTND00000313,OTND00000315,hierarchy
OTPD000016,OTND00000313,OTND00000316,hierarchy
OTPD000016,OTND00000313,OTND00000317,hierarchy
OTPD000016,OTND00000313,OTND00000318,hierarchy
OTPD000016,OTND00000313,OTND00000319,hierarchy
OTPD000016,OTND00000313,OTND00000320,hierarchy
OTPD000016,OTND00000313,OTND00000321,hierarchy
OTPD000016,OTND00000313,OTND00000322,hierarchy
OTPD000016,OTND00000313,OTND00000323,hierarchy
OTPD000015,OTND00000312,OTND00000311,peer
OTPD000015,OTND00000312,OTND00000283,hierarchy
OTPD000015,OTND00000312,OTND00000284,hierarchy
OTPD000015,OTND00000312,OTND00000285,hierarchy
OTPD000015,OTND00000312,OTND00000286,hierarchy
OTPD000015,OTND00000312,OTND00000288,hierarchy
OTPD000015,OTND00000312,OTND00000289,hierarchy
OTPD000015,OTND00000312,OTND00000290,hierarchy
OTPD000015,OTND00000312,OTND00000291,hierarchy
OTPD000015,OTND00000312,OTND00000309,hierarchy
OTPD000015,OTND00000309,OTND00000287,hierarchy
OTPD000015,OTND00000309,OTND00000303,hierarchy
OTPD000015,OTND00000309,OTND00000304,hierarchy
OTPD000015,OTND00000309,OTND00000310,hierarchy
OTPD000014,OTND00000252,OTND00000282,peer
OTPD000014,OTND00000252,OTND00000253,hierarchy
OTPD000014,OTND00000252,OTND00000254,hierarchy
OTPD000014,OTND00000252,OTND00000255,hierarchy
OTPD000014,OTND00000252,OTND00000256,hierarchy
OTPD000014,OTND00000252,OTND00000257,hierarchy
OTPD000014,OTND00000252,OTND00000258,hierarchy
OTPD000014,OTND00000252,OTND00000259,hierarchy
OTPD000014,OTND00000252,OTND00000260,hierarchy
OTPD000014,OTND00000252,OTND00000261,hierarchy
OTPD000014,OTND00000252,OTND00000262,hierarchy
OTPD000021,OTND00000459,OTND00000460,peer
OTPD000021,OTND00000459,OTND00000461,hierarchy
OTPD000021,OTND00000459,OTND00000462,hierarchy
OTPD000021,OTND00000459,OTND00000463,hierarchy
OTPD000021,OTND00000459,OTND00000464,hierarchy
OTPD000021,OTND00000459,OTND00000465,hierarchy
OTPD000021,OTND00000459,OTND00000466,hierarchy
OTPD000021,OTND00000459,OTND00000467,hierarchy
OTPD000021,OTND00000459,OTND00000468,hierarchy
OTPD000021,OTND00000459,OTND00000470,hierarchy
OTPD000021,OTND00000459,OTND00000472,hierarchy
OTPD000021,OTND00000459,OTND00000473,hierarchy
OTPD000021,OTND00000459,OTND00000475,hierarchy
OTPD000021,OTND00000459,OTND00000476,hierarchy
OTPD000021,OTND00000459,OTND00000477,hierarchy
OTPD000021,OTND00000459,OTND00000478,hierarchy
OTPD000021,OTND00000459,OTND00000479,hierarchy
OTPD000021,OTND00000459,OTND00000480,hierarchy
OTPD000021,OTND00000469,OTND00000467,peer
OTPD000021,OTND00000469,OTND00000468,peer
OTPD000021,OTND00000471,OTND00000470,peer
OTPD000021,OTND00000474,OTND00000472,peer
OTPD000021,OTND00000474,OTND00000473,peer
OTPD000022,OTND00000481,OTND00000482,peer
OTPD000022,OTND00000481,OTND00000483,hierarchy
OTPD000022,OTND00000481,OTND00000484,hierarchy
OTPD000022,OTND00000481,OTND00000485,hierarchy
OTPD000022,OTND00000481,OTND00000486,hierarchy
OTPD000022,OTND00000481,OTND00000487,hierarchy
OTPD000022,OTND00000481,OTND00000488,hierarchy
OTPD000022,OTND00000481,OTND00000489,hierarchy
OTPD000023,OTND00000490,OTND00000495,peer
OTPD000023,OTND00000490,OTND00000491,hierarchy
OTPD000023,OTND00000490,OTND00000492,hierarchy
OTPD000023,OTND00000490,OTND00000493,hierarchy
