period_id,node_id,person_id,role,visibility,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
OTPD000002,OTND00000041,293,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000042,188,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000043,296,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000044,320,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000045,323,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,301,مسؤول اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000047,21,اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000048,278,اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000049,176,اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000050,130,اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000051,109,اللجنة الاجتماعيّة و لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000052,32,مسؤول اللجنة الفنيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000053,192,اللجنة الفنيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000054,264,اللجنة الفنيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000055,151,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000056,594,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000057,202,أمين العهدة,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,3094,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000059,3095,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000060,3096,مرشد روحي فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000061,3096,مرشد روحي فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000062,3097,مرشد روحي فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000063,3097,مرشد روحي فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,24,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000065,59,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000066,281,مسؤول فئتيّ الإعدادي والثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000067,3009,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000068,252,مسؤول اللجنة اللوجستية,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000069,252,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000070,3100,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000004,OTND00000071,8,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000004,OTND00000072,3102,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000004,OTND00000073,1364,مسؤول فئة البراعم,public,2026-05-26 19:41:04,2026-06-16 18:14:18,False,admin
OTPD000005,OTND00000074,3174,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000075,3175,مساعد المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,1126,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000077,127,نائب المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000078,145,مسؤول فئة العاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000079,705,مسؤول فئة الجامعيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000080,265,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000081,227,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000082,254,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000083,807,مسؤول لجنة العلاقات العامة,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000084,1304,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000085,680,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000086,3176,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000087,863,مسؤول اللجنة الترفيهيّة و لجنة المساندة العامة,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,1621,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000089,3111,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000090,277,مسؤول فئة الجامعيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000091,1245,مسؤول فئة الجامعيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000092,88,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000093,1244,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000094,158,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000095,40,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000096,152,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000097,217,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000098,1308,مسؤول اللجنة الفنيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000099,1630,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000100,3168,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,239,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000102,3169,مساعد المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000103,3170,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000104,966,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000105,309,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000106,208,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000107,980,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000108,989,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000109,1317,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000110,1284,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,978,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,981,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000113,1634,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000114,3171,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000115,844,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000116,1518,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000117,51,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000118,3172,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000119,915,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000120,1372,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000121,238,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000122,1276,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000123,51,مسؤول لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000124,980,لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000125,966,لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000126,309,لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000127,144,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000128,979,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000129,79,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000130,1312,أمين العهدة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000131,1317,مساعد أمين العهدة,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,836,مسؤول لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000133,989,لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000134,309,لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000135,1312,لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000136,981,لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000137,238,لجنة التدريب والتطوير,public,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000138,,مسؤول اللجنة الترفيهيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000139,3173,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000140,141,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000141,800,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000142,122,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000143,390,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000144,22,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000145,435,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000146,1591,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000147,382,مسؤول فئة البراعم الكبرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000148,183,مسؤول فئة البراعم الكبرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000149,9,مسؤول فئة البراعم الكبرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000150,386,مسؤول فئة البراعم الصغرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000151,387,مسؤول فئة البراعم الصغرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000152,3037,مسؤول فئة البراعم الصغرى,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000153,377,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000154,376,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000155,446,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000008,OTND00000156,141,أمين الصندوق,public,2026-05-26 19:41:04,2026-06-16 18:06:55,False,admin
OTPD000009,OTND00000157,3105,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000158,271,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000159,245,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000160,224,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000161,569,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000162,60,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000163,30,مسؤول لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000164,284,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000165,569,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000009,OTND00000166,30,نائب المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000167,1316,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000168,1318,نائب المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000169,110,مسؤول فئة العاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000170,1318,مسؤول فئة الجامعيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000171,329,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000172,338,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000173,1314,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000174,1251,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000175,346,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000176,62,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000177,1412,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000178,178,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000179,1564,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000180,1651,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000181,1655,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000182,1652,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000183,49,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000184,1840,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000185,1829,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000186,129,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000187,1843,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000188,335,مسؤول لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000189,196,لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000190,316,لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000191,335,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000192,1363,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000193,329,مسؤول الفرقة الموسيقيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000194,1318,الفرقة الموسيقيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000195,10,الفرقة الموسيقيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000196,1340,الفرقة الموسيقيّة,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000197,3098,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000010,OTND00000198,3099,مساعد المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000199,3165,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000200,1498,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000201,33,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000202,1219,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000203,3166,مرشد روحي فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000204,3167,مرشد روحي فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000205,1293,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000206,1657,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000207,77,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000208,259,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000209,2572,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000210,3167,مرشد روحي فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000211,3167,مرشد روحي فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000212,138,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000011,OTND00000213,3167,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000012,OTND00000214,3110,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000012,OTND00000215,16,مسؤول فئتيّ الإعدادي والثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000012,OTND00000216,201,مجلس فئتيّ الإعدادي والثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000012,OTND00000217,3014,مجلس فئتيّ الإعدادي والثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000012,OTND00000218,1199,مسؤول فئة البراعم,public,2026-05-26 19:41:04,2026-06-16 18:18:55,False,admin
OTPD000012,OTND00000218,1199,مسؤول فئة البراعم الكبرى,public,2026-06-16 18:18:55,,True,admin
OTPD000012,OTND00000219,1200,مسؤول فئة البراعم,public,2026-05-26 19:41:04,2026-06-16 18:18:55,False,admin
OTPD000012,OTND00000219,1200,مسؤول فئة البراعم الصغرى,public,2026-06-16 18:18:55,,True,admin
OTPD000013,OTND00000220,233,نائب المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000221,1255,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000222,160,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000223,136,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000224,1812,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000225,2744,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000226,1392,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000227,182,مسؤول لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000228,1,مسؤول لجنة العلاقات العامة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000229,2270,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000230,1391,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000231,1399,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000232,2738,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000233,1484,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000234,1153,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000235,1256,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000236,203,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000237,1396,مجلس فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000238,1394,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000239,2832,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000240,230,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000241,4,مجلس فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000242,1419,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000243,1391,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000244,1400,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000245,1410,مجلس فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000246,532,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000247,534,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000248,2736,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000249,523,اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000250,948,المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000013,OTND00000251,3092,المرشد الروحي,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000252,233,قائم بأعمال المسؤول العام,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000253,1255,مسؤول فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000254,160,مسؤول فئة الثانوي,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000255,136,مسؤول فئة الإعدادي,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000256,1812,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000257,2744,مسؤول فئة البراعم,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000258,1392,مسؤول اللجنة الإعلاميّة,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000259,182,مسؤول لجنة الخدمة,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000260,1,مسؤول لجنة العلاقات العامة,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000261,2270,أمين الصندوق,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000262,1391,أمين السر,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000263,1399,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
OTPD000014,OTND00000264,2738,مجلس فئتيّ الجامعيّة والعاملة,public,2026-05-26 19:41:04,,True,admin
