period_id,from_node_id,to_node_id,edge_type,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
OTPD000016,OTND00000319,OTND00000339,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000016,OTND00000319,OTND00000340,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000016,OTND00000319,OTND00000341,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000016,OTND00000319,OTND00000342,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000345,OTND00000354,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000345,OTND00000355,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000345,OTND00000356,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000346,OTND00000360,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000346,OTND00000361,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000346,OTND00000362,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000346,OTND00000363,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000347,OTND00000364,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000347,OTND00000365,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000347,OTND00000366,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000347,OTND00000367,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000348,OTND00000364,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000348,OTND00000365,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000348,OTND00000366,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000348,OTND00000367,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000349,OTND00000368,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000349,OTND00000369,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000349,OTND00000370,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000017,OTND00000349,OTND00000371,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000373,OTND00000378,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000373,OTND00000379,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000373,OTND00000380,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000374,OTND00000384,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000374,OTND00000385,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000374,OTND00000386,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000374,OTND00000387,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000375,OTND00000388,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000375,OTND00000389,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000375,OTND00000390,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000375,OTND00000391,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000376,OTND00000388,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000376,OTND00000389,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000376,OTND00000390,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000376,OTND00000391,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000377,OTND00000392,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000377,OTND00000393,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000377,OTND00000394,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000018,OTND00000377,OTND00000395,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000402,OTND00000410,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000402,OTND00000411,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000402,OTND00000412,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000403,OTND00000413,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000403,OTND00000414,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000403,OTND00000415,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000403,OTND00000416,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000404,OTND00000417,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000404,OTND00000418,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000404,OTND00000419,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000404,OTND00000420,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000406,OTND00000423,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000406,OTND00000424,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000406,OTND00000425,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000019,OTND00000406,OTND00000426,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000431,OTND00000436,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000431,OTND00000437,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000431,OTND00000438,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000432,OTND00000442,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000432,OTND00000443,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000432,OTND00000444,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000432,OTND00000445,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000433,OTND00000446,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000433,OTND00000447,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000433,OTND00000448,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000433,OTND00000449,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000434,OTND00000446,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000434,OTND00000447,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000434,OTND00000448,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000434,OTND00000449,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000435,OTND00000450,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000435,OTND00000451,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000435,OTND00000452,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000020,OTND00000435,OTND00000453,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000002,peer,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000003,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000004,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000007,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000010,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000013,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000016,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000017,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000018,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000019,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000020,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000021,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000001,OTND00000022,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000004,OTND00000005,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000004,OTND00000006,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000007,OTND00000008,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000007,OTND00000009,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000010,OTND00000011,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000010,OTND00000012,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000013,OTND00000014,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000001,OTND00000013,OTND00000015,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000059,peer,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000023,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000027,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000030,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000033,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000034,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000041,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000046,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000052,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000055,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000056,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000058,OTND00000057,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000041,OTND00000042,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000041,OTND00000043,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000041,OTND00000044,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000041,OTND00000045,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,OTND00000047,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,OTND00000048,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,OTND00000049,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,OTND00000050,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000046,OTND00000051,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000052,OTND00000053,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000052,OTND00000054,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000023,OTND00000024,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000023,OTND00000025,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000023,OTND00000026,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000027,OTND00000028,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000027,OTND00000029,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000030,OTND00000031,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000030,OTND00000032,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000035,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000035,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000036,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000036,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000037,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000037,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000038,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000038,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000039,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000039,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000033,OTND00000040,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000034,OTND00000040,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000060,OTND00000033,peer,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000060,OTND00000034,peer,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000061,OTND00000030,peer,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000062,OTND00000027,peer,2026-05-26 19:41:04,,True,admin
OTPD000002,OTND00000063,OTND00000023,peer,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000065,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000066,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000067,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000068,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000069,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000003,OTND00000064,OTND00000070,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000004,OTND00000071,OTND00000072,peer,2026-05-26 19:41:04,,True,admin
OTPD000004,OTND00000071,OTND00000073,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000074,peer,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000074,OTND00000075,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000077,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000078,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000079,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000080,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000081,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000082,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000083,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000084,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000085,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000086,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000005,OTND00000076,OTND00000087,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000089,peer,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000090,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000091,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000092,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000093,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000094,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000095,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000096,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000097,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000098,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000006,OTND00000088,OTND00000099,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000100,peer,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000100,OTND00000102,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000103,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000105,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000107,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000108,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000111,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000112,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000122,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000123,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000127,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000129,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000130,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000132,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000101,OTND00000138,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000130,OTND00000131,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000123,OTND00000124,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000123,OTND00000125,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000123,OTND00000126,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000127,OTND00000128,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,OTND00000133,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,OTND00000134,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,OTND00000135,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,OTND00000136,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000132,OTND00000137,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000103,OTND00000104,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000105,OTND00000106,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000107,OTND00000109,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000108,OTND00000109,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000107,OTND00000110,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000108,OTND00000110,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000113,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000113,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000114,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000114,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000115,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000115,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000116,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000116,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000117,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000117,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000118,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000118,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000119,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000112,OTND00000119,hierarchy,2026-05-26 19:41:04,,True,admin
OTPD000007,OTND00000111,OTND00000120,hierarchy,2026-05-26 19:41:04,,True,admin
