person_id,jec_year,is_current,responsibility_name,start_date,end_date,youth_group_id,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
191,,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG023,2025-01-31 11:15:45,,True,admin
192,,False,,,,YG003,2025-01-31 11:15:45,,True,admin
196,2025,False,,,,YG016,2025-01-31 11:15:48,,True,admin
200,2025,False,أمين الصندوق,,,YG030,2025-01-31 11:15:53,,True,admin
201,2026,True,مجلس الإعدادي والثانوي,,,YG021,2026-01-23 15:21:14,,True,admin
202,2025,False,,,,YG003,2025-01-31 11:15:55,,True,admin
208,2025,False,,,,YG010,2025-01-31 11:15:57,,True,admin
209,2025,False,لجنة الخدمة,,,YG003,2025-01-31 11:16:02,,True,admin
210,2025,False,,,,YG026,2025-01-31 11:16:02,,True,admin
212,2025,False,مسؤول فئة البراعم,,,YG023,2025-01-31 11:16:03,,True,admin
213,,False,,,,YG018,2025-01-31 11:16:05,,True,admin
214,2025,False,,,,YG009,2025-01-31 11:16:08,,True,admin
215,,False,,,,YG002,2025-01-31 11:16:10,,True,admin
217,2025,False,,,,YG007,2025-01-31 11:16:12,,True,admin
219,2025,False,,,,YG012,2025-01-31 11:16:13,,True,admin
220,2025,False,,,,YG005,2025-01-31 11:16:14,,True,admin
222,2025,False,,,,YG007,2025-01-31 11:16:15,,True,admin
224,,False,,,,YG015,2025-01-31 11:16:17,,True,admin
224,2024,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG015,2025-01-31 11:16:17,,True,admin
228,2025,False,مجلس البراعم,,,YG022,2025-01-31 11:16:21,,True,admin
228,,False,مجلس الثانوي,,,YG022,2025-01-31 11:16:21,,True,admin
230,,False,مسؤول براعم,,,YG022,2025-01-31 11:16:24,,True,admin
230,,False,مجلس الجامعيّة والعاملة,,,YG022,2025-01-31 11:16:24,,True,admin
231,2025,False,المسؤول العام,,,YG030,2025-01-31 11:16:25,,True,admin
235,2025,False,لجنة المساندة العامة,,,YG002,2025-01-31 11:16:29,,True,admin
236,2025,False,مسؤول اللجنة الإعلاميّة,,,YG003,2025-01-31 11:16:35,,True,admin
238,2025,False,مجلس البراعم,,,YG010,2025-01-31 11:16:40,,True,admin
239,2025,False,مجلس البراعم,,,YG010,2025-01-31 11:16:41,,True,admin
240,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG022,2025-01-31 11:16:42,,True,admin
242,2025,False,نائب المسؤول العام,,,YG023,2025-01-31 11:16:44,,True,admin
248,2025,False,,,,YG005,2025-01-31 11:16:52,,True,admin
249,2025,False,,,,YG030,2025-01-31 11:16:52,,True,admin
251,,False,,,,YG024,2025-01-31 11:16:59,,True,admin
252,2025,False,,,,YG004,2025-01-31 11:16:59,,True,admin
255,,False,,,,YG005,2025-01-31 11:17:06,,True,admin
257,,False,,,,YG026,2025-01-31 11:17:09,,True,admin
259,2025,False,,,,YG019,2025-01-31 11:17:11,,True,admin
260,2025,False,,,,YG024,2025-01-31 11:17:12,,True,admin
262,2025,False,مجلس الجامعيّة والعاملة,,,YG003,2025-01-31 11:17:15,,True,admin
265,2025,False,مجلس الإعدادي والثانوي,,,YG006,2025-01-31 11:17:18,,True,admin
266,2025,False,مجلس الجامعيّة والعاملة,,,YG004,2025-01-31 11:17:20,,True,admin
273,2025,False,اللجنة الإعلاميّة,,,YG003,2025-01-31 11:17:45,,True,admin
274,2025,False,مسؤول ثانوي,,,YG002,2025-01-31 11:17:49,,True,admin
274,2025,False,مسؤول الأرشيف,,,YG002,2025-01-31 11:17:49,,True,admin
276,2025,False,أمين الصندوق,,,YG017,2025-01-31 11:18:01,,True,admin
277,2025,False,,,,YG007,2025-01-31 11:18:02,,True,admin
281,2025,False,,,,YG004,2025-01-31 11:18:07,,True,admin
288,2025,False,مسؤول براعم,,,YG002,2025-01-31 11:18:21,,True,admin
289,2025,False,,,,YG002,2025-01-31 11:18:21,,True,admin
290,2025,False,,,,YG003,2025-01-31 11:18:21,,True,admin
292,,False,,,,YG007,2025-01-31 11:18:27,,True,admin
294,2025,False,,,,YG015,2025-01-31 11:18:39,,True,admin
294,,False,,,,YG015,2025-01-31 11:18:39,,True,admin
296,2025,False,اللجنة الإعلاميّة,,,YG003,2025-01-31 11:18:43,,True,admin
299,,False,مجلس البراعم,,,YG009,2025-01-31 11:18:00,,True,admin
301,2025,False,مسؤول اللجنة الاجتماعيّة,,,YG003,2025-01-31 11:19:04,,True,admin
301,2025,False,مسؤول لجنة الخدمة,,,YG003,2025-01-31 11:19:04,,True,admin
304,2025,False,مسؤول براعم,,,YG019,2025-01-31 11:19:17,,True,admin
307,2025,False,مسؤول فئة الثانوي,,,YG014,2025-01-31 11:19:43,,True,admin
307,,False,,,,YG014,2025-01-31 11:19:43,,True,admin
307,,False,,,,YG017,2025-06-27 03:48:35,,True,admin
308,,False,مسؤول براعم,,,YG002,2025-01-31 11:20:06,,True,admin
309,2025,False,مجلس الثانوي,,,YG010,2025-01-31 11:20:08,,True,admin
309,,False,مجلس فئة,,,YG010,2025-01-31 11:20:08,,True,admin
312,2025,False,,,,YG019,2025-01-31 11:20:18,,True,admin
312,,False,,,,YG019,2025-01-31 11:20:18,,True,admin
314,2025,False,مجلس الثانوي,,,YG003,2025-01-31 11:21:51,,True,admin
316,2025,False,,,,YG016,2025-01-31 11:22:46,,True,admin
316,,False,,,,YG016,2025-01-31 11:22:46,,True,admin
322,,False,,,,YG005,2025-01-31 11:26:59,,True,admin
324,,False,,,,YG017,2025-01-31 11:33:32,,True,admin
327,2025,False,لجنة الخدمة,,,YG030,2025-01-31 11:42:11,,True,admin
328,,False,مجلس البراعم,,,YG002,2025-01-31 11:52:23,,True,admin
328,,False,اللجنة الإعلاميّة,,,YG002,2025-01-31 11:52:23,,True,admin
329,2025,False,مسؤول براعم,,,YG016,2025-01-31 11:58:47,,True,admin
329,2025,False,مسؤول الفرقة الموسيقيّة,,,YG016,2025-01-31 11:58:47,,True,admin
333,,False,,,,YG003,2025-01-31 13:33:50,,True,admin
334,,False,,,,YG022,2025-01-31 13:43:41,,True,admin
335,2025,False,,,,YG016,2025-01-31 13:51:54,,True,admin
336,2025,False,,,,YG002,2025-01-31 14:53:31,,True,admin
338,2025,False,مسؤول براعم,,,YG016,2025-01-31 16:01:13,,True,admin
338,,False,مسؤول فئة الإعدادي,,,YG016,2025-01-31 16:01:13,,True,admin
339,2025,False,,,,YG002,2025-01-31 16:17:26,,True,admin
345,2025,False,مسؤول براعم,,,YG002,2025-01-31 17:30:15,,True,admin
346,2025,False,مسؤول فئة البراعم,,,YG016,2025-01-31 17:41:04,,True,admin
355,2025,False,مسؤول فئة الثانوي,,,YG027,2025-01-31 19:39:59,,True,admin
355,,False,مسؤول فئة العاملة,,,YG027,2025-01-31 19:39:59,,True,admin
356,2025,False,المسؤول العام,,,YG027,2025-01-31 19:40:14,,True,admin
357,2025,False,,,,YG027,2025-01-31 19:40:50,,True,admin
369,2025,False,,,,YG024,2025-01-31 20:22:58,,True,admin
373,,False,مسؤول فئة الثانوي,,,YG028,2025-01-31 20:53:11,,True,admin
374,2025,False,اللجنة الإعلاميّة,,,YG005,2025-01-31 20:55:47,,True,admin
374,,False,,,,YG005,2025-01-31 20:55:47,,True,admin
376,2025,False,,,,YG012,2025-01-31 22:08:49,,True,admin
377,2025,False,اللجنة الإعلاميّة,,,YG012,2025-01-31 22:08:55,,True,admin
378,,False,المسؤول العام,,,YG012,2025-01-31 22:12:10,,True,admin
378,,False,مسؤول براعم,,,YG012,2025-01-31 22:12:10,,True,admin
378,,False,مسؤول إعدادي,,,YG012,2025-01-31 22:12:10,,True,admin
378,,False,مسؤول ثانوي,,,YG012,2025-01-31 22:12:10,,True,admin
378,,False,مسؤول جامعيّة وعاملة,,,YG012,2025-01-31 22:12:10,,True,admin
379,,False,,,,YG012,2025-01-31 22:13:50,,True,admin
380,2025,False,,,,YG024,2025-01-31 22:15:40,,True,admin
381,2025,False,مسؤول إعدادي,,,YG012,2025-01-31 22:19:07,,True,admin
382,2025,False,,,,YG012,2025-01-31 22:31:32,,True,admin
382,,False,,,,YG012,2025-01-31 22:31:32,,True,admin
383,,False,,,,YG012,2025-01-31 22:37:46,,True,admin
384,2025,False,,,,YG012,2025-01-31 22:41:24,,True,admin
386,2025,False,مسؤول فئة البراعم الصغرى,,,YG012,2025-01-31 22:46:40,,True,admin
387,2025,False,,,,YG012,2025-01-31 22:49:13,,True,admin
388,,False,مسؤول محطة في النادي الصيفي,,,YG012,2025-01-31 22:56:59,,True,admin
390,,False,,,,YG012,2025-02-01 01:42:53,,True,admin
397,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG013,2025-02-01 11:35:37,,True,admin
398,2025,False,مسؤول فئة الإعدادي,,,YG013,2025-02-01 11:50:03,,True,admin
402,2025,False,,,,YG009,2025-02-01 12:20:45,,True,admin
409,2025,False,لجنة الخدمة,,,YG009,2025-02-01 12:57:29,,True,admin
409,,False,مجلس الجامعيّة,,,YG009,2025-02-01 12:57:29,,True,admin
411,,False,,,,YG011,2025-02-01 13:14:36,,True,admin
413,2025,False,,,,YG011,2025-02-01 13:23:12,,True,admin
416,2025,False,مجلس الثانوي,,,YG009,2025-02-01 13:38:13,,True,admin
420,,False,,,,YG011,2025-02-01 13:54:41,,True,admin
435,2025,False,مسؤول فئة الإعدادي,,,YG012,2025-02-01 14:18:44,,True,admin
435,,False,مسؤول فئة الإعدادي,,,YG012,2025-02-01 14:18:44,,True,admin
481,2025,False,,,,YG013,2025-02-01 15:26:13,,True,admin
481,,False,,,,YG013,2025-02-01 15:26:13,,True,admin
512,,False,,,,YG017,2025-02-01 17:06:02,,True,admin
514,2025,False,,,,YG009,2025-02-01 17:33:50,,True,admin
557,,False,,,,YG015,2025-02-01 21:13:52,,True,admin
574,,False,,,,YG015,2025-02-01 21:49:58,,True,admin
583,2025,False,أمين الصندوق,,,YG015,2025-02-01 22:38:12,,True,admin
584,2025,False,,,,YG003,2025-02-01 22:39:57,,True,admin
584,,False,,,,YG003,2025-02-01 22:39:57,,True,admin
588,,False,,,,YG003,2025-02-01 22:40:31,,True,admin
601,,False,مجلس البراعم,,,YG003,2025-02-01 23:26:20,,True,admin
603,2025,False,مسؤول اللجنة الاجتماعيّة,,,YG011,2025-02-01 23:45:03,,True,admin
609,,False,,,,YG003,2025-02-02 08:35:34,,True,admin
656,2025,False,مسؤول براعم,,,YG006,2025-02-02 13:39:29,,True,admin
671,2025,False,مسؤول فئة البراعم,,,YG024,2025-02-02 18:10:25,,True,admin
679,2025,False,المسؤول العام,,,YG015,2025-02-03 01:37:51,,True,admin
681,2025,False,نائب المسؤول العام,,,YG022,2025-02-03 12:05:27,,True,admin
681,,False,مسؤول براعم,,,YG022,2025-02-03 12:05:27,,True,admin
681,,False,مسؤول اللجنة الإعلاميّة,,,YG022,2025-02-03 12:05:27,,True,admin
681,,False,مجلس الإعدادي,,,YG022,2025-02-03 12:05:27,,True,admin
681,,False,مسؤول فئة الإعدادي,,,YG022,2025-02-03 12:05:27,,True,admin
701,2025,False,مجلس الإعدادي,,,YG003,2025-02-03 14:01:23,,True,admin
729,2025,False,التنظيم مع الشبيبة,,,YG011,2025-02-03 17:08:31,,True,admin
736,2025,False,التنظيم مع الشبيبة,,,YG011,2025-02-03 18:37:02,,True,admin
741,,False,,,,YG027,2025-02-03 19:32:41,,True,admin
745,2025,False,,,,YG027,2025-02-03 21:57:27,,True,admin
749,2025,False,,,,YG028,2025-02-04 02:39:21,,True,admin
750,,False,مسؤول براعم,,,YG006,2025-02-04 06:00:27,,True,admin
750,,False,أمين الصندوق,,,YG006,2025-02-04 06:00:27,,True,admin
750,,False,نائب المسؤول العام,,,YG006,2025-02-04 06:00:27,,True,admin
761,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG002,2025-02-04 13:46:24,,True,admin
763,2025,False,مجلس البراعم,,,YG002,2025-02-04 14:04:10,,True,admin
764,2025,False,مسؤول فئة الإعدادي,,,YG002,2025-02-04 14:18:42,,True,admin
764,2025,False,اللجنة الإعلاميّة,,,YG002,2025-02-04 14:18:42,,True,admin
769,,False,مسؤول فئة البراعم الكبرى,,,YG012,2025-02-04 15:30:45,,True,admin
769,,False,مسؤول فئة الثانوي,,,YG012,2025-02-04 15:30:45,,True,admin
771,2025,False,المسؤول العام,,,YG024,2025-02-04 16:45:47,,True,admin
773,2025,False,,,,YG027,2025-02-04 17:41:36,,True,admin
786,,False,,,,YG027,2025-02-04 23:07:49,,True,admin
787,,False,مسؤول إعدادي,,,YG002,2025-02-05 04:51:45,,True,admin
787,,False,مسؤول براعم,,,YG002,2025-02-05 04:51:45,,True,admin
796,,False,,,,YG002,2025-02-05 22:11:19,,True,admin
798,2025,False,,,,YG002,2025-02-05 22:48:37,,True,admin
799,,False,,,,YG012,2025-02-05 23:04:01,,True,admin
801,2025,False,أمين الصندوق,,,YG002,2025-02-06 01:42:19,,True,admin
801,2025,False,مجلس الإعدادي,,,YG002,2025-02-06 01:42:19,,True,admin
807,2025,False,مجلس الإعدادي والثانوي,,,YG006,2025-02-06 15:04:46,,True,admin
812,2025,False,,,,YG002,2025-02-07 13:24:51,,True,admin
815,2025,False,مجلس الإعدادي والثانوي,,,YG006,2025-02-07 14:23:28,,True,admin
815,,False,,,,YG006,2025-02-07 14:23:28,,True,admin
824,,False,,,,YG015,2025-02-08 21:35:45,,True,admin
829,,False,,,,YG015,2025-02-09 10:07:08,,True,admin
835,2025,False,,,,YG011,2025-02-10 11:27:30,,True,admin
836,2025,False,مجلس الثانوي,,,YG010,2025-02-10 13:44:22,,True,admin
847,2025,False,مسؤول اللجنة الروحيّة والمواضيع,,,YG011,2025-02-10 14:45:01,,True,admin
847,2025,False,اللجنة الاجتماعيّة,,,YG011,2025-02-10 14:45:01,,True,admin
847,2025,False,اللجنة الروحيّة,,,YG011,2025-02-10 14:45:01,,True,admin
852,,False,مسؤول براعم,,,YG007,2025-02-10 18:09:33,,True,admin
852,,False,اللجنة الإعلاميّة,,,YG007,2025-02-10 18:09:33,,True,admin
853,,False,,,,YG002,2025-02-10 18:57:32,,True,admin
859,2025,False,اللجنة الإعلاميّة,,,YG016,2025-02-11 11:31:05,,True,admin
860,,False,,,,YG011,2025-02-11 11:32:59,,True,admin
863,2025,False,مسؤول فئتيّ الإعدادي والثانوي,,,YG006,2025-02-12 09:20:17,,True,admin
867,,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG011,2025-02-12 22:57:23,,True,admin
875,,False,,,,YG009,2025-02-13 16:02:45,,True,admin
878,2025,False,,,,YG009,2025-02-13 18:20:11,,True,admin
968,2025,False,المسؤول العام,,,YG010,2025-02-18 13:33:25,,True,admin
971,,False,,,,YG010,2025-02-18 13:35:20,,True,admin
975,,False,,,,YG010,2025-02-18 13:46:02,,True,admin
977,2025,False,,,,YG010,2025-02-18 13:57:23,,True,admin
978,2025,False,مجلس الإعدادي,,,YG010,2025-02-18 14:04:17,,True,admin
978,,False,مجلس الإعدادي,,,YG010,2025-02-18 14:04:17,,True,admin
979,2025,False,,,,YG010,2025-02-18 14:06:50,,True,admin
980,2025,False,مجلس الإعدادي,,,YG010,2025-02-18 14:26:08,,True,admin
981,,False,مجلس البراعم,,,YG010,2025-02-18 14:56:45,,True,admin
982,,False,,,,YG010,2025-02-18 15:02:57,,True,admin
984,2025,False,مسؤول فئة الإعدادي,,,YG010,2025-02-18 15:07:25,,True,admin
985,,False,,,,YG010,2025-02-18 15:08:05,,True,admin
989,2025,False,,,,YG010,2025-02-18 19:13:12,,True,admin
991,2025,False,مجلس الإعدادي,,,YG010,2025-02-18 19:49:42,,True,admin
1052,,False,,,,YG028,2025-02-20 20:47:40,,True,admin
1057,,False,,,,YG011,2025-02-21 18:26:27,,True,admin
1062,2025,False,,,,YG011,2025-02-21 21:58:35,,True,admin
1064,,False,مسؤول إعدادي,,,YG005,2025-02-21 22:04:16,,True,admin
1064,,False,مجلس الجامعيّة والعاملة,,,YG005,2025-02-21 22:04:16,,True,admin
1064,,False,مسؤول براعم,,,YG005,2025-02-21 22:04:16,,True,admin
1065,2025,False,,,,YG005,2025-02-21 22:07:23,,True,admin
1074,,False,مسؤول براعم,,,YG005,2025-02-22 15:41:13,,True,admin
1120,,False,مسؤول براعم,,,YG002,2025-02-22 23:45:55,,True,admin
1129,,False,مسؤول فئة الإعدادي,,,YG012,2025-02-23 14:49:46,,True,admin
1132,,False,,,,YG012,2025-02-23 14:55:49,,True,admin
1134,,False,,,,YG012,2025-02-23 15:06:49,,True,admin
1135,,False,,,,YG012,2025-02-23 15:12:18,,True,admin
1151,,False,,,,YG012,2025-02-23 17:07:15,,True,admin
1153,2025,False,مسؤول فئة الإعدادي,,,YG022,2025-02-23 17:12:12,,True,admin
1153,,False,,,,YG022,2025-02-23 17:12:12,,True,admin
1157,,False,,,,YG012,2025-02-23 19:27:20,,True,admin
1197,2025,False,,,,YG009,2025-02-24 18:57:34,,True,admin
1199,2025,False,مسؤول فئة البراعم الكبرى,,,YG021,2025-02-24 20:50:30,,True,admin
1222,,False,,,,YG002,2025-02-27 00:16:10,,True,admin
1223,,False,مسؤول في النادي الصيفي,,,YG010,2025-02-27 01:09:45,,True,admin
1225,,False,,,,YG010,2025-02-27 14:19:35,,True,admin
1250,2025,False,مسؤول فئة الثانوي,,,YG016,2025-02-28 19:29:06,,True,admin
1251,2025,False,مسؤول ثانوي,,,YG016,2025-02-28 20:13:47,,True,admin
1259,2025,False,مجلس الثانوي,,,YG022,2025-03-01 16:33:30,,True,admin
1261,,False,,,,YG011,2025-03-01 18:53:40,,True,admin
1265,,False,مسؤول لجنة النشاطات,,,YG011,2025-03-01 19:41:21,,True,admin
1270,2025,False,مسؤول فئة الإعدادي,,,YG023,2025-03-04 11:53:22,,True,admin
1270,,False,مسؤول فئة البراعم,,,YG023,2025-03-04 11:53:22,,True,admin
1271,,False,مسؤول فئة الإعدادي,,,YG003,2025-03-04 12:17:03,,True,admin
1271,,False,مسؤول اللجنة الاجتماعيّة,,,YG003,2025-03-04 12:17:03,,True,admin
1271,,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG003,2025-03-04 12:17:03,,True,admin
1273,2025,False,,,,YG003,2025-03-04 12:56:36,,True,admin
1276,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG010,2025-03-04 14:06:58,,True,admin
1279,,False,,,,YG016,2025-03-04 16:24:29,,True,admin
1280,,False,نائب المسؤول العام,,,YG010,2025-03-04 16:42:03,,True,admin
1282,2025,False,مسؤول فئتيّ الإعدادي والثانوي,,,YG026,2025-03-06 20:29:42,,True,admin
1282,2025,False,مسؤول براعم,,,YG026,2025-03-06 20:29:42,,True,admin
1282,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG026,2025-03-06 20:29:42,,True,admin
1283,2025,False,مسؤول براعم,,,YG026,2025-03-07 11:38:14,,True,admin
1283,2025,False,مسؤول إعدادي وثانوي,,,YG026,2025-03-07 11:38:14,,True,admin
1284,2025,False,,,,YG010,2025-03-07 12:22:09,,True,admin
1285,2025,False,المسؤول العام,,,YG009,2025-03-07 15:32:29,,True,admin
1285,2025,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG009,2025-03-07 15:32:29,,True,admin
1287,,False,المسؤول العام,,,YG005,2025-03-08 21:44:17,,True,admin
1287,,False,مسؤول فئة العاملة,,,YG005,2025-03-08 21:44:17,,True,admin
1287,,False,مسؤول فئتيّ الجامعيّة والعاملة,,,YG005,2025-03-08 21:44:17,,True,admin
1287,,False,مسؤول فئة الإعدادي,,,YG005,2025-03-08 21:44:17,,True,admin
1288,,False,مسؤول لجنة المواضيع,,,YG011,2025-03-08 23:50:47,,True,admin
1290,2025,False,,,,YG012,2025-03-09 12:51:26,,True,admin
1290,,False,المسؤول العام,,,YG012,2025-03-09 12:51:26,,True,admin
