person_id,hobby_skill,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
54,مهارات إداريّة,2025-01-31 11:13:42,,True,admin
54,مهارات العمل الجماعي,2025-01-31 11:13:42,,True,admin
54,مهارات التخطيط,2025-01-31 11:13:42,,True,admin
54,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:13:42,,True,admin
54,تأدية حركات التراتيل,2025-01-31 11:13:42,,True,admin
55,الرياضة,2025-01-31 11:13:42,2026-05-29 15:59:09,False,admin
55,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:13:42,2026-05-29 15:59:09,False,admin
56,مهارات التواصل,2025-01-31 11:13:44,2026-05-29 15:23:00,False,admin
56,مهارات إداريّة,2025-01-31 11:13:44,2026-05-29 15:23:00,False,admin
56,مهارات العمل الجماعي,2025-01-31 11:13:44,2026-05-29 15:23:00,False,admin
56,مهارات التخطيط,2025-01-31 11:13:44,2026-05-29 15:23:00,False,admin
57,التنظيم لأعمال تطوعيّة,2025-01-31 11:13:45,,True,admin
57,الرياضة,2025-01-31 11:13:45,,True,admin
58,الرسم,2025-01-31 11:13:45,,True,admin
58,أشغال يدويّة,2025-01-31 11:13:45,,True,admin
60,الغناء,2025-01-31 11:13:46,,True,admin
60,الترتيل,2025-01-31 11:13:46,,True,admin
60,الرسم,2025-01-31 11:13:46,,True,admin
61,الترتيل,2025-01-31 11:13:46,,True,admin
61,التنظيم لأعمال تطوعيّة,2025-01-31 11:13:46,,True,admin
61,تأدية حركات التراتيل,2025-01-31 11:13:46,,True,admin
62,مهارات العمل الجماعي,2025-01-31 11:13:48,2026-05-29 16:28:21,False,admin
62,تحضير الألعاب,2025-01-31 11:13:48,2026-05-29 16:28:21,False,admin
62,التنظيم لأعمال تطوعيّة,2025-01-31 11:13:48,2026-05-29 16:28:21,False,admin
62,أشغال يدويّة,2025-01-31 11:13:48,2026-05-29 16:28:21,False,admin
63,تصوير فيديو,2025-01-31 11:13:49,,True,admin
63,الرسم,2025-01-31 11:13:49,,True,admin
64,تصوير فيديو,2025-01-31 11:13:49,,True,admin
64,مونتاج فيديو,2025-01-31 11:13:49,,True,admin
64,مهارات التواصل,2025-01-31 11:13:49,,True,admin
64,مهارات العمل الجماعي,2025-01-31 11:13:49,,True,admin
64,مهارات التخطيط,2025-01-31 11:13:49,,True,admin
64,تحضير الألعاب,2025-01-31 11:13:49,,True,admin
64,التنظيم لأعمال تطوعيّة,2025-01-31 11:13:49,,True,admin
64,تأدية حركات التراتيل,2025-01-31 11:13:49,,True,admin
65,العزف,2025-01-31 11:13:49,,True,admin
65,الرياضة,2025-01-31 11:13:49,,True,admin
65,التصوير الفوتوغرافي,2025-01-31 11:13:49,,True,admin
65,التمثيل,2025-01-31 11:13:49,,True,admin
65,مهارات العمل الجماعي,2025-01-31 11:13:49,,True,admin
65,تحضير الألعاب,2025-01-31 11:13:49,,True,admin
65,أشغال يدويّة,2025-01-31 11:13:49,,True,admin
65,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:13:49,,True,admin
67,التنظيم لأعمال تطوعيّة,2025-01-31 11:13:51,2026-05-29 15:23:53,False,admin
67,أشغال يدويّة,2025-01-31 11:13:51,2026-05-29 15:23:53,False,admin
68,الغناء,2025-01-31 11:13:52,,True,admin
68,الترتيل,2025-01-31 11:13:52,,True,admin
68,كتابة نصوص,2025-01-31 11:13:52,,True,admin
68,القراءة,2025-01-31 11:13:52,,True,admin
68,مهارات التواصل,2025-01-31 11:13:52,,True,admin
68,مهارات العمل الجماعي,2025-01-31 11:13:52,,True,admin
68,تحضير الألعاب,2025-01-31 11:13:52,,True,admin
68,أشغال يدويّة,2025-01-31 11:13:52,,True,admin
69,التمثيل,2025-01-31 11:13:53,,True,admin
69,مهارات التواصل,2025-01-31 11:13:53,,True,admin
69,مهارات إداريّة,2025-01-31 11:13:53,,True,admin
69,مهارات العمل الجماعي,2025-01-31 11:13:53,,True,admin
69,مهارات التخطيط,2025-01-31 11:13:53,,True,admin
70,مهارات إداريّة,2025-01-31 11:13:55,,True,admin
70,مهارات العمل الجماعي,2025-01-31 11:13:55,,True,admin
70,مهارات التخطيط,2025-01-31 11:13:55,,True,admin
72,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:00,,True,admin
73,العزف,2025-01-31 11:14:01,,True,admin
73,الغناء,2025-01-31 11:14:01,,True,admin
73,الترتيل,2025-01-31 11:14:01,,True,admin
73,التصوير الفوتوغرافي,2025-01-31 11:14:01,,True,admin
73,التصميم الجرافيكي,2025-01-31 11:14:01,,True,admin
73,التمثيل,2025-01-31 11:14:01,,True,admin
73,الإخراج (السينمائي/ المسرحي),2025-01-31 11:14:01,,True,admin
73,تصوير فيديو,2025-01-31 11:14:01,,True,admin
73,التصميم الداخلي/ ديكور,2025-01-31 11:14:01,,True,admin
73,مهارات التواصل,2025-01-31 11:14:01,,True,admin
73,مهارات إداريّة,2025-01-31 11:14:01,,True,admin
73,مهارات العمل الجماعي,2025-01-31 11:14:01,,True,admin
73,مهارات التخطيط,2025-01-31 11:14:01,,True,admin
73,تحضير الألعاب,2025-01-31 11:14:01,,True,admin
73,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:01,,True,admin
73,أشغال يدويّة,2025-01-31 11:14:01,,True,admin
74,مهارات العمل الجماعي,2025-01-31 11:14:02,,True,admin
74,تصوير فيديو,2025-01-31 11:14:02,,True,admin
75,التصوير الفوتوغرافي,2025-01-31 11:14:03,,True,admin
75,القراءة,2025-01-31 11:14:03,,True,admin
78,تصوير فيديو,2025-01-31 11:14:11,,True,admin
78,تحضير الألعاب,2025-01-31 11:14:11,,True,admin
78,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:11,,True,admin
79,التمثيل,2025-01-31 11:14:11,,True,admin
79,تحضير الألعاب,2025-01-31 11:14:11,,True,admin
79,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:11,,True,admin
79,تأدية حركات التراتيل,2025-01-31 11:14:11,,True,admin
80,القراءة,2025-01-31 11:14:12,,True,admin
82,الرياضة,2025-01-31 11:14:14,,True,admin
83,الرياضة,2025-01-31 11:14:15,,True,admin
83,التمثيل,2025-01-31 11:14:15,,True,admin
84,الرياضة,2025-01-31 11:14:16,,True,admin
84,القراءة,2025-01-31 11:14:16,,True,admin
84,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:16,,True,admin
85,العزف,2025-01-31 11:14:17,,True,admin
85,الرياضة,2025-01-31 11:14:17,,True,admin
85,التمثيل,2025-01-31 11:14:17,,True,admin
85,مهارات العمل الجماعي,2025-01-31 11:14:17,,True,admin
85,تحضير الألعاب,2025-01-31 11:14:17,,True,admin
85,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:17,,True,admin
85,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:17,,True,admin
86,تصوير فيديو,2025-01-31 11:14:17,,True,admin
86,مونتاج فيديو,2025-01-31 11:14:17,,True,admin
87,الغناء,2025-01-31 11:14:19,,True,admin
87,الترتيل,2025-01-31 11:14:19,,True,admin
87,التمثيل,2025-01-31 11:14:19,,True,admin
87,كتابة نصوص,2025-01-31 11:14:19,,True,admin
87,الرسم,2025-01-31 11:14:19,,True,admin
87,القراءة,2025-01-31 11:14:19,,True,admin
87,مهارات التواصل,2025-01-31 11:14:19,,True,admin
87,مهارات العمل الجماعي,2025-01-31 11:14:19,,True,admin
87,تحضير الألعاب,2025-01-31 11:14:19,,True,admin
87,تأدية حركات التراتيل,2025-01-31 11:14:19,,True,admin
88,الرياضة,2025-01-31 11:14:19,,True,admin
88,التصوير الفوتوغرافي,2025-01-31 11:14:19,,True,admin
88,مونتاج فيديو,2025-01-31 11:14:19,,True,admin
88,مهارات إداريّة,2025-01-31 11:14:19,,True,admin
88,مهارات العمل الجماعي,2025-01-31 11:14:19,,True,admin
88,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:19,,True,admin
88,أجهزة الصوت (صوتيّات ومِكسرات),2025-01-31 11:14:19,,True,admin
88,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:19,,True,admin
88,تأدية حركات التراتيل,2025-01-31 11:14:19,,True,admin
88,التمثيل,2025-01-31 11:14:19,,True,admin
88,كتابة نصوص,2025-01-31 11:14:19,,True,admin
89,العزف,2025-01-31 11:14:22,,True,admin
89,تحضير الألعاب,2025-01-31 11:14:22,,True,admin
89,الرياضة,2025-01-31 11:14:22,,True,admin
89,مهارات العمل الجماعي,2025-01-31 11:14:22,,True,admin
89,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:22,,True,admin
92,القراءة,2025-01-31 11:14:26,,True,admin
93,الدراجات,2025-01-31 11:14:26,,True,admin
94,التمثيل,2025-01-31 11:14:27,,True,admin
94,التصميم الداخلي/ ديكور,2025-01-31 11:14:27,,True,admin
94,مهارات العمل الجماعي,2025-01-31 11:14:27,,True,admin
94,تحضير الألعاب,2025-01-31 11:14:27,,True,admin
94,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:27,,True,admin
94,أشغال يدويّة,2025-01-31 11:14:27,,True,admin
94,تأدية حركات التراتيل,2025-01-31 11:14:27,,True,admin
95,الرياضة,2025-01-31 11:14:27,,True,admin
95,مهارات التواصل,2025-01-31 11:14:27,,True,admin
95,مهارات العمل الجماعي,2025-01-31 11:14:27,,True,admin
95,تحضير الألعاب,2025-01-31 11:14:27,,True,admin
95,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:27,,True,admin
95,أشغال يدويّة,2025-01-31 11:14:27,,True,admin
95,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:27,,True,admin
95,تأدية حركات التراتيل,2025-01-31 11:14:27,,True,admin
96,الرياضة,2025-01-31 11:14:27,,True,admin
96,التصوير الفوتوغرافي,2025-01-31 11:14:27,,True,admin
97,الغناء,2025-01-31 11:14:27,,True,admin
97,الرياضة,2025-01-31 11:14:27,,True,admin
99,الرياضة,2025-01-31 11:14:29,,True,admin
100,مهارات التواصل,2025-01-31 11:14:30,,True,admin
100,مهارات إداريّة,2025-01-31 11:14:30,,True,admin
100,مهارات العمل الجماعي,2025-01-31 11:14:30,,True,admin
100,أشغال يدويّة,2025-01-31 11:14:30,,True,admin
102,الغناء,2025-01-31 11:14:32,2026-05-27 20:28:08,False,admin
102,الترتيل,2025-01-31 11:14:32,2026-05-27 20:28:08,False,admin
102,القراءة,2025-01-31 11:14:32,2026-05-27 20:28:08,False,admin
102,مهارات التخطيط,2025-01-31 11:14:32,2026-05-27 20:28:08,False,admin
102,أشغال يدويّة,2025-01-31 11:14:32,2026-05-27 20:28:08,False,admin
103,التصميم الجرافيكي,2025-01-31 11:14:33,,True,admin
103,تصوير فيديو,2025-01-31 11:14:33,,True,admin
103,التصميم الداخلي/ ديكور,2025-01-31 11:14:33,,True,admin
103,مونتاج فيديو,2025-01-31 11:14:33,,True,admin
103,مهارات التواصل,2025-01-31 11:14:33,,True,admin
103,مهارات إداريّة,2025-01-31 11:14:33,,True,admin
103,مهارات العمل الجماعي,2025-01-31 11:14:33,,True,admin
103,مهارات التخطيط,2025-01-31 11:14:33,,True,admin
103,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:33,,True,admin
103,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:33,,True,admin
104,الترتيل,2025-01-31 11:14:34,2026-05-29 16:37:46,False,admin
104,مهارات إداريّة,2025-01-31 11:14:34,2026-05-29 16:37:46,False,admin
104,مهارات العمل الجماعي,2025-01-31 11:14:34,2026-05-29 16:37:46,False,admin
104,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:34,2026-05-29 16:37:46,False,admin
104,تأدية حركات التراتيل,2025-01-31 11:14:34,2026-05-29 16:37:46,False,admin
106,كتابة نصوص,2025-01-31 11:14:36,,True,admin
106,القراءة,2025-01-31 11:14:36,,True,admin
107,الرياضة,2025-01-31 11:14:37,,True,admin
107,التصوير الفوتوغرافي,2025-01-31 11:14:37,,True,admin
108,العزف,2025-01-31 11:14:38,,True,admin
108,الرسم,2025-01-31 11:14:38,,True,admin
108,أشغال يدويّة,2025-01-31 11:14:38,,True,admin
109,الرياضة,2025-01-31 11:14:39,,True,admin
109,مهارات التواصل,2025-01-31 11:14:39,,True,admin
109,مهارات إداريّة,2025-01-31 11:14:39,,True,admin
109,مهارات العمل الجماعي,2025-01-31 11:14:39,,True,admin
109,مهارات التخطيط,2025-01-31 11:14:39,,True,admin
109,تحضير الألعاب,2025-01-31 11:14:39,,True,admin
109,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:39,,True,admin
111,التمثيل,2025-01-31 11:14:40,,True,admin
111,تحضير الألعاب,2025-01-31 11:14:40,,True,admin
111,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:40,,True,admin
111,أشغال يدويّة,2025-01-31 11:14:40,,True,admin
111,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:40,,True,admin
111,تأدية حركات التراتيل,2025-01-31 11:14:40,,True,admin
113,التصوير الفوتوغرافي,2025-01-31 11:14:41,,True,admin
113,أشغال يدويّة,2025-01-31 11:14:41,,True,admin
114,الترتيل,2025-01-31 11:14:41,,True,admin
115,الرياضة,2025-01-31 11:14:42,,True,admin
115,تحضير الألعاب,2025-01-31 11:14:42,,True,admin
116,الغناء,2025-01-31 11:14:42,,True,admin
117,الطبخ,2025-01-31 11:14:44,,True,admin
118,القراءة,2025-01-31 11:14:45,,True,admin
118,الترتيل,2025-01-31 11:14:45,,True,admin
118,الرياضة,2025-01-31 11:14:45,,True,admin
120,مهارات التواصل,2025-01-31 11:14:45,,True,admin
120,مهارات العمل الجماعي,2025-01-31 11:14:45,,True,admin
120,مهارات التخطيط,2025-01-31 11:14:45,,True,admin
120,تحضير الألعاب,2025-01-31 11:14:45,,True,admin
121,التصوير الفوتوغرافي,2025-01-31 11:14:45,,True,admin
121,التمثيل,2025-01-31 11:14:45,,True,admin
121,تصوير فيديو,2025-01-31 11:14:45,,True,admin
121,مهارات التواصل,2025-01-31 11:14:45,,True,admin
121,مهارات إداريّة,2025-01-31 11:14:45,,True,admin
121,السيارات,2025-01-31 11:14:45,,True,admin
122,التصوير الفوتوغرافي,2025-01-31 11:14:45,,True,admin
122,تصوير فيديو,2025-01-31 11:14:45,,True,admin
122,مونتاج فيديو,2025-01-31 11:14:45,,True,admin
122,مهارات إداريّة,2025-01-31 11:14:45,,True,admin
122,مهارات العمل الجماعي,2025-01-31 11:14:45,,True,admin
122,تحضير الألعاب,2025-01-31 11:14:45,,True,admin
123,الرياضة,2025-01-31 11:14:47,,True,admin
123,التصوير الفوتوغرافي,2025-01-31 11:14:47,,True,admin
123,التمثيل,2025-01-31 11:14:47,,True,admin
123,القراءة,2025-01-31 11:14:47,,True,admin
123,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:47,,True,admin
123,تأدية حركات التراتيل,2025-01-31 11:14:47,,True,admin
125,الرياضة,2025-01-31 11:14:47,,True,admin
126,الرياضة,2025-01-31 11:14:47,,True,admin
126,مهارات إداريّة,2025-01-31 11:14:47,,True,admin
126,مهارات العمل الجماعي,2025-01-31 11:14:47,,True,admin
126,مهارات التخطيط,2025-01-31 11:14:47,,True,admin
126,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:47,,True,admin
127,مهارات إداريّة,2025-01-31 11:14:50,2026-05-29 15:52:53,False,admin
127,تحضير الألعاب,2025-01-31 11:14:50,2026-05-29 15:52:53,False,admin
129,التصوير الفوتوغرافي,2025-01-31 11:14:51,,True,admin
129,تصوير فيديو,2025-01-31 11:14:51,,True,admin
129,مونتاج فيديو,2025-01-31 11:14:51,,True,admin
130,التمثيل,2025-01-31 11:14:51,,True,admin
130,الدبكة والرقصات الفولكلوريّة,2025-01-31 11:14:51,,True,admin
130,تأدية حركات التراتيل,2025-01-31 11:14:51,,True,admin
131,أشغال يدويّة,2025-01-31 11:14:52,,True,admin
131,تأدية حركات التراتيل,2025-01-31 11:14:52,,True,admin
132,تصوير فيديو,2025-01-31 11:14:53,,True,admin
133,الرياضة,2025-01-31 11:14:53,,True,admin
133,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:53,,True,admin
134,تحضير الألعاب,2025-01-31 11:14:54,,True,admin
134,تأدية حركات التراتيل,2025-01-31 11:14:54,,True,admin
135,الرياضة,2025-01-31 11:14:54,,True,admin
136,التصميم الجرافيكي,2025-01-31 11:14:57,,True,admin
136,التصميم الداخلي/ ديكور,2025-01-31 11:14:57,,True,admin
136,مونتاج فيديو,2025-01-31 11:14:57,,True,admin
136,الرسم,2025-01-31 11:14:57,,True,admin
136,مهارات التواصل,2025-01-31 11:14:57,,True,admin
136,مهارات إداريّة,2025-01-31 11:14:57,,True,admin
136,مهارات العمل الجماعي,2025-01-31 11:14:57,,True,admin
136,مهارات التخطيط,2025-01-31 11:14:57,,True,admin
136,تحضير الألعاب,2025-01-31 11:14:57,,True,admin
136,التنظيم لأعمال تطوعيّة,2025-01-31 11:14:57,,True,admin
136,أشغال يدويّة,2025-01-31 11:14:57,,True,admin
139,مهارات التواصل,2025-01-31 11:14:58,,True,admin
