person_id,nationality,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
118,أردنيّة,2025-01-31 11:12:25,,True,admin
119,أردنيّة,2025-01-31 11:12:25,,True,admin
120,أردنيّة,2025-01-31 11:12:25,,True,admin
121,عراقيّة,2025-01-31 11:13:20,,True,admin
122,أردنيّة,2025-01-31 11:12:25,,True,admin
123,أردنيّة,2025-01-31 11:12:25,,True,admin
125,أردنيّة,2025-01-31 11:12:25,,True,admin
126,أردنيّة,2025-01-31 11:12:25,,True,admin
127,أردنيّة,2025-01-31 11:12:25,,True,admin
129,أردنيّة,2025-01-31 11:12:25,,True,admin
130,أردنيّة,2025-01-31 11:12:25,,True,admin
131,أردنيّة,2025-01-31 11:12:25,,True,admin
132,أردنيّة,2025-01-31 11:12:25,,True,admin
133,أردنيّة,2025-01-31 11:12:25,,True,admin
134,أردنيّة,2025-01-31 11:12:25,,True,admin
135,أردنيّة,2025-01-31 11:12:25,,True,admin
136,أردنيّة,2025-01-31 11:12:25,,True,admin
139,أردنيّة,2025-01-31 11:12:25,,True,admin
140,أردنيّة,2025-01-31 11:12:25,,True,admin
142,أردنيّة,2025-01-31 11:12:25,,True,admin
143,أردنيّة,2025-01-31 11:12:25,,True,admin
144,أردنيّة,2025-01-31 11:12:25,,True,admin
146,أردنيّة,2025-01-31 11:12:25,,True,admin
147,أردنيّة,2025-01-31 11:12:25,,True,admin
148,أردنيّة,2025-01-31 11:12:25,,True,admin
149,مصريّة,2025-01-31 11:13:45,,True,admin
150,أردنيّة,2025-01-31 11:12:25,,True,admin
152,أردنيّة,2025-01-31 11:12:25,,True,admin
153,أردنيّة,2025-01-31 11:12:25,,True,admin
154,عراقيّة,2025-01-31 11:13:20,,True,admin
155,أردنيّة,2025-01-31 11:12:25,,True,admin
156,أردنيّة,2025-01-31 11:12:25,,True,admin
157,أردنيّة,2025-01-31 11:12:25,,True,admin
158,أردنيّة,2025-01-31 11:12:25,,True,admin
159,أردنيّة,2025-01-31 11:12:25,,True,admin
160,أردنيّة,2025-01-31 11:12:25,,True,admin
161,أردنيّة,2025-01-31 11:12:25,,True,admin
162,أردنيّة,2025-01-31 11:12:25,,True,admin
164,أردنيّة,2025-01-31 11:12:25,,True,admin
165,أردنيّة,2025-01-31 11:12:25,,True,admin
166,أردنيّة,2025-01-31 11:12:25,,True,admin
168,أردنيّة,2025-01-31 11:12:25,,True,admin
170,أردنيّة,2025-01-31 11:12:25,,True,admin
171,أردنيّة,2025-01-31 11:12:25,,True,admin
172,أردنيّة,2025-01-31 11:12:25,,True,admin
173,أردنيّة,2025-01-31 11:12:25,,True,admin
174,أردنيّة,2025-01-31 11:12:25,,True,admin
175,أردنيّة,2025-01-31 11:12:25,,True,admin
176,أردنيّة,2025-01-31 11:12:25,,True,admin
177,أردنيّة,2025-01-31 11:12:25,,True,admin
178,أردنيّة,2025-01-31 11:12:25,,True,admin
179,أردنيّة,2025-01-31 11:12:25,,True,admin
180,أردنيّة,2025-01-31 11:12:25,,True,admin
181,أردنيّة,2025-01-31 11:12:25,,True,admin
182,أردنيّة,2025-01-31 11:12:25,,True,admin
183,أردنيّة,2025-01-31 11:12:25,,True,admin
184,عراقيّة,2025-01-31 11:13:20,,True,admin
185,أردنيّة,2025-01-31 11:12:25,,True,admin
188,أردنيّة,2025-01-31 11:12:25,,True,admin
189,أردنيّة,2025-01-31 11:12:25,,True,admin
190,أردنيّة,2025-01-31 11:12:25,,True,admin
191,أردنيّة,2025-01-31 11:12:25,,True,admin
192,أردنيّة,2025-01-31 11:12:25,,True,admin
193,أردنيّة,2025-01-31 11:12:25,,True,admin
196,أردنيّة,2025-01-31 11:12:25,,True,admin
198,عراقيّة,2025-01-31 11:13:20,,True,admin
199,أردنيّة,2025-01-31 11:12:25,,True,admin
200,أردنيّة,2025-01-31 11:12:25,,True,admin
201,أردنيّة,2025-01-31 11:12:25,,True,admin
202,أردنيّة,2025-01-31 11:12:25,,True,admin
207,أردنيّة,2025-01-31 11:12:25,,True,admin
208,أردنيّة,2025-01-31 11:12:25,,True,admin
209,أردنيّة,2025-01-31 11:12:25,,True,admin
210,أردنيّة,2025-01-31 11:12:25,,True,admin
212,أردنيّة,2025-01-31 11:12:25,,True,admin
213,أردنيّة,2025-01-31 11:12:25,,True,admin
214,أردنيّة,2025-01-31 11:12:25,,True,admin
215,أردنيّة,2025-01-31 11:12:25,,True,admin
216,عراقيّة,2025-01-31 11:13:20,,True,admin
217,أردنيّة,2025-01-31 11:12:25,,True,admin
218,أردنيّة,2025-01-31 11:12:25,,True,admin
219,أردنيّة,2025-01-31 11:12:25,,True,admin
220,أردنيّة,2025-01-31 11:12:25,,True,admin
222,أردنيّة,2025-01-31 11:12:25,,True,admin
224,أردنيّة,2025-01-31 11:12:25,,True,admin
225,أردنيّة,2025-01-31 11:12:25,,True,admin
226,أردنيّة,2025-01-31 11:12:25,,True,admin
227,أردنيّة,2025-01-31 11:12:25,,True,admin
228,أردنيّة,2025-01-31 11:12:25,,True,admin
229,أردنيّة,2025-01-31 11:12:25,,True,admin
230,أردنيّة,2025-01-31 11:12:25,,True,admin
231,أردنيّة,2025-01-31 11:12:25,,True,admin
234,عراقيّة,2025-01-31 11:13:20,,True,admin
235,أردنيّة,2025-01-31 11:12:25,,True,admin
236,أردنيّة,2025-01-31 11:12:25,,True,admin
237,أردنيّة,2025-01-31 11:12:25,,True,admin
238,أردنيّة,2025-01-31 11:12:25,,True,admin
239,أردنيّة,2025-01-31 11:12:25,,True,admin
240,أردنيّة,2025-01-31 11:12:25,,True,admin
242,أردنيّة,2025-01-31 11:12:25,,True,admin
243,مصريّة,2025-01-31 11:13:45,,True,admin
244,أردنيّة,2025-01-31 11:12:25,,True,admin
246,أمريكيّة,2025-01-31 11:16:50,,True,admin
247,أردنيّة,2025-01-31 11:12:25,,True,admin
248,أردنيّة,2025-01-31 11:12:25,,True,admin
249,أردنيّة,2025-01-31 11:12:25,,True,admin
250,أردنيّة,2025-01-31 11:12:25,,True,admin
251,أردنيّة,2025-01-31 11:12:25,,True,admin
252,أردنيّة,2025-01-31 11:12:25,,True,admin
255,أردنيّة,2025-01-31 11:12:25,,True,admin
256,أردنيّة,2025-01-31 11:12:25,,True,admin
257,أردنيّة,2025-01-31 11:12:25,,True,admin
259,أردنيّة,2025-01-31 11:12:25,,True,admin
260,أردنيّة,2025-01-31 11:12:25,,True,admin
261,أردنيّة,2025-01-31 11:12:25,,True,admin
262,أردنيّة,2025-01-31 11:12:25,,True,admin
265,أردنيّة,2025-01-31 11:12:25,,True,admin
266,أردنيّة,2025-01-31 11:12:25,,True,admin
268,أردنيّة,2025-01-31 11:12:25,,True,admin
270,أردنيّة,2025-01-31 11:12:25,,True,admin
273,أردنيّة,2025-01-31 11:12:25,,True,admin
274,أردنيّة,2025-01-31 11:12:25,,True,admin
275,أردنيّة,2025-01-31 11:12:25,,True,admin
276,عراقيّة,2025-01-31 11:13:20,,True,admin
277,أردنيّة,2025-01-31 11:12:25,,True,admin
279,فلسطينيّة,2025-01-31 11:18:03,,True,admin
281,عراقيّة,2025-01-31 11:13:20,,True,admin
282,أردنيّة,2025-01-31 11:12:25,,True,admin
283,أردنيّة,2025-01-31 11:12:25,,True,admin
284,أردنيّة,2025-01-31 11:12:25,,True,admin
285,أردنيّة,2025-01-31 11:12:25,,True,admin
286,أردنيّة,2025-01-31 11:12:25,,True,admin
287,أردنيّة,2025-01-31 11:12:25,,True,admin
288,أردنيّة,2025-01-31 11:12:25,,True,admin
289,أردنيّة,2025-01-31 11:12:25,,True,admin
290,أردنيّة,2025-01-31 11:12:25,,True,admin
291,أردنيّة,2025-01-31 11:12:25,,True,admin
292,مصريّة,2025-01-31 11:13:45,,True,admin
294,أردنيّة,2025-01-31 11:12:25,,True,admin
295,عراقيّة,2025-01-31 11:13:20,,True,admin
296,أردنيّة,2025-01-31 11:12:25,,True,admin
297,أردنيّة,2025-01-31 11:12:25,,True,admin
299,أردنيّة,2025-01-31 11:12:25,,True,admin
300,أردنيّة,2025-01-31 11:12:25,,True,admin
301,أردنيّة,2025-01-31 11:12:25,,True,admin
302,أردنيّة,2025-01-31 11:12:25,,True,admin
303,أردنيّة,2025-01-31 11:12:25,,True,admin
304,أردنيّة,2025-01-31 11:12:25,,True,admin
305,أردنيّة,2025-01-31 11:12:25,,True,admin
306,أردنيّة,2025-01-31 11:12:25,,True,admin
307,عراقيّة,2025-01-31 11:13:20,,True,admin
308,أردنيّة,2025-01-31 11:12:25,,True,admin
309,أردنيّة,2025-01-31 11:12:25,,True,admin
311,أردنيّة,2025-01-31 11:12:25,,True,admin
312,عراقيّة,2025-01-31 11:13:20,,True,admin
312,مصريّة,2025-01-31 11:13:45,,True,admin
314,أردنيّة,2025-01-31 11:12:25,,True,admin
316,أردنيّة,2025-01-31 11:12:25,,True,admin
317,أردنيّة,2025-01-31 11:12:25,,True,admin
319,أردنيّة,2025-01-31 11:12:25,,True,admin
320,أردنيّة,2025-01-31 11:12:25,,True,admin
321,أردنيّة,2025-01-31 11:12:25,,True,admin
322,أردنيّة,2025-01-31 11:12:25,,True,admin
324,أردنيّة,2025-01-31 11:12:25,,True,admin
325,أردنيّة,2025-01-31 11:12:25,,True,admin
326,أردنيّة,2025-01-31 11:12:25,,True,admin
327,أردنيّة,2025-01-31 11:12:25,,True,admin
328,أردنيّة,2025-01-31 11:12:25,,True,admin
329,أردنيّة,2025-01-31 11:12:25,,True,admin
330,أردنيّة,2025-01-31 11:12:25,,True,admin
331,أردنيّة,2025-01-31 11:12:25,,True,admin
332,أردنيّة,2025-01-31 11:12:25,,True,admin
333,أردنيّة,2025-01-31 11:12:25,,True,admin
334,أردنيّة,2025-01-31 11:12:25,,True,admin
335,أردنيّة,2025-01-31 11:12:25,,True,admin
336,أردنيّة,2025-01-31 11:12:25,,True,admin
337,أردنيّة,2025-01-31 11:12:25,,True,admin
338,أردنيّة,2025-01-31 11:12:25,,True,admin
339,أردنيّة,2025-01-31 11:12:25,,True,admin
340,أردنيّة,2025-01-31 11:12:25,,True,admin
341,أردنيّة,2025-01-31 11:12:25,,True,admin
342,أردنيّة,2025-01-31 11:12:25,,True,admin
343,أردنيّة,2025-01-31 11:12:25,,True,admin
344,أردنيّة,2025-01-31 11:12:25,,True,admin
345,أردنيّة,2025-01-31 11:12:25,,True,admin
346,أردنيّة,2025-01-31 11:12:25,,True,admin
346,أمريكيّة,2025-01-31 11:16:50,,True,admin
347,أردنيّة,2025-01-31 11:12:25,,True,admin
348,أردنيّة,2025-01-31 11:12:25,,True,admin
349,أردنيّة,2025-01-31 11:12:25,,True,admin
350,أردنيّة,2025-01-31 11:12:25,,True,admin
351,أردنيّة,2025-01-31 11:12:25,,True,admin
352,أردنيّة,2025-01-31 11:12:25,,True,admin
353,أردنيّة,2025-01-31 11:12:25,,True,admin
354,أردنيّة,2025-01-31 11:12:25,,True,admin
355,أردنيّة,2025-01-31 11:12:25,,True,admin
356,أردنيّة,2025-01-31 11:12:25,,True,admin
357,أردنيّة,2025-01-31 11:12:25,,True,admin
358,أردنيّة,2025-01-31 11:12:25,,True,admin
359,أردنيّة,2025-01-31 11:12:25,,True,admin
360,أردنيّة,2025-01-31 11:12:25,,True,admin
361,أردنيّة,2025-01-31 11:12:25,,True,admin
362,أردنيّة,2025-01-31 11:12:25,,True,admin
363,أردنيّة,2025-01-31 11:12:25,,True,admin
365,أردنيّة,2025-01-31 11:12:25,,True,admin
366,أردنيّة,2025-01-31 11:12:25,,True,admin
367,أردنيّة,2025-01-31 11:12:25,,True,admin
368,أردنيّة,2025-01-31 11:12:25,,True,admin
369,أردنيّة,2025-01-31 11:12:25,,True,admin
370,أردنيّة,2025-01-31 11:12:25,,True,admin
371,أردنيّة,2025-01-31 11:12:25,,True,admin
372,مصريّة,2025-01-31 11:13:45,,True,admin
373,أردنيّة,2025-01-31 11:12:25,,True,admin
374,أردنيّة,2025-01-31 11:12:25,,True,admin
376,أردنيّة,2025-01-31 11:12:25,,True,admin
377,أردنيّة,2025-01-31 11:12:25,,True,admin
378,أردنيّة,2025-01-31 11:12:25,,True,admin
379,أردنيّة,2025-01-31 11:12:25,,True,admin
380,أردنيّة,2025-01-31 11:12:25,,True,admin
381,أردنيّة,2025-01-31 11:12:25,,True,admin
382,أردنيّة,2025-01-31 11:12:25,,True,admin
383,أردنيّة,2025-01-31 11:12:25,,True,admin
384,أردنيّة,2025-01-31 11:12:25,,True,admin
385,أردنيّة,2025-01-31 11:12:25,,True,admin
386,أردنيّة,2025-01-31 11:12:25,,True,admin
387,أردنيّة,2025-01-31 11:12:25,,True,admin
388,أردنيّة,2025-01-31 11:12:25,,True,admin
389,أردنيّة,2025-01-31 11:12:25,,True,admin
390,أردنيّة,2025-01-31 11:12:25,,True,admin
392,أردنيّة,2025-01-31 11:12:25,,True,admin
393,أردنيّة,2025-01-31 11:12:25,,True,admin
394,أردنيّة,2025-01-31 11:12:25,,True,admin
395,أردنيّة,2025-01-31 11:12:25,,True,admin
396,أردنيّة,2025-01-31 11:12:25,,True,admin
397,أردنيّة,2025-01-31 11:12:25,,True,admin
398,أردنيّة,2025-01-31 11:12:25,,True,admin
399,أردنيّة,2025-01-31 11:12:25,,True,admin
402,أردنيّة,2025-01-31 11:12:25,,True,admin
403,أردنيّة,2025-01-31 11:12:25,,True,admin
405,أردنيّة,2025-01-31 11:12:25,,True,admin
407,أردنيّة,2025-01-31 11:12:25,,True,admin
408,أردنيّة,2025-01-31 11:12:25,,True,admin
409,أردنيّة,2025-01-31 11:12:25,,True,admin
410,أردنيّة,2025-01-31 11:12:25,,True,admin
411,أردنيّة,2025-01-31 11:12:25,,True,admin
413,أردنيّة,2025-01-31 11:12:25,,True,admin
414,أردنيّة,2025-01-31 11:12:25,,True,admin
415,أردنيّة,2025-01-31 11:12:25,,True,admin
416,أردنيّة,2025-01-31 11:12:25,,True,admin
417,أردنيّة,2025-01-31 11:12:25,,True,admin
418,أردنيّة,2025-01-31 11:12:25,,True,admin
419,أردنيّة,2025-01-31 11:12:25,,True,admin
420,أردنيّة,2025-01-31 11:12:25,,True,admin
421,أردنيّة,2025-01-31 11:12:25,,True,admin
422,أردنيّة,2025-01-31 11:12:25,,True,admin
423,أردنيّة,2025-01-31 11:12:25,,True,admin
424,أردنيّة,2025-01-31 11:12:25,,True,admin
425,أردنيّة,2025-01-31 11:12:25,,True,admin
426,أردنيّة,2025-01-31 11:12:25,,True,admin
427,أردنيّة,2025-01-31 11:12:25,,True,admin
428,أردنيّة,2025-01-31 11:12:25,,True,admin
429,أردنيّة,2025-01-31 11:12:25,,True,admin
430,أردنيّة,2025-01-31 11:12:25,,True,admin
431,أردنيّة,2025-01-31 11:12:25,,True,admin
432,أردنيّة,2025-01-31 11:12:25,,True,admin
433,أردنيّة,2025-01-31 11:12:25,,True,admin
434,أردنيّة,2025-01-31 11:12:25,,True,admin
435,أردنيّة,2025-01-31 11:12:25,,True,admin
436,أردنيّة,2025-01-31 11:12:25,,True,admin
437,أردنيّة,2025-01-31 11:12:25,,True,admin
438,أردنيّة,2025-01-31 11:12:25,,True,admin
439,أردنيّة,2025-01-31 11:12:25,,True,admin
440,أردنيّة,2025-01-31 11:12:25,,True,admin
441,أردنيّة,2025-01-31 11:12:25,,True,admin
442,أردنيّة,2025-01-31 11:12:25,,True,admin
443,أردنيّة,2025-01-31 11:12:25,,True,admin
444,أردنيّة,2025-01-31 11:12:25,,True,admin
445,أردنيّة,2025-01-31 11:12:25,,True,admin
446,أردنيّة,2025-01-31 11:12:25,,True,admin
447,أردنيّة,2025-01-31 11:12:25,,True,admin
448,أردنيّة,2025-01-31 11:12:25,,True,admin
449,أردنيّة,2025-01-31 11:12:25,,True,admin
450,أردنيّة,2025-01-31 11:12:25,,True,admin
451,أردنيّة,2025-01-31 11:12:25,,True,admin
452,أردنيّة,2025-01-31 11:12:25,,True,admin
453,أردنيّة,2025-01-31 11:12:25,,True,admin
454,أردنيّة,2025-01-31 11:12:25,,True,admin
455,أردنيّة,2025-01-31 11:12:25,,True,admin
456,أردنيّة,2025-01-31 11:12:25,,True,admin
457,أردنيّة,2025-01-31 11:12:25,,True,admin
458,أردنيّة,2025-01-31 11:12:25,,True,admin
459,أردنيّة,2025-01-31 11:12:25,,True,admin
460,أردنيّة,2025-01-31 11:12:25,,True,admin
461,أردنيّة,2025-01-31 11:12:25,,True,admin
462,أردنيّة,2025-01-31 11:12:25,,True,admin
463,أردنيّة,2025-01-31 11:12:25,,True,admin
464,أردنيّة,2025-01-31 11:12:25,,True,admin
466,عراقيّة,2025-01-31 11:13:20,,True,admin
467,مصريّة,2025-01-31 11:13:45,,True,admin
468,أردنيّة,2025-01-31 11:12:25,,True,admin
469,أردنيّة,2025-01-31 11:12:25,,True,admin
470,مصريّة,2025-01-31 11:13:45,,True,admin
471,أردنيّة,2025-01-31 11:12:25,,True,admin
472,أردنيّة,2025-01-31 11:12:25,,True,admin
473,أردنيّة,2025-01-31 11:12:25,,True,admin
474,مصريّة,2025-01-31 11:13:45,,True,admin
475,أردنيّة,2025-01-31 11:12:25,,True,admin
476,أردنيّة,2025-01-31 11:12:25,,True,admin
477,أردنيّة,2025-01-31 11:12:25,,True,admin
478,أردنيّة,2025-01-31 11:12:25,,True,admin
479,أردنيّة,2025-01-31 11:12:25,,True,admin
481,أردنيّة,2025-01-31 11:12:25,,True,admin
482,أردنيّة,2025-01-31 11:12:25,,True,admin
484,أردنيّة,2025-01-31 11:12:25,,True,admin
485,أردنيّة,2025-01-31 11:12:25,,True,admin
486,أردنيّة,2025-01-31 11:12:25,,True,admin
487,أردنيّة,2025-01-31 11:12:25,,True,admin
488,أردنيّة,2025-01-31 11:12:25,,True,admin
489,أردنيّة,2025-01-31 11:12:25,,True,admin
490,أردنيّة,2025-01-31 11:12:25,,True,admin
491,أردنيّة,2025-01-31 11:12:25,,True,admin
492,أردنيّة,2025-01-31 11:12:25,,True,admin
493,أردنيّة,2025-01-31 11:12:25,,True,admin
494,عراقيّة,2025-01-31 11:13:20,,True,admin
495,أردنيّة,2025-01-31 11:12:25,,True,admin
496,عراقيّة,2025-01-31 11:13:20,,True,admin
497,مصريّة,2025-01-31 11:13:45,,True,admin
499,أردنيّة,2025-01-31 11:12:25,,True,admin
500,عراقيّة,2025-01-31 11:13:20,,True,admin
501,أردنيّة,2025-01-31 11:12:25,,True,admin
502,أردنيّة,2025-01-31 11:12:25,,True,admin
503,عراقيّة,2025-01-31 11:13:20,,True,admin
504,أردنيّة,2025-01-31 11:12:25,,True,admin
505,عراقيّة,2025-01-31 11:13:20,,True,admin
506,أردنيّة,2025-01-31 11:12:25,,True,admin
507,أردنيّة,2025-01-31 11:12:25,,True,admin
508,أردنيّة,2025-01-31 11:12:25,,True,admin
509,أردنيّة,2025-01-31 11:12:25,,True,admin
510,أردنيّة,2025-01-31 11:12:25,,True,admin
511,أردنيّة,2025-01-31 11:12:25,,True,admin
512,عراقيّة,2025-01-31 11:13:20,,True,admin
513,أردنيّة,2025-01-31 11:12:25,,True,admin
514,أردنيّة,2025-01-31 11:12:25,,True,admin
515,أردنيّة,2025-01-31 11:12:25,,True,admin
516,أردنيّة,2025-01-31 11:12:25,,True,admin
517,أردنيّة,2025-01-31 11:12:25,,True,admin
518,أردنيّة,2025-01-31 11:12:25,,True,admin
519,أردنيّة,2025-01-31 11:12:25,,True,admin
520,أردنيّة,2025-01-31 11:12:25,,True,admin
521,أردنيّة,2025-01-31 11:12:25,,True,admin
522,أردنيّة,2025-01-31 11:12:25,,True,admin
523,أردنيّة,2025-01-31 11:12:25,,True,admin
524,أردنيّة,2025-01-31 11:12:25,,True,admin
527,أردنيّة,2025-01-31 11:12:25,,True,admin
528,أردنيّة,2025-01-31 11:12:25,,True,admin
530,أردنيّة,2025-01-31 11:12:25,,True,admin
531,أردنيّة,2025-01-31 11:12:25,,True,admin
532,أردنيّة,2025-01-31 11:12:25,,True,admin
534,أردنيّة,2025-01-31 11:12:25,,True,admin
536,أردنيّة,2025-01-31 11:12:25,,True,admin
537,أردنيّة,2025-01-31 11:12:25,,True,admin
539,أردنيّة,2025-01-31 11:12:25,,True,admin
543,أردنيّة,2025-01-31 11:12:25,,True,admin
544,مصريّة,2025-01-31 11:13:45,,True,admin
545,أردنيّة,2025-01-31 11:12:25,,True,admin
546,أمريكيّة,2025-01-31 11:16:50,,True,admin
547,أمريكيّة,2025-01-31 11:16:50,,True,admin
548,أردنيّة,2025-01-31 11:12:25,,True,admin
549,أردنيّة,2025-01-31 11:12:25,,True,admin
550,أردنيّة,2025-01-31 11:12:25,,True,admin
551,أردنيّة,2025-01-31 11:12:25,,True,admin
552,أردنيّة,2025-01-31 11:12:25,,True,admin
553,أردنيّة,2025-01-31 11:12:25,,True,admin
554,أردنيّة,2025-01-31 11:12:25,,True,admin
555,أردنيّة,2025-01-31 11:12:25,,True,admin
556,أردنيّة,2025-01-31 11:12:25,,True,admin
557,أردنيّة,2025-01-31 11:12:25,,True,admin
558,أمريكيّة,2025-01-31 11:16:50,,True,admin
559,أردنيّة,2025-01-31 11:12:25,,True,admin
560,أردنيّة,2025-01-31 11:12:25,,True,admin
561,أردنيّة,2025-01-31 11:12:25,,True,admin
562,أردنيّة,2025-01-31 11:12:25,,True,admin
563,أردنيّة,2025-01-31 11:12:25,,True,admin
564,أردنيّة,2025-01-31 11:12:25,,True,admin
566,عراقيّة,2025-01-31 11:13:20,,True,admin
567,أردنيّة,2025-01-31 11:12:25,,True,admin
568,أردنيّة,2025-01-31 11:12:25,,True,admin
569,أردنيّة,2025-01-31 11:12:25,,True,admin
570,أردنيّة,2025-01-31 11:12:25,,True,admin
571,أردنيّة,2025-01-31 11:12:25,,True,admin
572,أردنيّة,2025-01-31 11:12:25,,True,admin
573,أردنيّة,2025-01-31 11:12:25,,True,admin
574,أردنيّة,2025-01-31 11:12:25,,True,admin
575,أردنيّة,2025-01-31 11:12:25,,True,admin
576,أردنيّة,2025-01-31 11:12:25,,True,admin
577,أردنيّة,2025-01-31 11:12:25,,True,admin
578,أردنيّة,2025-01-31 11:12:25,,True,admin
579,أردنيّة,2025-01-31 11:12:25,,True,admin
