school_record_id,grade,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
SC000047,الصف الثالث,2025-02-01 14:15:29,,True,admin
SC000048,الصف الثالث,2025-02-01 14:17:47,,True,admin
SC000048,الصف الرابع,2025-02-01 14:17:47,,True,admin
SC000049,الصف العاشر,2025-02-01 14:18:23,,True,admin
SC000049,الصف الحادي عشر (الأول ثانوي),2025-02-01 14:18:23,,True,admin
SC000050,الصف السادس,2025-02-01 14:20:11,,True,admin
SC000050,الصف السابع,2025-02-01 14:20:11,,True,admin
SC000051,الصف الرابع,2025-02-01 14:21:00,,True,admin
SC000051,الصف الخامس,2025-02-01 14:21:00,,True,admin
SC000052,الصف الثاني,2025-02-01 14:23:52,,True,admin
SC000052,الصف الثالث,2025-02-01 14:23:52,,True,admin
SC000053,الصف الأول,2025-02-01 14:25:33,,True,admin
SC000053,الصف الثاني,2025-02-01 14:25:33,,True,admin
SC000054,الصف التاسع,2025-02-01 14:30:36,,True,admin
SC000054,الصف العاشر,2025-02-01 14:30:36,,True,admin
SC000055,الصف التاسع,2025-02-01 14:30:43,,True,admin
SC000055,الصف العاشر,2025-02-01 14:30:43,,True,admin
SC000056,الصف الثالث,2025-02-01 14:30:48,,True,admin
SC000056,الصف الرابع,2025-02-01 14:30:48,,True,admin
SC000057,الصف التاسع,2025-02-01 14:30:52,,True,admin
SC000057,الصف العاشر,2025-02-01 14:30:52,,True,admin
SC000058,الصف العاشر,2025-02-01 14:30:58,,True,admin
SC000058,الصف الحادي عشر (الأول ثانوي),2025-02-01 14:30:58,,True,admin
SC000059,الصف الثاني عشر (التوجيهي),2025-02-01 14:32:46,,True,admin
SC000060,الصف العاشر,2025-02-01 14:33:36,,True,admin
SC000060,الصف الحادي عشر (الأول ثانوي),2025-02-01 14:33:36,,True,admin
SC000061,الصف السادس,2025-02-01 14:35:15,,True,admin
SC000061,الصف السابع,2025-02-01 14:35:15,,True,admin
SC000062,الصف التاسع,2025-02-01 14:42:41,,True,admin
SC000062,الصف العاشر,2025-02-01 14:42:41,,True,admin
SC000063,الصف الأول,2025-02-01 14:43:19,,True,admin
SC000063,الصف الثاني,2025-02-01 14:43:19,,True,admin
SC000064,الروضة الصغرى (KG1),2025-02-01 14:44:58,,True,admin
SC000065,الصف السادس,2025-02-01 14:46:16,,True,admin
SC000065,الصف السابع,2025-02-01 14:46:16,,True,admin
SC000066,الصف الرابع,2025-02-01 14:47:30,,True,admin
SC000066,الصف الخامس,2025-02-01 14:47:30,,True,admin
SC000067,الصف الخامس,2025-02-01 14:48:05,,True,admin
SC000067,الصف السادس,2025-02-01 14:48:05,,True,admin
SC000068,الصف الثاني,2025-02-01 14:48:16,,True,admin
SC000068,الصف الثالث,2025-02-01 14:48:16,,True,admin
SC000069,الصف الثاني,2025-02-01 14:48:00,,True,admin
SC000069,الصف الثالث,2025-02-01 14:48:00,,True,admin
SC000070,الصف الثالث,2025-02-01 14:49:21,,True,admin
SC000070,الصف الرابع,2025-02-01 14:49:21,,True,admin
SC000071,الصف الرابع,2025-02-01 14:50:27,,True,admin
SC000071,الصف الخامس,2025-02-01 14:50:27,,True,admin
SC000072,الروضة الكبرى (KG2),2025-02-01 14:50:41,,True,admin
SC000072,الصف الأول,2025-02-01 14:50:41,,True,admin
SC000073,الروضة الكبرى (KG2),2025-02-01 14:51:39,,True,admin
SC000073,الصف الأول,2025-02-01 14:51:39,,True,admin
SC000074,الروضة الصغرى (KG1),2025-02-01 14:53:03,,True,admin
SC000074,الروضة الكبرى (KG2),2025-02-01 14:53:03,,True,admin
SC000075,الروضة الكبرى (KG2),2025-02-01 14:53:11,,True,admin
SC000075,الصف الأول,2025-02-01 14:53:11,,True,admin
SC000076,الصف التاسع,2025-02-01 14:58:42,,True,admin
SC000076,الصف العاشر,2025-02-01 14:58:42,,True,admin
SC000078,الصف الثاني,2025-02-01 15:05:23,,True,admin
SC000078,الصف الثالث,2025-02-01 15:05:23,,True,admin
SC000079,الصف الرابع,2025-02-01 15:05:53,,True,admin
SC000079,الصف الخامس,2025-02-01 15:05:53,,True,admin
SC000080,الصف الرابع,2025-02-01 15:07:01,,True,admin
SC000080,الصف الخامس,2025-02-01 15:07:01,,True,admin
SC000081,الروضة الكبرى (KG2),2025-02-01 15:07:17,,True,admin
SC000081,الصف الأول,2025-02-01 15:07:17,,True,admin
SC000082,الصف الثاني,2025-02-01 15:08:56,,True,admin
SC000082,الصف الثالث,2025-02-01 15:08:56,,True,admin
SC000083,الروضة الكبرى (KG2),2025-02-01 15:09:24,,True,admin
SC000083,الصف الأول,2025-02-01 15:09:24,,True,admin
SC000084,الصف الثامن,2025-02-01 15:09:52,,True,admin
SC000084,الصف التاسع,2025-02-01 15:09:52,,True,admin
SC000085,الروضة الصغرى (KG1),2025-02-01 15:09:55,,True,admin
SC000085,الروضة الكبرى (KG2),2025-02-01 15:09:55,,True,admin
SC000086,الصف العاشر,2025-02-01 15:14:04,,True,admin
SC000086,الصف الحادي عشر (الأول ثانوي),2025-02-01 15:14:04,,True,admin
SC000087,الصف الأول,2025-02-01 15:16:26,,True,admin
SC000087,الصف الثاني,2025-02-01 15:16:26,,True,admin
SC000088,الصف الأول,2025-02-01 15:17:11,,True,admin
SC000088,الصف الثاني,2025-02-01 15:17:11,,True,admin
SC000089,الصف الثالث,2025-02-01 15:18:22,,True,admin
SC000089,الصف الرابع,2025-02-01 15:18:22,,True,admin
SC000090,الصف الخامس,2025-02-01 15:19:28,,True,admin
SC000090,الصف السادس,2025-02-01 15:19:28,,True,admin
SC000091,الصف الثاني عشر (التوجيهي),2025-02-01 15:26:29,,True,admin
SC000092,الصف الثالث,2025-02-01 15:41:12,,True,admin
SC000092,الصف الرابع,2025-02-01 15:41:12,,True,admin
SC000093,الروضة الصغرى (KG1),2025-02-01 15:42:55,,True,admin
SC000093,الروضة الكبرى (KG2),2025-02-01 15:42:55,,True,admin
SC000094,الصف الثاني,2025-02-01 15:46:03,,True,admin
SC000094,الصف الثالث,2025-02-01 15:46:03,,True,admin
SC000095,الصف الخامس,2025-02-01 15:46:18,,True,admin
SC000095,الصف السادس,2025-02-01 15:46:18,,True,admin
SC000096,الروضة الصغرى (KG1),2025-02-01 15:47:30,,True,admin
SC000097,الروضة الصغرى (KG1),2025-02-01 15:49:55,,True,admin
SC000098,الروضة الكبرى (KG2),2025-02-01 15:52:51,,True,admin
SC000098,الصف الأول,2025-02-01 15:52:51,,True,admin
SC000099,الصف الرابع,2025-02-01 15:54:37,,True,admin
SC000099,الصف الخامس,2025-02-01 15:54:37,,True,admin
SC000100,الصف السابع,2025-02-01 15:56:31,,True,admin
SC000100,الصف الثامن,2025-02-01 15:56:31,,True,admin
SC000101,الصف الرابع,2025-02-01 16:01:06,,True,admin
SC000101,الصف الخامس,2025-02-01 16:01:06,,True,admin
SC000102,الصف الأول,2025-02-01 16:03:44,,True,admin
SC000102,الصف الثاني,2025-02-01 16:03:44,,True,admin
SC000103,الصف الثامن,2025-02-01 16:04:52,,True,admin
SC000103,الصف التاسع,2025-02-01 16:04:52,,True,admin
SC000104,الصف الخامس,2025-02-01 16:05:41,,True,admin
SC000104,الصف السادس,2025-02-01 16:05:41,,True,admin
SC000105,الصف الخامس,2025-02-01 16:20:00,,True,admin
SC000105,الصف السادس,2025-02-01 16:20:00,,True,admin
SC000106,الصف الأول,2025-02-01 16:22:19,,True,admin
SC000106,الصف الثاني,2025-02-01 16:22:19,,True,admin
SC000107,الصف الثالث,2025-02-01 16:23:32,,True,admin
SC000107,الصف الرابع,2025-02-01 16:23:32,,True,admin
SC000108,الصف العاشر,2025-02-01 16:24:02,,True,admin
SC000108,الصف الحادي عشر (الأول ثانوي),2025-02-01 16:24:02,,True,admin
SC000109,الصف التاسع,2025-02-01 16:43:48,,True,admin
SC000109,الصف العاشر,2025-02-01 16:43:48,,True,admin
SC000110,الصف التاسع,2025-02-01 16:45:55,,True,admin
SC000110,الصف العاشر,2025-02-01 16:45:55,,True,admin
SC000111,الروضة الصغرى (KG1),2025-02-01 16:59:38,,True,admin
SC000112,الصف السادس,2025-02-01 17:01:04,,True,admin
SC000112,الصف السابع,2025-02-01 17:01:04,,True,admin
SC000113,الصف التاسع,2025-02-01 17:04:00,,True,admin
SC000113,الصف العاشر,2025-02-01 17:04:00,,True,admin
SC000114,الصف الثامن,2025-02-01 17:33:17,,True,admin
SC000114,الصف التاسع,2025-02-01 17:33:17,,True,admin
SC000115,الصف السابع,2025-02-01 17:35:02,,True,admin
SC000115,الصف الثامن,2025-02-01 17:35:02,,True,admin
SC000116,الصف الثالث,2025-02-01 18:09:32,,True,admin
SC000116,الصف الرابع,2025-02-01 18:09:32,,True,admin
SC000117,الصف الرابع,2025-02-01 19:08:41,,True,admin
SC000117,الصف الخامس,2025-02-01 19:08:41,,True,admin
SC000118,الصف الثالث,2025-02-01 19:11:43,,True,admin
SC000118,الصف الرابع,2025-02-01 19:11:43,,True,admin
SC000119,الصف الثاني,2025-02-01 19:14:56,,True,admin
SC000119,الصف الثالث,2025-02-01 19:14:56,,True,admin
SC000120,الروضة الكبرى (KG2),2025-02-01 19:17:13,,True,admin
SC000120,الصف الأول,2025-02-01 19:17:13,,True,admin
SC000121,الصف الثامن,2025-02-01 19:20:59,,True,admin
SC000121,الصف التاسع,2025-02-01 19:20:59,,True,admin
SC000122,الصف التاسع,2025-02-01 20:41:09,,True,admin
SC000122,الصف العاشر,2025-02-01 20:41:09,,True,admin
SC000123,الصف التاسع,2025-02-01 20:42:02,,True,admin
SC000123,الصف العاشر,2025-02-01 20:42:02,,True,admin
SC000124,الصف التاسع,2025-02-01 20:42:42,,True,admin
SC000124,الصف العاشر,2025-02-01 20:42:42,,True,admin
SC000127,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:43:35,,True,admin
SC000127,الصف الثاني عشر (التوجيهي),2025-02-01 20:43:35,,True,admin
SC000128,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:43:36,,True,admin
SC000128,الصف الثاني عشر (التوجيهي),2025-02-01 20:43:36,,True,admin
SC000130,الصف التاسع,2025-02-01 20:43:00,,True,admin
SC000130,الصف العاشر,2025-02-01 20:43:00,,True,admin
SC000131,الصف العاشر,2025-02-01 20:45:02,,True,admin
SC000131,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:45:02,,True,admin
SC000132,الصف العاشر,2025-02-01 20:45:17,,True,admin
SC000132,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:45:17,,True,admin
SC000134,الصف العاشر,2025-02-01 20:46:42,,True,admin
SC000134,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:46:42,,True,admin
SC000136,الصف العاشر,2025-02-01 20:47:48,,True,admin
SC000136,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:47:48,,True,admin
SC000137,الروضة الصغرى (KG1),2025-02-01 20:48:54,,True,admin
SC000137,الروضة الكبرى (KG2),2025-02-01 20:48:54,,True,admin
SC000139,الصف العاشر,2025-02-01 20:50:28,,True,admin
SC000139,الصف الحادي عشر (الأول ثانوي),2025-02-01 20:50:28,,True,admin
SC000143,الروضة الكبرى (KG2),2025-02-01 20:57:44,,True,admin
SC000143,الصف الأول,2025-02-01 20:57:44,,True,admin
SC000144,الصف الخامس,2025-02-01 20:57:58,,True,admin
SC000144,الصف السادس,2025-02-01 20:57:58,,True,admin
SC000145,الصف التاسع,2025-02-01 20:58:50,,True,admin
SC000145,الصف العاشر,2025-02-01 20:58:50,,True,admin
SC000146,الصف الثالث,2025-02-01 21:00:47,,True,admin
SC000146,الصف الرابع,2025-02-01 21:00:47,,True,admin
SC000147,الروضة الكبرى (KG2),2025-02-01 21:02:27,,True,admin
SC000147,الصف الأول,2025-02-01 21:02:27,,True,admin
SC000148,الصف العاشر,2025-02-01 21:05:33,,True,admin
SC000148,الصف الحادي عشر (الأول ثانوي),2025-02-01 21:05:33,,True,admin
SC000149,الصف الثاني,2025-02-01 21:06:06,,True,admin
SC000149,الصف الثالث,2025-02-01 21:06:06,,True,admin
SC000150,الصف الرابع,2025-02-01 21:06:11,,True,admin
SC000150,الصف الخامس,2025-02-01 21:06:11,,True,admin
SC000151,الصف الثالث,2025-02-01 21:06:53,,True,admin
SC000151,الصف الرابع,2025-02-01 21:06:53,,True,admin
SC000152,الصف الخامس,2025-02-01 21:08:56,,True,admin
SC000152,الصف السادس,2025-02-01 21:08:56,,True,admin
SC000153,الصف الأول,2025-02-01 21:10:05,,True,admin
SC000153,الصف الثاني,2025-02-01 21:10:05,,True,admin
SC000154,الصف الرابع,2025-02-01 21:10:48,,True,admin
SC000154,الصف الخامس,2025-02-01 21:10:48,,True,admin
SC000155,الصف الثامن,2025-02-01 21:12:05,,True,admin
SC000155,الصف التاسع,2025-02-01 21:12:05,,True,admin
SC000156,الصف السادس,2025-02-01 21:13:32,,True,admin
SC000156,الصف السابع,2025-02-01 21:13:32,,True,admin
SC000157,الصف السادس,2025-02-01 21:14:44,,True,admin
SC000157,الصف السابع,2025-02-01 21:14:44,,True,admin
SC000158,الصف الرابع,2025-02-01 21:14:45,,True,admin
SC000158,الصف الخامس,2025-02-01 21:14:45,,True,admin
SC000159,الصف الثاني,2025-02-01 21:14:54,,True,admin
SC000159,الصف الثالث,2025-02-01 21:14:54,,True,admin
SC000160,الصف السابع,2025-02-01 21:15:14,,True,admin
SC000160,الصف الثامن,2025-02-01 21:15:14,,True,admin
SC000161,الصف الأول,2025-02-01 21:16:36,,True,admin
SC000161,الصف الثاني,2025-02-01 21:16:36,,True,admin
SC000162,الصف الأول,2025-02-01 21:16:49,,True,admin
SC000162,الصف الثاني,2025-02-01 21:16:49,,True,admin
SC000163,الصف العاشر,2025-02-01 21:21:06,,True,admin
SC000163,الصف الحادي عشر (الأول ثانوي),2025-02-01 21:21:06,,True,admin
SC000165,الصف السادس,2025-02-01 21:42:00,,True,admin
SC000165,الصف السابع,2025-02-01 21:42:00,,True,admin
SC000166,الصف الثاني,2025-02-01 21:43:21,,True,admin
SC000166,الصف الثالث,2025-02-01 21:43:21,,True,admin
SC000167,الصف الرابع,2025-02-01 21:44:51,,True,admin
SC000167,الصف الخامس,2025-02-01 21:44:51,,True,admin
SC000168,الصف الأول,2025-02-01 21:45:20,,True,admin
SC000168,الصف الثاني,2025-02-01 21:45:20,,True,admin
SC000169,الصف الرابع,2025-02-01 21:46:43,,True,admin
SC000169,الصف الخامس,2025-02-01 21:46:43,,True,admin
SC000170,الروضة الصغرى (KG1),2025-02-01 21:49:07,,True,admin
SC000170,الروضة الكبرى (KG2),2025-02-01 21:49:07,,True,admin
SC000171,الصف الحادي عشر (الأول ثانوي),2025-02-01 21:55:58,,True,admin
SC000171,الصف الثاني عشر (التوجيهي),2025-02-01 21:55:58,,True,admin
SC000172,الصف الثاني,2025-02-01 21:59:15,,True,admin
SC000172,الصف الثالث,2025-02-01 21:59:15,,True,admin
SC000173,الصف الثالث,2025-02-01 22:03:08,,True,admin
SC000173,الصف الرابع,2025-02-01 22:03:08,,True,admin
SC000174,الصف الرابع,2025-02-01 22:07:55,,True,admin
SC000174,الصف الخامس,2025-02-01 22:07:55,,True,admin
SC000175,الصف الثالث,2025-02-01 22:09:36,,True,admin
SC000175,الصف الرابع,2025-02-01 22:09:36,,True,admin
SC000178,الصف الثاني,2025-02-01 22:42:56,,True,admin
SC000178,الصف الثالث,2025-02-01 22:42:56,,True,admin
SC000180,الصف الأول,2025-02-01 22:58:55,,True,admin
SC000180,الصف الثاني,2025-02-01 22:58:55,,True,admin
SC000181,الصف الأول,2025-02-01 23:03:48,,True,admin
SC000181,الصف الثاني,2025-02-01 23:03:48,,True,admin
SC000182,الصف الرابع,2025-02-01 23:12:18,,True,admin
SC000182,الصف الخامس,2025-02-01 23:12:18,,True,admin
SC000183,الصف الرابع,2025-02-01 23:18:24,,True,admin
SC000183,الصف الخامس,2025-02-01 23:18:24,,True,admin
SC000186,الصف التاسع,2025-02-02 00:16:32,,True,admin
SC000186,الصف العاشر,2025-02-02 00:16:32,,True,admin
SC000187,الروضة الكبرى (KG2),2025-02-02 01:27:58,,True,admin
SC000187,الصف الأول,2025-02-02 01:27:58,,True,admin
SC000188,الصف العاشر,2025-02-02 06:33:07,,True,admin
SC000188,الصف الحادي عشر (الأول ثانوي),2025-02-02 06:33:07,,True,admin
SC000189,الصف التاسع,2025-02-02 08:11:00,,True,admin
SC000189,الصف العاشر,2025-02-02 08:11:00,,True,admin
SC000191,الصف الخامس,2025-02-02 10:27:30,,True,admin
SC000191,الصف السادس,2025-02-02 10:27:30,,True,admin
SC000192,الصف الثالث,2025-02-02 10:29:17,,True,admin
SC000192,الصف الرابع,2025-02-02 10:29:17,,True,admin
SC000193,الصف الخامس,2025-02-02 10:29:38,,True,admin
SC000193,الصف السادس,2025-02-02 10:29:38,,True,admin
SC000194,الصف الثاني,2025-02-02 10:35:12,,True,admin
SC000194,الصف الثالث,2025-02-02 10:35:12,,True,admin
SC000195,الروضة الصغرى (KG1),2025-02-02 10:36:39,,True,admin
SC000195,الروضة الكبرى (KG2),2025-02-02 10:36:39,,True,admin
SC000196,الصف الثالث,2025-02-02 10:37:53,,True,admin
SC000196,الصف الرابع,2025-02-02 10:37:53,,True,admin
SC000197,الصف الخامس,2025-02-02 10:38:12,,True,admin
SC000197,الصف السادس,2025-02-02 10:38:12,,True,admin
SC000198,الصف الخامس,2025-02-02 10:39:15,,True,admin
SC000198,الصف السادس,2025-02-02 10:39:15,,True,admin
SC000199,الروضة الكبرى (KG2),2025-02-02 10:56:05,,True,admin
SC000199,الصف الأول,2025-02-02 10:56:05,,True,admin
SC000200,الصف الحادي عشر (الأول ثانوي),2025-02-02 10:59:22,,True,admin
SC000200,الصف الثاني عشر (التوجيهي),2025-02-02 10:59:22,,True,admin
SC000201,الصف التاسع,2025-02-02 11:00:53,,True,admin
SC000201,الصف العاشر,2025-02-02 11:00:53,,True,admin
SC000202,الصف العاشر,2025-02-02 11:01:33,,True,admin
SC000202,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:01:33,,True,admin
SC000203,الصف الرابع,2025-02-02 11:05:34,,True,admin
SC000203,الصف الخامس,2025-02-02 11:05:34,,True,admin
SC000204,الصف العاشر,2025-02-02 11:06:08,,True,admin
SC000204,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:06:08,,True,admin
SC000205,الصف الأول,2025-02-02 11:06:47,,True,admin
SC000205,الصف الثاني,2025-02-02 11:06:47,,True,admin
SC000206,الصف العاشر,2025-02-02 11:07:01,,True,admin
SC000206,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:07:01,,True,admin
SC000207,الصف العاشر,2025-02-02 11:09:31,,True,admin
SC000207,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:09:31,,True,admin
SC000208,الصف الأول,2025-02-02 11:10:58,,True,admin
SC000208,الصف الثاني,2025-02-02 11:10:58,,True,admin
SC000209,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:11:06,,True,admin
SC000209,الصف الثاني عشر (التوجيهي),2025-02-02 11:11:06,,True,admin
SC000210,الصف العاشر,2025-02-02 11:19:03,,True,admin
SC000210,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:19:03,,True,admin
SC000211,الصف العاشر,2025-02-02 11:27:35,,True,admin
SC000211,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:27:35,,True,admin
SC000212,الصف الأول,2025-02-02 11:30:23,,True,admin
SC000212,الصف الثاني,2025-02-02 11:30:23,,True,admin
SC000213,الصف التاسع,2025-02-02 11:31:22,,True,admin
SC000213,الصف العاشر,2025-02-02 11:31:22,,True,admin
SC000214,الصف التاسع,2025-02-02 11:34:54,,True,admin
SC000214,الصف العاشر,2025-02-02 11:34:54,,True,admin
SC000215,الصف الخامس,2025-02-02 11:41:45,,True,admin
SC000215,الصف السادس,2025-02-02 11:41:45,,True,admin
SC000216,الصف الأول,2025-02-02 11:43:19,,True,admin
SC000216,الصف الثاني,2025-02-02 11:43:19,,True,admin
SC000217,الصف التاسع,2025-02-02 11:47:23,,True,admin
SC000217,الصف العاشر,2025-02-02 11:47:23,,True,admin
SC000218,الصف العاشر,2025-02-02 11:51:20,,True,admin
SC000218,الصف الحادي عشر (الأول ثانوي),2025-02-02 11:51:20,,True,admin
SC000219,الصف الخامس,2025-02-02 11:54:49,,True,admin
SC000219,الصف السادس,2025-02-02 11:54:49,,True,admin
SC000220,الروضة الكبرى (KG2),2025-02-02 11:56:28,,True,admin
SC000220,الصف الأول,2025-02-02 11:56:28,,True,admin
SC000221,الصف العاشر,2025-02-02 12:31:02,,True,admin
SC000221,الصف الحادي عشر (الأول ثانوي),2025-02-02 12:31:02,,True,admin
SC000222,الصف الأول,2025-02-02 12:56:04,,True,admin
SC000222,الصف الثاني,2025-02-02 12:56:04,,True,admin
SC000223,الصف الخامس,2025-02-02 13:03:43,,True,admin
SC000223,الصف السادس,2025-02-02 13:03:43,,True,admin
SC000224,الصف الثالث,2025-02-02 13:05:40,,True,admin
SC000224,الصف الرابع,2025-02-02 13:05:40,,True,admin
SC000225,الصف السابع,2025-02-02 13:15:16,,True,admin
SC000225,الصف الثامن,2025-02-02 13:15:16,,True,admin
SC000226,الصف الثامن,2025-02-02 13:16:54,,True,admin
SC000226,الصف التاسع,2025-02-02 13:16:54,,True,admin
SC000227,الصف السادس,2025-02-02 13:19:23,,True,admin
SC000227,الصف السابع,2025-02-02 13:19:23,,True,admin
SC000228,الصف العاشر,2025-02-02 13:59:05,,True,admin
SC000228,الصف الحادي عشر (الأول ثانوي),2025-02-02 13:59:05,,True,admin
SC000230,الصف السابع,2025-02-02 15:14:10,,True,admin
SC000230,الصف الثامن,2025-02-02 15:14:10,,True,admin
